,회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
1190,두올,00119672,016740,2021,B,"424,141,554,671","226,828,876,123","25,296,758,456","24,262,752,796"
1191,퍼시스,00161709,016800,2021,B,"575,484,571,263","77,976,680,373","28,653,226,539","59,740,863,426"
1192,웅진,00143651,016880,2021,B,"1,065,994,370,493","845,476,888,061","42,952,922,677","36,691,978,044"
1193,명문제약,00121039,017180,2021,B,"223,263,081,737","137,389,372,750","-5,880,803,085","-6,598,119,107"
1194,우신시스템,00142883,017370,2021,B,"309,605,708,018","220,358,554,970","-11,486,951,348","-13,090,309,106"
1195,광전자,00152729,017900,2021,B,"238,961,555,432","28,253,535,695","6,916,463,299","12,810,383,021"
1196,조일알미늄,00149239,018470,2021,B,"347,937,579,509","181,069,784,517","18,279,237,886","16,851,107,957"
1197,신풍제약,00137359,019170,2021,B,"398,349,774,820","38,025,374,676","-14,306,402,883","-8,985,644,900"
1198,티에이치엔,00118965,019180,2021,B,"339,937,205,990","252,248,094,482","19,836,086,525","23,705,707,320"
1199,키다리스튜디오,00140131,020120,2021,B,"290,122,174,756","67,350,906,744","6,921,869,365","4,346,042,796"
1200,일진디스플,00198697,020760,2021,B,"117,460,183,728","106,734,301,751","-35,456,269,910","-41,355,217,398"
1201,서원,00131197,021050,2021,B,"293,365,978,377","154,493,744,413","15,126,656,228","19,291,200,453"
1202,MH에탄올,00121534,023150,2021,B,"451,460,751,811","366,757,413,224","23,335,312,777","11,567,973,971"
1203,한국종합기술,00159500,023350,2021,B,"339,419,339,331","197,119,259,846","7,156,139,977","14,601,016,600"
1204,대원화성,00112022,024890,2021,B,"135,832,581,638","64,820,560,068","-8,431,253,759","-8,561,150,021"
1205,에스제이엠홀딩스,00181943,025530,2021,B,"329,167,359,802","66,104,871,319","7,916,703,256","12,219,179,374"
1206,이구산업,00145464,025820,2021,B,"323,941,424,422","201,231,109,378","35,627,429,435","28,590,914,435"
1207,남해화학,00107987,025860,2021,B,"719,110,524,869","247,508,235,172","20,481,749,724","24,456,579,339"
1208,세하,00133706,027970,2021,B,"195,333,621,254","97,387,326,902","13,286,618,165","11,716,760,708"
1209,케이씨,00209780,029460,2021,B,"964,515,631,018","217,210,673,927","65,483,256,978","84,697,875,091"
1210,롯데관광개발,00231372,032350,2021,B,"1,302,424,556,614","1,249,736,890,563","-131,250,266,093","-208,390,846,821"
1211,유나이티드,00158963,033270,2021,B,"380,032,751,461","79,323,819,798","33,225,316,258","39,483,228,201"
1212,세종공업,00134510,033530,2021,B,"1,180,100,054,496","777,174,141,277","-2,733,378,251","-7,027,050,985"
1213,무학,00121543,033920,2021,B,"646,644,149,778","148,103,724,720","-890,929,326","-17,966,432,267"
1214,SBS,00130772,034120,2021,B,"1,462,149,708,150","740,552,349,472","172,342,279,338","179,533,094,312"
1215,상신브레이크,00129642,041650,2021,B,"493,641,121,647","305,186,257,724","12,201,673,255","14,773,620,338"
1216,유니온머티리얼,00369833,047400,2021,B,"186,669,511,383","102,788,774,092","-848,992,713","1,576,587,443"
1217,우진플라임,00303217,049800,2021,B,"276,360,691,146","194,240,950,584","16,624,863,041","18,846,290,860"
1218,한전KPS,00159218,051600,2021,B,"1,426,920,122,047","314,925,081,583","123,989,281,498","135,940,823,505"
1219,다스코,00353878,058730,2021,B,"298,527,299,745","173,177,982,800","4,312,963,481","-1,163,969,047"
1220,SNT모티브,00398792,064960,2021,B,"1,149,796,359,145","292,219,245,100","91,595,252,246","109,466,634,935"
1221,대호에이엘,00428729,069460,2021,B,"145,025,262,064","76,000,081,956","1,819,870,720","-3,485,660,015"
1222,하이스틸,00435312,071090,2021,B,"259,714,571,728","121,886,837,916","14,638,314,816","13,944,409,653"
1223,코아스,00210856,071950,2021,B,"79,299,245,941","60,259,190,280","-4,666,241,262","-5,274,525,234"
1224,STX중공업,00406046,071970,2021,B,"430,406,730,156","276,445,468,016","-8,032,257,079","-2,125,012,290"
1225,유니퀘스트,00414601,077500,2021,B,"490,332,217,891","181,823,563,167","24,548,653,862","76,726,041,363"
1226,그린케미칼,00454946,083420,2021,B,"211,689,251,240","88,296,552,358","20,850,251,543","21,863,388,653"
1227,대한제강,00113225,084010,2021,B,"1,232,437,581,471","512,229,905,753","201,800,787,108","220,221,204,974"
1228,동양고속,00540641,084670,2021,B,"168,829,554,468","84,315,063,665","-22,023,394,046","-30,517,796,428"
1229,티비에이치글로벌,00409672,084870,2021,B,"117,022,490,325","62,327,748,051","5,337,805,554","-23,097,122,395"
1230,평화산업,00573579,090080,2021,B,"220,115,437,716","194,125,631,930","5,916,278,187","471,241,369"
1231,티웨이항공,00671376,091810,2021,B,"735,047,689,453","687,706,321,881","-148,326,842,134","-198,361,672,689"
1232,KEC,00589127,092220,2021,B,"400,589,167,116","121,440,786,125","26,525,638,383","11,196,236,558"
1233,KPX홀딩스,00587466,092230,2021,B,"1,814,858,039,334","445,438,442,973","54,144,022,659","112,681,101,245"
1234,동양피스톤,00117726,092780,2021,B,"362,628,219,316","249,350,068,131","10,313,756,467","9,575,493,677"
1235,LF,00593032,093050,2021,B,"2,541,137,894,593","1,042,768,391,210","158,865,864,141","199,358,049,804"
1236,AJ네트웍스,00365387,095570,2021,B,"1,355,044,449,955","992,534,361,837","48,071,717,838","22,290,237,581"
1237,JW홀딩스,00632304,096760,2021,B,"1,065,779,475,044","760,956,330,503","68,728,818,585","32,487,610,886"
1238,비상교육,00520887,100220,2021,B,"271,514,539,939","71,577,714,119","7,742,344,856","8,754,641,766"
1239,SNT에너지,00648721,100840,2021,B,"332,143,487,939","87,294,231,899","13,280,960,143","16,397,255,936"
1240,해태제과식품,00428321,101530,2021,B,"654,856,443,051","395,102,131,054","26,022,114,822","5,779,850,711"
1241,이연제약,00145598,102460,2021,B,"477,978,172,163","232,741,035,733","3,739,195,891","5,844,762,014"
1242,한국철강,00687711,104700,2021,B,"908,707,497,640","186,519,007,034","103,286,644,200","126,689,772,795"
1243,한세실업,00728638,105630,2021,B,"1,216,241,000,843","751,823,859,857","106,694,162,989","98,364,816,581"
1244,우진,00173944,105840,2021,B,"229,794,619,014","70,225,425,898","8,369,873,909","-7,743,562,388"
1245,컨버즈,00753643,109070,2021,B,"33,044,552,713","23,434,918,940","-1,408,564,353","-989,305,700"
1246,씨에스윈드,00670340,112610,2021,B,"1,771,100,878,925","827,324,537,109","101,124,410,465","90,736,398,479"
1247,대성에너지,00787376,117580,2021,B,"742,479,534,651","425,136,420,563","16,047,844,903","14,881,220,777"
1248,아이마켓코리아,00360142,122900,2021,B,"1,120,159,809,046","703,385,717,080","45,420,682,449","62,225,391,376"
1249,한국화장품,00823429,123690,2021,B,"48,508,445,747","26,536,427,499","-3,193,220,979","-4,117,429,017"
1250,에스제이엠,00815369,123700,2021,B,"241,265,788,213","55,541,850,784","7,737,908,992","10,312,207,228"
1251,인터지스,00151368,129260,2021,B,"388,581,565,794","181,665,919,506","19,994,089,933","20,426,389,546"
1252,화인베스틸,00661847,133820,2021,B,"183,238,935,517","103,741,068,850","5,534,587,867","3,493,919,943"
1253,핸즈코퍼레이션,00119140,143210,2021,B,"894,964,069,149","632,933,749,646","-50,128,648,018","-70,620,418,267"
1254,덴티움,00526599,145720,2021,B,"570,202,433,075","279,104,016,908","69,882,395,499","74,717,705,318"
1255,DSR,00110608,155660,2021,B,"302,598,631,429","124,579,417,803","13,454,431,587","15,939,358,449"
1256,더블유게임즈,01010110,192080,2021,B,"1,381,904,218,263","197,077,447,691","190,364,411,040","197,852,881,282"
1257,쿠쿠홀딩스,00132354,192400,2021,B,"1,051,892,517,157","184,150,127,215","106,992,031,867","159,677,931,699"
1258,디와이파워,01059605,210540,2021,B,"342,046,278,048","116,073,402,046","42,159,270,501","42,014,909,162"
1259,LS전선아시아,01093007,229640,2021,B,"495,255,400,435","322,872,794,667","28,199,819,675","21,054,739,131"
1260,JW생명과학,00225706,234080,2021,B,"219,466,609,317","87,974,591,257","28,416,710,564","18,287,103,238"
1261,샘표식품,01167056,248170,2021,B,"327,531,637,320","112,576,901,190","23,510,478,004","26,146,622,197"
1262,크라운제과,01205329,264900,2021,B,"324,569,691,616","164,015,182,221","15,876,288,553","17,070,230,866"
1263,케이씨텍,01261893,281820,2021,B,"453,025,637,542","67,862,265,059","52,101,772,598","53,695,172,366"
1264,쿠쿠홈시스,01267684,284740,2021,B,"929,301,624,227","276,439,250,562","164,120,375,484","189,978,308,817"
1265,하나제약,00248974,293480,2021,B,"303,497,254,437","51,596,170,881","36,010,059,531","35,846,851,633"
1266,HDC현대산업개발,01310269,294870,2021,B,"6,566,377,904,144","3,681,097,259,241","273,435,124,620","294,375,046,274"
1267,자이에스앤디,00367844,317400,2021,B,"544,345,862,031","235,999,657,379","50,822,485,579","48,557,352,218"
1268,솔루스첨단소재,01412822,336370,2021,B,"1,011,599,745,576","489,392,306,309","5,004,010,041","3,569,874,260"
1269,포스코엠텍,00128111,009520,2021,B,"156,334,135,241","51,769,384,866","16,375,758,805","16,636,802,026"
1270,오리콤,00141671,010470,2021,B,"211,147,448,552","114,060,721,876","6,595,067,070","8,549,252,895"
1271,원익홀딩스,00216647,030530,2021,B,"1,955,265,962,993","623,762,016,411","90,479,025,181","31,220,229,282"
1272,다우데이타,00238782,032190,2021,B,"47,001,465,112,672","42,134,095,985,742","1,315,452,190,595","1,325,223,579,454"
1273,케이엠더블유,00226352,032500,2021,B,"366,409,620,638","115,906,840,300","-27,882,426,750","-4,797,230,389"
1274,파라다이스,00171265,034230,2021,B,"3,471,796,250,289","1,957,355,763,818","-55,245,896,594","-65,884,916,614"
1275,JYP Ent.,00258689,035900,2021,B,"317,418,306,083","66,768,917,247","57,903,761,113","85,912,417,959"
1276,솔브레인홀딩스,00247975,036830,2021,B,"1,523,515,820,019","419,074,295,825","54,441,548,055","49,710,175,567"
1277,삼표시멘트,00239639,038500,2021,B,"1,412,331,190,231","756,248,687,736","52,671,399,557","21,877,311,653"
1278,에스엠,00260930,041510,2021,B,"1,314,942,073,873","526,500,165,835","67,520,136,401","173,136,327,794"
1279,코미팜,00187415,041960,2021,B,"115,261,543,395","42,855,825,154","-5,290,699,078","-5,934,355,768"
1280,SBS콘텐츠허브,00280688,046140,2021,B,"219,553,306,990","52,266,228,187","11,070,548,397","23,900,569,879"
1281,인터플렉스,00369170,051370,2021,B,"356,224,457,260","176,992,311,644","3,197,400,702","608,977,938"
1282,한국정보인증,00306454,053300,2021,B,"265,345,149,856","57,812,234,191","11,671,314,207","16,124,227,536"
1283,이니텍,00353610,053350,2021,B,"138,900,685,479","18,495,356,392","-271,244,500","2,400,720,629"
1284,신화인터텍,00228350,056700,2021,B,"175,295,772,742","74,879,789,523","2,032,386,848","1,713,264,748"
1285,KT서브마린,00225742,060370,2021,B,"110,389,639,619","10,736,198,790","-5,132,157,799","-4,114,567,649"
1286,드림어스컴퍼니,00364467,060570,2021,B,"254,904,569,179","175,265,354,702","4,848,508,839","-15,844,876,543"
1287,KH바텍,00378628,060720,2021,B,"381,851,259,789","165,261,250,770","26,919,687,491","37,047,412,023"
1288,티씨케이,00245472,064760,2021,B,"389,705,970,637","50,193,523,554","103,400,361,685","106,324,889,168"
1289,아프리카TV,00399694,067160,2021,B,"408,149,760,647","198,723,010,089","88,822,009,755","89,063,339,425"
1290,웹젠,00405320,069080,2021,B,"615,264,680,380","109,353,438,828","102,997,236,878","121,032,401,630"
1291,국일제지,00104573,078130,2021,B,"141,109,203,304","73,386,346,414","-6,274,654,866","-9,050,108,014"
1292,컴투스,00476498,078340,2021,B,"1,858,805,187,817","445,864,299,550","52,622,753,512","145,258,182,734"
1293,대주전자재료,00177816,078600,2021,B,"298,387,221,700","166,476,198,434","17,596,082,568","16,538,590,932"
1294,유진테크,00531014,084370,2021,B,"382,891,842,028","72,151,255,240","73,911,986,136","84,212,985,420"
1295,헬릭스미스,00359395,084990,2021,B,"282,500,918,861","57,368,412,918","-48,518,323,592","-67,715,160,717"
1296,파트론,00490151,091700,2021,B,"680,010,871,814","199,476,320,535","78,708,841,559","75,147,273,912"
1297,테스,00524421,095610,2021,B,"336,944,738,958","41,999,577,651","62,184,554,759","78,077,523,222"
1298,코오롱생명과학,00525642,102940,2021,B,"234,658,306,594","135,248,149,958","3,873,307,419","-4,010,570,969"
1299,위메이드,00444329,112040,2021,B,"1,027,300,099,293","383,599,172,258","97,350,931,326","391,820,836,295"
1300,와이지엔터테인먼트,00613318,122870,2021,B,"621,483,516,064","138,720,463,804","47,008,181,050","36,361,906,238"
1301,피엔티,00612294,137400,2021,B,"576,359,315,158","398,652,931,080","54,408,331,244","70,865,550,581"
1302,휴젤,00888347,145020,2021,B,"1,009,737,148,461","180,569,259,363","95,611,343,317","87,442,351,017"
1303,KG ETS,00366137,151860,2021,B,"3,067,463,381,624","1,831,557,233,163","306,613,111,206","237,564,264,444"
1304,콜마비앤에이치,01032404,200130,2021,B,"537,888,670,052","151,248,567,774","91,646,804,126","91,928,146,227"
1305,클래시스,01061327,214150,2021,B,"216,379,205,336","52,634,773,984","51,712,720,398","55,624,588,693"
1306,파마리서치,00970453,214450,2021,B,"427,646,749,519","99,288,024,088","52,488,896,037","56,033,421,122"
1307,골프존,01067516,215000,2021,B,"483,601,164,477","191,699,130,728","107,671,750,993","103,763,794,939"
1308,인크로스,00819073,216050,2021,B,"230,365,261,451","137,355,877,570","21,402,590,113","27,058,271,467"
1309,휴온스,01159853,243070,2021,B,"436,897,635,210","166,262,425,460","45,282,064,716","40,858,842,927"
1310,에코프로비엠,01160363,247540,2021,B,"1,425,857,751,938","829,712,539,065","115,031,248,500","114,425,469,995"
1311,스튜디오드래곤,01168684,253450,2021,B,"884,028,333,744","200,163,847,030","52,576,803,933","52,008,442,421"
1312,펄어비스,01152470,263750,2021,B,"1,356,600,316,511","637,603,461,155","42,982,271,923","77,734,429,750"
1313,이녹스첨단소재,01237540,272290,2021,B,"450,629,009,610","142,027,307,784","96,726,171,159","100,142,589,246"
1314,와이즈버즈,01236532,273060,2021,B,"58,765,643,429","18,239,007,192","1,800,316,749","3,107,376,043"
1315,천보,00897752,278280,2021,B,"403,737,992,608","97,682,643,793","50,629,174,230","54,942,888,636"
1316,에이비엘바이오,01256864,298380,2021,B,"65,452,755,704","9,499,816,726","-52,305,340,534","-43,557,942,985"
1317,KR모터스,00112378,000040,2021,C,"168,436,811,482","118,211,175,186","-2,697,618,022","-11,939,523,264"
1318,경방,00101628,000050,2021,C,"1,270,805,118,229","518,658,698,167","53,796,815,200","31,144,150,126"
1319,성창기업지주,00133335,000180,2021,C,"703,740,104,842","164,488,267,623","10,471,849,670","8,191,666,437"
1320,대유플러스,00126089,000300,2021,C,"594,393,688,298","455,486,600,368","7,907,353,424","-4,998,383,893"
1321,영풍,00141307,000670,2021,C,"5,521,001,405,617","1,618,710,697,773","-26,784,314,362","200,754,699,686"
1322,LS네트웍스,00104698,000680,2021,C,"1,309,373,198,056","755,744,194,994","4,309,069,589","80,780,611,491"
1323,이화산업,00145686,000760,2021,C,"274,828,073,002","41,277,511,301","-4,965,189,508","74,125,387,573"
1324,보해양조,00123541,000890,2021,C,"153,116,763,663","68,867,729,120","1,053,737,072","289,832,552"
1325,전방,00147222,000950,2021,C,"383,313,469,255","239,288,170,943","7,360,077,995","3,247,678,278"
1326,한국주철관공업,00159573,000970,2021,C,"423,089,951,776","76,191,124,416","48,569,477,615","83,241,401,542"
1327,대한방직,00112970,001070,2021,C,"232,612,120,328","93,144,325,550","5,406,662,230","2,080,730,078"
1328,만호제강,00120872,001080,2021,C,"258,241,792,947","25,179,106,999","1,256,042,111","1,476,711,326"
1329,남광토건,00107066,001260,2021,C,"273,978,348,947","186,233,104,756","20,804,647,592","23,894,663,066"
1330,삼성제약,00126414,001360,2021,C,"145,456,078,325","18,185,604,636","-18,139,831,261","-40,276,343,542"
1331,SG글로벌,00152039,001380,2021,C,"187,021,454,393","64,041,656,329","-565,908,642","-5,294,950,439"
1332,KG케미칼,00101220,001390,2021,C,"4,884,892,280,208","3,097,379,164,414","448,184,282,061","360,067,586,544"
1333,태원물산,00154055,001420,2021,C,"37,439,040,672","6,106,381,935","-405,845,565","163,218,782"
1334,삼부토건,00125974,001470,2021,C,"519,063,458,534","312,924,661,168","-4,353,122,537","-1,783,594,943"
1335,동양,00117337,001520,2021,C,"1,007,233,609,953","223,240,278,186","7,617,953,056","37,235,963,720"
1336,디아이동일,00118345,001530,2021,C,"993,144,117,431","419,638,627,677","48,592,979,653","61,885,919,502"
1337,조비,00148948,001550,2021,C,"103,778,712,983","50,521,009,807","3,077,405,830","2,104,463,702"
1338,제일연마,00148461,001560,2021,C,"106,469,253,369","13,575,872,997","6,604,428,633","7,975,679,901"
1339,금양,00106119,001570,2021,C,"314,832,084,702","197,424,609,095","12,570,727,010","5,340,312,829"
1340,케이비아이동국실업,00114765,001620,2021,C,"568,005,110,934","397,931,073,309","-73,285,371,359","-35,114,769,738"
1341,알루코,00117027,001780,2021,C,"780,157,702,713","487,493,321,077","16,666,595,158","5,282,637,582"
1342,삼화콘덴서공업,00129350,001820,2021,C,"269,298,659,241","66,356,720,529","33,168,936,415","36,479,519,927"
1343,고려산업,00102751,002140,2021,C,"238,594,901,035","131,754,293,786","4,862,496,672","6,317,392,572"
1344,동성제약,00116268,002210,2021,C,"104,581,874,040","58,141,479,455","-5,299,049,228","-4,379,340,610"
1345,한일철강,00163196,002220,2021,C,"338,779,024,077","161,018,233,894","29,642,526,663","28,560,828,038"
1346,범양건영,00122694,002410,2021,C,"191,769,768,929","112,322,390,976","3,024,063,646","1,955,322,092"
1347,세기상사,00133618,002420,2021,C,"46,388,872,657","27,800,152,526","-1,552,340,389","-1,944,921,160"
1348,삼익악기,00127857,002450,2021,C,"585,304,799,709","331,393,678,443","33,347,125,728","40,675,961,960"
1349,조흥,00149345,002600,2021,C,"267,558,823,330","121,819,557,068","19,072,641,425","19,705,156,042"
1350,오리엔트바이오,00141626,002630,2021,C,"71,518,505,224","22,973,289,605","-5,194,597,557","-22,489,732,897"
1351,동일제강,00118451,002690,2021,C,"180,512,781,409","26,964,608,783","7,872,984,392","9,018,863,471"
1352,신일전자,00173698,002700,2021,C,"122,088,680,502","39,482,254,979","9,607,808,334","9,113,455,296"
1353,보락,00123107,002760,2021,C,"56,317,969,213","10,774,060,414","1,692,124,112","1,840,857,399"
1354,진흥기업,00150828,002780,2021,C,"334,617,161,562","163,663,632,831","43,348,738,057","49,456,184,782"
1355,미원상사,00121932,002840,2021,C,"372,413,719,078","76,426,655,424","57,154,754,665","71,268,017,433"
1356,대유에이텍,00149804,002880,2021,C,"1,320,996,326,519","1,131,295,315,219","49,558,420,345","16,573,240,792"
1357,유성기업,00174004,002920,2021,C,"409,968,041,215","104,854,260,807","7,459,015,090","14,705,907,186"
1358,금호건설,00106313,002990,2021,C,"1,735,985,668,782","1,083,164,233,858","111,591,652,916","107,643,789,897"
1359,부광약품,00123718,003000,2021,C,"397,416,583,050","117,355,699,917","5,621,880,941","3,787,330,767"
1360,일성신약,00146214,003120,2021,C,"371,382,501,205","25,472,910,327","-1,797,410,519","-1,523,332,911"
1361,한국화장품제조,00160621,003350,2021,C,"76,545,671,097","33,557,251,976","-771,314,063","-3,195,556,727"
1362,아이에이치큐,00154426,003560,2021,C,"238,568,445,822","120,389,630,160","-11,640,188,629","-8,223,798,450"
1363,방림,00122348,003610,2021,C,"257,080,320,409","57,282,434,832","6,354,469,456","10,406,253,415"
1364,미창석유공업,00122056,003650,2021,C,"347,596,979,803","45,615,051,049","35,450,218,335","44,392,400,139"
1365,한성기업,00161860,003680,2021,C,"199,923,899,803","155,369,922,233","-5,790,562,610","-9,846,401,686"
1366,SG세계물산,00133511,004060,2021,C,"308,412,903,410","64,147,888,831","-4,744,474,966","63,390,855,056"
1367,동방,00115287,004140,2021,C,"531,255,658,011","399,799,099,774","27,775,163,917","1,753,456,616"
1368,엔피씨,00108038,004250,2021,C,"499,980,382,786","176,774,337,449","28,271,810,810","33,702,669,870"
1369,남성,00172185,004270,2021,C,"288,756,909,702","169,416,969,431","6,945,078,322","8,838,344,737"
1370,송원산업,00134963,004430,2021,C,"1,115,649,000,000","572,395,000,000","105,714,000,000","101,184,000,000"
1371,조광피혁,00148939,004700,2021,C,"440,910,559,774","63,928,944,319","10,948,431,766","14,506,196,766"
1372,팜젠사이언스,00135050,004720,2021,C,"220,323,823,004","93,391,562,628","-5,037,919,443","41,949,485,108"
1373,써니전자,00138057,004770,2021,C,"77,185,258,102","9,012,295,478","1,774,546,138","5,535,285,462"
1374,덕성,00114093,004830,2021,C,"125,291,791,888","40,299,826,150","3,979,104,643","7,717,824,407"
1375,티웨이홀딩스,00109514,004870,2021,C,"805,278,645,714","716,048,792,667","191,758,193","-8,845,598,039"
1376,씨아이테크,00127158,004920,2021,C,"79,538,624,907","31,715,497,061","871,731,347","-8,810,217,795"
1377,한신공영,00162063,004960,2021,C,"2,119,949,126,309","1,442,187,010,014","44,647,806,717","67,015,303,893"
1378,신라교역,00135962,004970,2021,C,"680,457,027,435","127,921,320,912","16,894,920,312","59,298,024,312"
1379,휴스틸,00156488,005010,2021,C,"951,920,862,198","325,520,951,972","63,214,154,152","50,356,241,094"
1380,부산주공,00124151,005030,2021,C,"239,665,282,239","216,496,992,293","-9,346,942,299","-10,746,815,158"
1381,신성통상,00136341,005390,2021,C,"898,483,605,934","633,484,645,106","74,322,762,774","48,360,638,252"
1382,대림비앤코,00109754,005750,2021,C,"326,583,009,080","169,194,158,167","2,416,118,382","1,692,308,640"
1383,신영와코루,00136624,005800,2021,C,"388,668,603,657","65,750,359,288","3,690,487,329","8,581,224,354"
1384,동부건설,00115612,005960,2021,C,"1,262,000,761,148","702,346,281,301","61,251,228,945","97,855,985,075"
1385,사조오양,00141875,006090,2021,C,"315,948,482,729","119,243,893,874","20,393,329,855","20,783,190,232"
1386,대원전선,00260392,006340,2021,C,"240,573,775,497","152,928,878,651","2,295,663,054","1,108,013,058"
1387,인스코비,00122825,006490,2021,C,"109,349,945,278","43,461,356,421","-2,421,495,654","4,703,284,124"
1388,대림통상,00109824,006570,2021,C,"165,802,431,487","89,665,370,599","2,943,841,594","1,260,325,495"
1389,삼성공조,00126201,006660,2021,C,"257,514,151,759","37,761,206,683","1,170,697,408","128,344,654"
1390,신송홀딩스,00136402,006880,2021,C,"248,190,231,392","152,906,424,644","6,867,678,554","9,196,313,176"
1391,태경케미컬,00109161,006890,2021,C,"160,745,889,274","19,762,173,299","12,135,092,981","13,981,182,528"
1392,일신석재,00146296,007110,2021,C,"91,890,079,585","39,637,444,370","826,387,310","89,456,108"
1393,미래아이앤지,00104786,007120,2021,C,"99,668,333,058","28,587,955,823","899,375,453","-19,071,425,733"
1394,일양약품,00146454,007570,2021,C,"494,271,352,816","222,513,275,881","41,025,011,213","38,927,368,985"
1395,동방아그로,00115384,007590,2021,C,"204,466,925,957","57,352,105,712","8,197,671,412","9,022,593,774"
1396,선도전기,00131939,007610,2021,C,"167,947,855,455","86,791,537,826","-10,631,752,034","-12,356,561,537"
1397,대동전자,00157104,008110,2021,C,"205,008,393,025","41,011,755,616","3,043,982,349","4,185,980,267"
1398,이건산업,00145446,008250,2021,C,"419,293,457,489","229,454,183,533","32,135,868,698","21,388,408,920"
1399,남선알미늄,00107224,008350,2021,C,"355,238,354,994","119,307,587,177","-6,912,235,686","50,051,788,823"
1400,문배철강,00121570,008420,2021,C,"209,839,262,364","66,845,641,809","20,783,114,672","31,847,032,796"
1401,일정실업,00146542,008500,2021,C,"35,297,876,172","22,260,252,294","-8,500,866,625","-8,599,467,118"
1402,윌비스,00104999,008600,2021,C,"288,026,485,577","183,381,461,941","4,388,624,769","-14,754,902,738"
1403,아남전자,00138516,008700,2021,C,"229,403,319","163,294,748","13,225,147","11,999,021"
1404,금비,00168401,008870,2021,C,"337,872,961,433","176,002,340,792","9,896,690,530","7,349,669,450"
1405,동양철관,00117629,008970,2021,C,"185,998,127,837","101,850,823,126","-3,231,448,525","-3,683,937,384"
1406,경인전자,00102140,009140,2021,C,"65,884,752,780","6,287,918,773","1,998,761,089","4,102,144,846"
1407,대양금속,00111111,009190,2021,C,"157,542,366,949","57,964,910,118","15,188,009,078","16,655,718,317"
1408,대우부품,00111689,009320,2021,C,"94,393,900,185","59,430,229,701","1,078,204,340","154,085,320"
1409,한창제지,00163761,009460,2021,C,"248,597,574,228","140,052,513,951","17,762,577,766","17,142,425,900"
1410,삼화전기,00129271,009470,2021,C,"158,640,155,782","71,761,025,146","21,822,500,847","19,411,095,443"
1411,삼정펄프,00128227,009770,2021,C,"239,413,228,555","23,293,617,870","1,344,597,894","9,722,600,678"
1412,우진아이엔에스,00143262,010400,2021,C,"114,656,381,311","17,562,306,021","-6,727,170,261","-3,998,939,901"
1413,진양폴리우레탄,00160375,010640,2021,C,"48,090,926,524","18,619,836,523","4,715,418,691","4,522,334,839"
1414,화천기계,00166500,010660,2021,C,"155,922,671,832","30,111,089,586","1,260,419,572","5,496,871,247"
1415,퍼스텍,00148522,010820,2021,C,"185,612,511,300","142,208,454,450","4,334,722,379","7,108,987,143"
1416,삼호개발,00128980,010960,2021,C,"296,852,077,748","76,141,633,135","13,084,673,583","18,462,304,617"
1417,진원생명과학,00118521,011000,2021,C,"250,856,561,235","44,349,792,102","-27,434,047,838","-15,534,134,947"
1418,삼화전자공업,00129280,011230,2021,C,"66,900,329,255","49,263,944,386","-3,986,875,661","-4,021,389,464"
1419,태림포장,00153524,011280,2021,C,"600,863,714,442","257,262,396,231","30,179,570,724","27,385,204,085"
1420,부산산업,00124027,011390,2021,C,"133,795,623,819","56,289,943,316","397,767,100","-3,222,896,504"
1421,갤럭시아에스엠,00129554,011420,2021,C,"40,900,713,401","7,850,471,270","3,452,414,932","3,023,158,172"
1422,한농화성,00160861,011500,2021,C,"216,969,690,984","69,259,917,547","18,011,655,449","22,752,134,924"
1423,한신기계공업,00162072,011700,2021,C,"101,149,022,157","15,086,453,977","5,160,637,787","5,484,902,664"
1424,아센디오,00145437,012170,2021,C,"68,072,817,657","22,883,799,888","-3,557,150,999","-6,278,577,391"
1425,영화금속,00141413,012280,2021,C,"211,560,372,817","150,705,229,837","-16,352,615,533","-20,740,527,915"
1426,경인양행,00102113,012610,2021,C,"579,492,465,098","327,622,550,348","28,354,678,017","32,231,103,061"
1427,대창,00112651,012800,2021,C,"810,738,132,401","536,623,949,985","60,297,722,374","29,292,033,728"
1428,계룡건설산업,00102432,013580,2021,C,"2,327,054,067,482","1,572,714,062,300","232,741,989,538","212,159,935,325"
1429,까뮤이앤씨,00129420,013700,2021,C,"195,058,432,986","96,246,050,328","-3,010,985,732","-3,815,693,719"
1430,지엠비코리아,00156354,013870,2021,C,"522,463,824,958","273,762,237,351","8,377,508,126","13,219,029,318"
1431,지누스,00150633,013890,2021,C,"1,018,636,238,631","540,408,191,734","74,335,344,156","70,170,448,380"
1432,한익스프레스,00129509,014130,2021,C,"374,774,839,505","301,259,496,387","5,713,461,856","4,824,806,427"
1433,대영포장,00111458,014160,2021,C,"246,069,403,698","78,837,067,773","11,523,086,091","12,590,209,325"
1434,금강공업,00105299,014280,2021,C,"868,658,748,310","481,987,958,589","25,916,332,127","28,904,200,737"
1435,태경비케이,00122481,014580,2021,C,"332,382,423,528","97,539,784,985","19,603,002,069","21,924,704,959"
1436,성문전자,00132628,014910,2021,C,"54,386,004,301","23,623,581,165","3,442,198,787","3,484,643,148"
1437,인디에프,00106881,014990,2021,C,"129,046,719,316","87,338,281,443","-21,761,150,538","-18,349,469,300"
1438,이스타코,00134565,015020,2021,C,"82,087,856,901","31,761,979,271","-329,699,958","1,534,434,405"
