0,y,prev_y
005740,"1,153,770,087,447","1,115,739,131,697"
259960,"6,030,311,640,765","5,717,827,567,485"
110790,"601,241,953,394","426,300,268,760"
214150,"331,411,108,299","216,379,205,336"
020120,"378,769,210,908","290,122,174,756"
039490,0,0
014580,"361,240,178,636","332,382,423,528"
015890,"625,038,862,557","584,726,245,924"
006890,"167,391,898,805","160,745,889,274"
003240,"4,910,005,420,529","4,922,461,632,309"
011280,"651,217,775,055","600,863,714,442"
004100,"490,987,940,831","447,683,663,342"
009410,"4,323,308,266,498","3,734,783,195,004"
001420,"34,948,504,183","37,439,040,672"
007980,"721,226,342,857","764,951,831,942"
095610,"336,518,156,052","336,944,738,958"
055490,"197,584,861,031","180,813,732,067"
078000,"132,073,841,013","122,175,454,114"
214420,"199,062,053,733","202,095,812,764"
801671,0,0
084870,"112,327,631,684","117,022,490,325"
064760,"480,543,059,263","389,705,970,637"
131290,"435,835,838,754","371,789,335,816"
019180,"371,353,957,512","339,937,205,990"
363280,"2,282,963,063,406","2,132,174,282,569"
091810,"1,042,495,890,560","735,047,689,453"
004870,"210,718,177,191","805,278,645,714"
069260,"941,352,875,184","949,304,335,070"
104480,"1,431,444,770,374","1,148,739,179,644"
034230,"3,511,523,805,592","3,471,796,250,289"
214450,"478,055,190,172","427,646,749,519"
005690,"112,694,189,040","94,332,951,458"
140860,"167,049,138,773","133,915,014,264"
091700,"685,614,631,280","680,010,871,814"
036580,"1,223,174,230,326","1,107,610,571,454"
004720,"317,391,477,026","220,323,823,004"
028670,"7,548,942,000,000","6,488,779,000,000"
010820,"211,309,947,551","185,612,511,300"
016800,"544,804,538,072","575,484,571,263"
263750,"1,222,554,846,466","1,356,600,316,511"
001020,"501,830,145,462","497,167,643,294"
090080,"236,600,606,117","220,115,437,716"
010770,"558,370,415,231","518,123,304,203"
022100,"851,593,785,984","646,969,959,736"
058430,"554,542,143,288","586,432,923,342"
009520,"159,723,837,264","156,334,135,241"
047050,"12,516,336,931,000","10,770,734,147,000"
003670,"4,637,476,140,189","3,922,480,303,898"
860086,0,0
017810,"2,049,217,755,236","1,969,372,521,092"
103140,"3,395,297,191,796","3,148,260,459,261"
005810,"1,142,781,392,226","1,051,956,003,593"
009810,"303,643,329,972","129,521,137,663"
237820,"162,643,360,888","141,799,179,438"
319660,"472,649,339,864","413,262,217,895"
137400,"1,087,892,463,692","576,359,315,158"
086790,0,0
067310,"1,409,048,794,959","1,051,039,896,372"
166090,"479,626,115,363","443,678,513,652"
800845,0,0
004940,0,0
293480,"345,964,556,425","303,497,254,437"
805992,0,0
856659,0,0
809337,0,0
039130,"455,429,440,460","430,595,584,721"
136480,"909,832,722,503","842,602,796,180"
003380,"13,268,988,298,801","11,618,242,216,061"
352820,"4,870,434,315,000","4,728,915,303,000"
071090,"292,456,090,103","259,714,571,728"
814270,0,0
000080,"3,333,438,311,387","3,631,051,439,683"
000140,"3,945,000,964,667","4,236,298,193,122"
036460,"62,424,983,096,053","43,669,902,324,183"
005430,"421,095,042,761","383,887,978,055"
071050,0,0
010040,"325,998,841,087","357,947,858,446"
025540,"1,289,776,455,433","1,125,163,279,036"
010100,"799,394,136,303","699,351,929,145"
256840,"232,521,395,784","134,712,451,388"
004090,"347,065,524,190","342,126,722,607"
002200,"345,521,340,104","331,846,866,963"
002960,"172,340,453,951","165,711,579,705"
000110,0,0
016830,0,0
000240,"4,301,818,675,789","4,081,229,754,648"
123890,0,0
015760,"234,804,994,000,000","211,123,727,000,000"
006200,"469,100,261,248","463,627,852,404"
053300,"280,825,844,361","265,345,149,856"
023350,"332,695,359,728","339,419,339,331"
025890,"48,045,222,224","50,194,779,569"
000970,"424,608,629,316","423,089,951,776"
104700,"938,653,807,133","908,707,497,640"
017960,"585,333,635,410","498,355,905,299"
023760,0,0
161890,"2,933,309,479,342","2,606,037,352,397"
024720,"1,269,102,053,314","1,209,726,177,916"
161390,"12,581,364,159,005","11,694,296,588,021"
034830,0,0
804504,0,0
007280,"549,828,403,701","458,713,983,250"
047810,"7,772,406,693,424","5,855,223,992,714"
123690,"43,913,329,550","48,508,445,747"
003350,"82,665,926,104","76,545,671,097"
030520,"694,887,464,281","846,663,748,975"
011500,"225,415,182,824","216,969,690,984"
002390,"871,106,170,067","841,561,831,887"
053690,"373,059,659,521","285,254,341,255"
042700,"455,432,965,985","429,285,683,427"
008930,"1,109,690,934,182","949,894,435,974"
128940,"1,924,585,730,838","1,936,728,687,294"
009240,"1,099,679,540,571","1,246,352,553,431"
020000,"1,684,715,498,594","1,557,084,757,896"
003680,"234,918,895,770","199,923,899,803"
105630,"1,239,211,177,169","1,216,241,000,843"
069640,"224,809,704,278","129,057,654,156"
016450,"2,036,963,741,120","2,241,273,059,610"
009180,"274,496,248,985","266,627,757,518"
213500,"2,210,015,517,155","1,887,832,972,302"
014680,"1,253,310,602,636","1,197,174,769,029"
004710,"1,071,921,900,693","788,670,352,792"
010420,"134,944,512,348","109,710,673,301"
004150,"723,295,784,000","653,696,785,000"
025750,"319,496,520,639","314,661,261,530"
004960,"2,349,398,105,478","2,119,949,126,309"
011700,"115,721,729,758","101,149,022,157"
001750,0,0
018880,"9,098,783,327,544","8,233,732,861,760"
009420,"213,451,232,698","198,477,805,328"
014130,0,0
300720,"2,460,836,871,897","2,370,327,907,448"
002220,"339,154,971,493","338,779,024,077"
006390,"649,126,013,507","596,793,705,254"
003300,"3,268,041,346,024","3,263,832,353,401"
051600,"1,562,022,195,345","1,426,920,122,047"
052690,"816,503,301,678","705,509,290,986"
130660,"157,781,435,629","163,320,479,666"
002320,"4,093,197,691,709","3,877,620,716,229"
003480,"1,995,988,000,000","1,837,801,000,000"
180640,"3,915,077,621,174","3,754,742,183,026"
005110,"113,480,993,232","134,278,397,974"
009460,"283,062,451,163","248,597,574,228"
372910,"208,029,841,056","214,127,311,865"
000880,"211,175,324,000,000","203,463,699,000,000"
088350,0,0
000370,0,0
009830,"23,831,697,412,977","20,007,572,194,182"
272210,"3,945,627,700,263","3,894,302,649,982"
012450,"15,157,301,978,809","11,045,830,630,560"
003530,0,0
195870,"659,613,821,545","474,947,833,310"
101530,"691,254,955,147","654,856,443,051"
143210,"862,588,714,003","894,964,069,149"
084990,"254,061,826,024","282,500,918,861"
000720,"20,911,708,000,000","19,637,264,000,000"
086280,"13,877,784,500,296","12,170,928,242,765"
064350,"4,823,869,784,000","4,107,182,672,000"
079430,"854,159,330,447","863,648,498,521"
012330,"55,406,698,000,000","51,482,537,000,000"
010620,"4,748,245,499,000","3,878,320,283,000"
048410,"67,326,810,921","80,528,215,833"
052260,"176,097,325,723","172,744,144,498"
069960,"12,069,249,655,000","8,969,196,456,000"
004560,"857,843,841,402","768,751,882,611"
004310,"181,159,427,810","163,857,416,757"
041440,"292,346,827,519","247,254,689,081"
017800,"3,014,471,063,421","2,987,393,730,479"
307950,"2,619,436,326,622","2,346,122,844,458"
011210,"7,546,451,000,000","7,749,507,000,000"
090850,"201,891,458,068","152,655,144,839"
005380,"255,742,462,000,000","233,946,415,000,000"
004020,"36,800,955,829,773","37,042,298,365,641"
005440,"3,185,133,373,000","3,109,986,792,000"
001500,0,0
815419,0,0
836248,0,0
888975,0,0
011760,"1,831,301,801,553","1,707,383,175,608"
227840,"296,127,566,149","250,984,790,560"
126560,"915,256,451,923","1,034,025,993,816"
001450,0,0
057050,"2,782,027,992,185","2,600,338,275,866"
093240,"109,225,633,024","130,445,154,012"
003010,"240,522,145,627","194,738,254,040"
111110,"316,098,137,496","302,687,738,324"
008770,"2,938,544,987,435","2,656,449,911,686"
002460,"746,127,741,905","807,965,790,439"
378850,"422,569,200,239","411,165,816,654"
241590,"1,475,831,730,945","1,330,258,310,544"
006060,"1,779,489,488,972","1,637,051,105,314"
013520,"1,177,218,098,360","1,183,992,948,160"
010690,"1,004,620,994,499","870,753,098,147"
133820,"179,622,909,869","183,238,935,517"
010660,"161,427,031,413","155,922,671,832"
000850,"474,032,615,936","425,436,857,316"
016580,"369,374,561,471","353,188,871,835"
032560,"481,912,631,966","431,568,369,719"
004800,"5,267,284,720,508","5,255,421,959,967"
094280,"176,818,736,427","241,404,764,480"
298040,"4,693,470,608,273","4,022,701,434,672"
298050,"2,934,713,477,994","2,908,681,837,826"
298020,"4,319,879,312,472","4,526,469,189,093"
298000,"3,131,118,899,043","3,044,049,458,130"
093370,"933,755,417,033","616,334,424,036"
081660,"4,821,801,377,788","4,288,856,815,414"
005870,"304,125,357,471","267,340,261,645"
079980,"793,759,627,507","843,415,197,265"
005010,"1,206,373,632,049","951,920,862,198"
243070,"472,626,625,346","436,897,635,210"
145020,"1,049,782,928,514","1,009,737,148,461"
818586,0,0
000540,0,0
003280,"317,059,936,570","247,298,683,108"
