회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익
에코프로,536541,86520,2020,B+,"1,283,164,844,739","694,450,751,691","63,644,728,710","41,954,855,420"
나스미디어,486097,89600,2020,B+,"422,038,863,816","221,371,306,666","26,967,943,321","29,849,731,498"
비에이치,447609,90460,2020,B+,"561,120,408,493","244,143,135,882","34,045,702,993","33,876,025,485"
셀트리온헬스케어,554024,91990,2020,B+,"3,739,698,458,262","1,806,768,713,483","362,112,054,668","314,679,946,564"
고영,579999,98460,2020,B+,"302,574,460,896","56,516,358,154","15,842,903,269","11,237,883,358"
LX세미콘,525934,108320,2020,B+,"750,602,338,873","218,317,834,580","94,226,639,156","90,915,231,556"
하림,857727,136480,2020,B+,"806,508,850,011","521,646,624,190","6,110,452,226","5,151,356,146"
케어젠,549891,214370,2020,B+,"216,556,145,567","11,314,026,520","31,977,802,907","36,084,179,177"
원익IPS,1135941,240810,2020,B+,"1,099,641,462,981","436,613,617,233","140,597,242,597","126,957,158,629"
매일유업,1234507,267980,2020,B+,"744,816,661,761","304,685,437,904","86,487,192,695","80,474,681,508"
동화약품,119195,20,2020,B,"433,807,800,192","91,125,559,753","23,153,371,156","33,638,279,859"
유유제약,144818,220,2020,B,"154,901,006,984","37,864,565,521","6,270,927,155","3,711,335,176"
대원강업,111847,430,2020,B,"1,017,866,946,915","445,770,949,780","5,212,549,273","-2,894,824,716"
조선내화,148984,480,2020,B,"1,246,277,915,624","513,632,071,586","22,921,569,157","54,171,721,278"
삼일제약,128032,520,2020,B,"191,660,926,981","128,109,718,231","6,538,397,865","1,198,059,276"
CS홀딩스,149026,590,2020,B,"323,725,567,844","28,164,318,547","15,901,269,821","14,029,512,835"
천일고속,151395,650,2020,B,"67,019,917,354","29,080,896,014","-9,995,625,509","-9,134,151,331"
화천기공,166519,850,2020,B,"378,376,164,732","82,213,083,362","1,428,681,891","5,074,659,377"
강남제비스코,100939,860,2020,B,"712,155,828,911","129,656,839,723","2,724,671,498","20,697,811,437"
유니온,144252,910,2020,B,"354,433,760,157","178,419,689,281","7,813,211,279","21,890,889,224"
페이퍼코리아,134723,1020,2020,B,"508,899,950,809","480,849,369,245","34,611,431,739","2,110,745,744"
JW중외제약,149947,1060,2020,B,"549,085,028,575","341,618,154,369","-1,322,981,932","-13,205,175,394"
대한제분,113243,1130,2020,B,"1,084,880,807,803","304,081,446,059","22,966,625,919","30,949,373,674"
금호전기,106395,1210,2020,B,"67,783,031,106","63,542,468,865","-6,423,342,717","-9,583,384,353"
백광산업,122472,1340,2020,B,"322,745,474,988","145,514,220,903","12,521,407,160","10,040,611,624"
BYC,122579,1460,2020,B,"679,134,863,796","226,466,838,553","22,940,934,002","28,229,972,083"
대한제당,113234,1790,2020,B,"1,146,241,857,000","667,672,501,000","46,300,876,000","35,280,776,000"
KISCO홀딩스,159740,1940,2020,B,"1,564,589,806,575","229,774,076,093","82,681,994,091","66,013,565,244"
코오롱,152862,2020,2020,B,"3,708,134,498,932","2,899,011,452,318","271,448,093,101","182,381,783,988"
경농,101433,2100,2020,B,"371,525,656,350","160,153,422,896","14,281,976,627","17,602,153,494"
삼양통상,127042,2170,2020,B,"422,110,653,043","46,525,861,127","57,696,601,558","67,247,748,900"
한국수출포장공업,158112,2200,2020,B,"309,083,508,720","56,511,275,847","10,883,823,163","10,568,228,288"
아세아제지,138729,2310,2020,B,"882,326,924,993","248,826,738,134","65,707,649,110","74,100,924,974"
SH에너지화학,136457,2360,2020,B,"117,356,594,102","27,348,203,554","-7,851,790,882","-9,343,771,265"
화성산업,174527,2460,2020,B,"580,483,863,943","186,024,042,696","40,514,527,574","43,292,449,095"
제일파마홀딩스,148443,2620,2020,B,"887,395,067,308","388,110,850,697","22,481,192,400","30,821,682,414"
TCC스틸,117300,2710,2020,B,"306,758,931,554","185,628,052,195","970,928,249","-464,301,449"
국제약품,104722,2720,2020,B,"145,625,551,890","75,126,688,033","6,041,374,040","5,593,578,651"
삼영무역,127167,2810,2020,B,"533,231,525,031","111,949,318,992","22,352,546,930","41,125,998,868"
한국쉘석유,158149,2960,2020,B,"148,607,730,718","50,491,876,772","30,986,415,678","33,210,623,562"
혜인,165343,3010,2020,B,"207,882,894,058","109,699,110,504","9,171,181,516","7,959,673,092"
코오롱글로벌,152880,3070,2020,B,"2,469,880,906,724","1,983,579,090,613","176,349,970,997","115,234,170,531"
성보화학,132725,3080,2020,B,"159,209,819,595","22,532,878,958","-3,712,416,585","-5,126,434,808"
대웅,111810,3090,2020,B,"1,833,668,773,483","720,614,938,065","97,943,579,131","144,505,414,492"
디아이,118275,3160,2020,B,"228,890,877,783","92,401,937,318","5,521,898,717","7,084,475,095"
대원제약,111999,3220,2020,B,"335,214,009,972","122,442,338,621","24,098,893,335","23,641,502,516"
한진중공업홀딩스,163673,3480,2020,B,"1,837,185,000,000","1,480,600,000,000","50,389,000,000","1,361,000,000"
현대약품,164706,4310,2020,B,"157,501,805,798","67,361,025,571","3,052,874,480","2,682,865,798"
세방,133812,4360,2020,B,"1,164,648,377,717","311,208,174,882","16,388,544,263","45,320,644,046"
삼일씨엔에스,109806,4440,2020,B,"326,398,475,744","49,036,057,696","-257,683,957","-983,298,023"
삼화왕관,129235,4450,2020,B,"246,083,352,025","101,925,752,943","9,513,860,800","3,217,101,142"
세방전지,133858,4490,2020,B,"1,514,339,388,641","378,160,845,948","86,348,974,704","88,298,767,946"
깨끗한나라,113492,4540,2020,B,"563,050,290,343","346,240,603,760","52,062,528,035","44,132,064,223"
동일산업,172936,4890,2020,B,"417,500,512,224","57,018,140,195","1,983,168,601","9,842,850,731"
조광페인트,148920,4910,2020,B,"349,970,175,149","147,550,487,143","-4,780,599,314","4,141,438,016"
코스모신소재,129989,5070,2020,B,"362,322,681,514","185,519,057,095","12,437,917,352","8,051,118,058"
한창,163716,5110,2020,B,"117,760,361,319","80,110,484,053","-1,165,114,092","-16,095,973,867"
국동,168331,5320,2020,B,"180,700,681,914","96,865,598,332","26,588,642,518","17,884,374,892"
모나미,121288,5360,2020,B,"195,681,830,769","105,892,494,037","40,112,875","618,084,784"
코스모화학,160302,5420,2020,B,"668,524,454,552","418,518,509,573","5,000,687,087","-18,845,761,708"
한국공항,156691,5430,2020,B,"425,353,643,316","152,819,448,414","-50,579,153,109","-54,901,525,503"
삼진제약,128412,5500,2020,B,"269,033,497,761","55,577,253,105","32,242,007,660","32,829,628,068"
삼영전자공업,127200,5680,2020,B,"513,873,621,850","22,979,316,745","9,249,986,884","14,884,277,756"
파미셀,145163,5690,2020,B,"68,324,986,471","12,639,164,855","5,501,481,239","3,822,404,525"
크라운해태홀딩스,153126,5740,2020,B,"1,093,370,177,549","606,229,982,083","54,315,676,779","34,810,384,427"
풍산홀딩스,155531,5810,2020,B,"975,300,449,801","247,429,908,639","9,409,005,842","8,431,161,724"
원림,143794,5820,2020,B,"177,323,381,954","43,929,962,444","5,424,322,792","23,790,959,066"
휴니드테크놀러지스,111421,5870,2020,B,"247,895,607,841","127,968,481,643","11,034,500,303","7,888,589,755"
대한해운,113535,5880,2020,B,"3,345,588,771,234","2,492,265,618,065","145,937,798,507","26,566,568,062"
이수화학,145552,5950,2020,B,"969,058,837,583","683,246,292,614","-36,843,269,764","-144,532,140,364"
동원산업,118026,6040,2020,B,"6,069,215,482,012","3,764,334,888,618","539,565,090,708","496,594,504,690"
삼아알미늄,126779,6110,2020,B,"207,542,630,255","97,148,386,166","7,380,512,541","4,367,562,563"
한국전자홀딩스,159254,6200,2020,B,"412,243,672,684","204,746,693,419","-195,791,683","-35,383,240,608"
대구백화점,108977,6370,2020,B,"508,655,892,815","246,310,150,203","-17,554,676,458","-17,851,117,597"
카프로,159810,6380,2020,B,"312,112,377,036","188,330,028,287","-59,473,321,462","-61,558,708,560"
대한유화,260383,6650,2020,B,"2,127,550,340,179","233,430,644,306","170,161,246,174","167,737,032,602"
영풍제지,141404,6740,2020,B,"202,117,557,861","75,568,184,418","10,214,173,665","11,267,431,009"
벽산,122898,7210,2020,B,"464,447,679,592","172,690,898,327","9,603,185,124","2,570,709,421"
한국특강,124090,7280,2020,B,"352,334,774,768","250,943,536,546","7,281,699,801","4,116,472,312"
샘표,130091,7540,2020,B,"381,155,550,117","90,148,032,059","41,110,653,286","40,279,295,962"
국도화학,104388,7690,2020,B,"930,557,566,476","378,314,967,567","46,017,285,546","42,069,699,071"
코리아써키트,152686,7810,2020,B,"921,746,308,017","355,403,556,221","13,403,451,925","3,383,353,895"
태평양물산,154329,7980,2020,B,"675,981,152,946","498,737,791,982","-1,965,767,675","-11,031,104,123"
사조동아원,137252,8040,2020,B,"446,436,770,794","238,715,223,148","16,037,788,436","13,809,330,240"
서흥,131692,8490,2020,B,"765,989,775,630","389,007,505,638","74,317,231,751","72,155,214,447"
율촌화학,145260,8730,2020,B,"613,344,958,708","265,701,496,981","26,719,627,349","22,233,376,517"
케이씨티시,103042,9070,2020,B,"441,446,350,623","232,150,537,128","20,961,616,726","17,038,866,740"
SIMPAC,138260,9160,2020,B,"737,277,692,318","273,291,527,076","7,787,378,466","42,861,692,471"
신원,136864,9270,2020,B,"405,804,841,335","220,186,805,936","300,342,459","-9,659,394,797"
광동제약,103592,9290,2020,B,"830,643,378,837","328,461,745,965","46,590,713,437","62,950,970,258"
참엔지니어링,153621,9310,2020,B,"750,575,298,187","663,757,434,214","7,046,068,143","3,745,752,098"
한올바이오파마,162586,9420,2020,B,"220,132,430,899","38,858,947,934","5,935,188,193","19,225,288,903"
KC그린홀딩스,159971,9440,2020,B,"776,133,685,180","546,084,292,357","-41,689,902,973","-60,775,404,486"
모토닉,151128,9680,2020,B,"442,437,586,413","27,803,337,892","11,362,294,429","15,421,408,231"
한국내화,160205,10040,2020,B,"202,829,020,034","58,645,134,405","5,181,220,846","3,104,910,901"
고려아연,102858,10130,2020,B,"8,499,645,577,650","1,412,616,891,338","897,387,769,203","812,413,148,037"
웰바이오텍,141273,10600,2020,B,"70,920,911,784","51,430,394,475","-12,572,108,243","-51,128,865,395"
평화홀딩스,155124,10770,2020,B,"522,333,834,167","403,126,367,774","-3,058,288,427","-6,308,365,656"
에넥스,139764,11090,2020,B,"112,937,632,263","67,681,050,122","-8,514,826,614","-8,408,073,961"
CJ씨푸드,129013,11150,2020,B,"135,332,381,683","69,472,862,850","3,962,855,959","3,227,039,013"
유니켐,137207,11330,2020,B,"285,803,950,387","182,219,406,004","15,329,617,765","11,134,728,876"
STX,138297,11810,2020,B,"650,840,000,000","543,156,000,000","-587,000,000","-10,080,000,000"
신성이엔지,136271,11930,2020,B,"423,441,771,144","231,976,448,489","18,509,433,226","3,383,949,751"
DB,163345,12030,2020,B,"472,491,491,069","158,786,944,335","26,874,196,003","11,661,640,010"
영흥,141477,12160,2020,B,"337,720,310,929","191,137,321,473","-22,410,093,338","-23,644,151,972"
더존비즈온,172291,12510,2020,B,"804,070,786,659","406,089,762,003","76,728,669,433","72,966,269,033"
모나리자,173102,12690,2020,B,"91,311,098,533","20,100,121,674","9,334,233,000","10,276,698,280"
일성건설,146232,13360,2020,B,"298,510,507,954","208,208,371,164","10,280,800,754","4,160,982,043"
디와이,117179,13570,2020,B,"795,605,264,678","328,425,724,543","41,721,199,991","14,582,293,105"
영보화학,140779,14440,2020,B,"174,719,741,281","27,197,470,265","2,466,891,599","2,201,232,101"
극동유화,105156,14530,2020,B,"292,655,447,721","119,909,003,270","14,308,599,806","9,052,362,098"
사조씨푸드,124780,14710,2020,B,"311,639,371,380","100,810,804,405","10,784,110,993","10,813,703,903"
동원시스템즈,132637,14820,2020,B,"1,255,817,451,246","639,356,720,600","97,672,315,873","85,327,284,094"
대창단조,112679,15230,2020,B,"247,240,845,931","50,037,510,035","19,155,924,498","21,115,606,373"
태경산업,153339,15890,2020,B,"541,292,144,059","195,690,171,889","15,910,953,228","16,096,625,885"
대현,113614,16090,2020,B,"252,923,294,206","49,378,450,233","7,131,061,701","11,249,764,120"
한세예스24홀딩스,161976,16450,2020,B,"1,840,012,735,335","1,094,228,155,664","81,651,030,400","68,353,894,761"
환인제약,166573,16580,2020,B,"329,559,588,261","32,957,380,566","28,418,311,692","31,081,793,160"
대성홀딩스,108940,16710,2020,B,"1,181,125,454,544","599,463,866,516","25,418,534,398","57,411,768,455"
두올,119672,16740,2020,B,"405,736,362,822","222,317,126,586","20,277,140,352","13,272,655,690"
퍼시스,161709,16800,2020,B,"498,942,806,587","38,017,302,078","25,718,753,228","46,717,326,994"
웅진,143651,16880,2020,B,"1,087,018,285,071","897,850,725,655","20,719,906,311","-11,146,795,209"
명문제약,121039,17180,2020,B,"243,025,042,909","152,250,253,580","-28,964,038,575","-27,294,510,984"
우신시스템,142883,17370,2020,B,"324,516,701,631","224,284,592,348","-3,556,316,279","-10,796,373,658"
광전자,152729,17900,2020,B,"243,369,782,680","42,098,516,463","-7,841,404,443","-16,186,463,680"
조일알미늄,149239,18470,2020,B,"274,904,169,512","163,031,549,439","-4,028,209,012","-9,362,531,038"
신풍제약,137359,19170,2020,B,"492,915,057,237","112,819,609,229","7,845,515,554","8,339,789,544"
티에이치엔,118965,19180,2020,B,"279,629,755,572","212,845,604,835","8,853,766,026","-16,582,653,071"
키다리스튜디오,140131,20120,2020,B,"48,155,283,189","20,963,820,258","4,586,128,252","141,879,615"
일진디스플,198697,20760,2020,B,"113,893,785,695","85,519,735,577",-,-
서원,131197,21050,2020,B,"225,954,131,352","120,382,589,673","7,779,495,533","-3,047,654,091"
MH에탄올,121534,23150,2020,B,"449,679,365,546","369,253,870,702","15,781,923,138","5,062,468,165"
한국종합기술,159500,23350,2020,B,"332,119,486,789","194,606,581,902","4,589,794,846","8,733,217,491"
대원화성,112022,24890,2020,B,"129,796,348,783","53,771,259,215","348,221,278","-1,699,982,981"
에스제이엠홀딩스,181943,25530,2020,B,"308,348,207,824","60,442,218,629","6,417,568,301","9,268,671,662"
이구산업,145464,25820,2020,B,"271,665,261,199","169,397,042,452","5,874,868,957","2,390,181,295"
남해화학,107987,25860,2020,B,"589,444,547,288","136,525,967,184",-,-
세하,133706,27970,2020,B,"189,544,428,072","101,773,515,066","21,056,356,849","17,188,181,258"
케이씨,209780,29460,2020,B,"873,398,777,467","214,407,497,246","76,070,896,675","83,113,797,245"
롯데관광개발,231372,32350,2020,B,"1,198,450,486,219","972,349,830,072","-71,384,718,491","-81,541,126,139"
유나이티드,158963,33270,2020,B,"353,433,062,527","76,542,018,608","40,125,938,480","35,650,281,890"
세종공업,134510,33530,2020,B,"1,158,750,683,420","770,626,000,365","-6,166,002,831","-20,106,188,926"
무학,121543,33920,2020,B,"598,757,759,430","74,005,602,463","2,039,743,203","18,312,176,748"
SBS,130772,34120,2020,B,"1,169,090,150,715","597,980,909,976","66,729,411,883","-73,881,072,100"
상신브레이크,129642,41650,2020,B,"440,014,845,389","269,841,443,317","7,857,510,534","2,119,013,021"
유니온머티리얼,369833,47400,2020,B,"184,455,804,956","101,282,697,082","94,319,681","-1,937,566,482"
우진플라임,303217,49800,2020,B,"267,621,933,339","206,845,325,711","9,434,363,974","6,099,273,126"
한전KPS,159218,51600,2020,B,"1,349,869,091,450","298,187,344,931","135,401,954,143","110,986,762,293"
다스코,353878,58730,2020,B,"249,543,946,307","130,077,408,409","-7,198,731,514","-9,735,168,518"
SNT모티브,398792,64960,2020,B,"1,092,927,846,387","332,203,456,611","89,382,362,691","74,405,786,159"
대호에이엘,428729,69460,2020,B,"101,175,472,248","73,758,018,949","2,592,046,131","746,584,185"
하이스틸,435312,71090,2020,B,"239,658,334,649","113,613,390,343","290,643,343","-1,213,549,399"
코아스,210856,71950,2020,B,"73,236,024,489","49,248,699,748","-2,100,348,365","-1,750,397,540"
STX중공업,406046,71970,2020,B,"467,363,345,753","293,443,429,841","2,319,414,956","-10,196,899,145"
유니퀘스트,414601,77500,2020,B,"379,977,750,281","143,296,165,575","9,010,532,063","24,338,551,445"
그린케미칼,454946,83420,2020,B,"176,839,792,647","63,603,656,000","14,708,305,934","12,682,940,005"
대한제강,113225,84010,2020,B,"944,860,967,703","396,483,254,650","81,806,922,399","70,886,946,704"
동양고속,540641,84670,2020,B,"167,885,900,251","60,838,463,226","-22,122,997,232","-19,706,123,755"
티비에이치글로벌,409672,84870,2020,B,"175,534,400,772","67,853,619,651","-6,925,018,115","-30,324,658,464"
평화산업,573579,90080,2020,B,"203,154,749,775","177,600,642,418","-7,210,668,652","-7,671,538,017"
티웨이항공,671376,91810,2020,B,"705,789,065,275","588,803,293,162","-174,310,213,064","-175,457,462,821"
KEC,589127,92220,2020,B,"368,345,953,226","199,573,552,705","-2,337,589,190","-44,630,422,915"
KPX홀딩스,587466,92230,2020,B,"1,698,659,220,590","361,946,206,728","79,113,691,493","88,938,173,434"
동양피스톤,117726,92780,2020,B,"346,056,812,079","250,480,374,863","1,707,845,044","-6,287,575,063"
LF,593032,93050,2020,B,"2,479,439,883,815","1,065,019,216,335","77,067,170,451","54,479,572,049"
AJ네트웍스,365387,95570,2020,B,"1,588,170,350,000","1,300,162,539,894","21,089,140,851","-18,504,130,352"
JW홀딩스,632304,96760,2020,B,"1,113,573,849,001","789,222,442,962","37,328,838,793","23,597,901,289"
비상교육,520887,100220,2020,B,"263,230,581,094","67,288,899,564","-14,856,788,466","-16,913,291,072"
SNT에너지,648721,100840,2020,B,"335,351,656,753","99,578,946,528","23,125,971,231","13,630,736,509"
해태제과식품,428321,101530,2020,B,"621,172,370,379","357,456,830,445","33,888,094,701","20,268,541,876"
이연제약,145598,102460,2020,B,"317,609,837,018","87,520,569,279","4,149,719,254","4,367,688,937"
한국철강,687711,104700,2020,B,"868,775,457,581","171,944,787,065","35,114,026,401","4,249,514,774"
한세실업,728638,105630,2020,B,"1,021,055,617,765","599,703,859,286","64,864,260,293","70,398,936,764"
우진,173944,105840,2020,B,"240,174,509,124","73,838,366,291","1,461,580,784","41,450,883,870"
컨버즈,753643,109070,2020,B,"32,146,507,443","24,623,436,837","-4,860,721,722","-6,392,973,022"
씨에스윈드,670340,112610,2020,B,"880,657,688,570","437,128,951,622","97,574,461,877","57,800,990,084"
대성에너지,787376,117580,2020,B,"702,116,962,104","387,705,959,104","26,277,003,937","18,515,639,195"
아이마켓코리아,360142,122900,2020,B,"1,110,821,080,034","693,884,810,290","40,515,731,617","38,770,751,806"
한국화장품,823429,123690,2020,B,"75,378,061,752","45,859,374,905","-16,993,356,942","-7,107,394,770"
에스제이엠,815369,123700,2020,B,"224,918,994,878","51,271,896,340","6,791,254,015","7,877,532,803"
인터지스,151368,129260,2020,B,"385,984,504,452","196,810,354,438","7,656,359,253","7,533,413,240"
화인베스틸,661847,133820,2020,B,"177,774,671,321","101,455,439,664","-12,993,802,991","-16,138,116,147"
핸즈코퍼레이션,119140,143210,2020,B,"844,136,126,604","529,391,928,007","-5,203,498,800","-7,039,844,588"
덴티움,526599,145720,2020,B,"510,235,858,597","281,634,964,103","39,595,641,081","26,054,421,980"
DSR,110608,155660,2020,B,"252,937,447,385","89,984,972,820","12,075,679,671","11,362,912,638"
더블유게임즈,1010110,192080,2020,B,"1,023,166,745,928","95,278,855,777","194,184,071,689","169,069,173,345"
쿠쿠홀딩스,132354,192400,2020,B,"921,534,394,518","164,151,831,973","102,342,513,053","133,530,952,394"
디와이파워,1059605,210540,2020,B,"287,809,530,580","98,753,238,969","35,532,866,703","35,204,456,897"
LS전선아시아,1093007,229640,2020,B,"416,558,419,110","267,665,701,082","16,082,164,575","12,274,106,997"
JW생명과학,225706,234080,2020,B,"214,402,015,696","81,908,138,577","39,450,540,332","22,740,408,792"
샘표식품,1167056,248170,2020,B,"268,629,470,251","76,452,195,861","42,800,583,684","41,758,149,473"
크라운제과,1205329,264900,2020,B,"327,040,458,032","174,367,096,569","23,452,545,816","20,092,124,340"
케이씨텍,1261893,281820,2020,B,"407,295,413,417","59,490,143,261","56,138,474,759","53,567,245,740"
쿠쿠홈시스,1267684,284740,2020,B,"704,890,676,288","177,531,855,072","119,405,794,436","108,706,186,561"
하나제약,248974,293480,2020,B,"276,579,303,713","44,197,791,332","31,675,087,983","28,495,373,125"
HDC현대산업개발,1310269,294870,2020,B,"6,116,097,910,011","3,373,063,231,937","585,721,101,017","347,606,832,690"
자이에스앤디,367844,317400,2020,B,"413,286,395,055","250,743,153,961","27,342,268,483","27,187,665,762"
솔루스첨단소재,1412822,336370,2020,B,"841,168,486,543","351,309,828,513","30,385,573,962","-2,277,481,410"
포스코엠텍,128111,9520,2020,B,"130,303,408,273","33,902,814,084","11,611,240,621","12,359,588,207"
오리콤,141671,10470,2020,B,"172,323,658,779","90,243,817,917","1,032,712,926","1,064,840,097"
원익홀딩스,216647,30530,2020,B,"1,650,665,108,747","507,304,769,088","86,703,656,424","41,113,624,784"
다우데이타,238782,32190,2020,B,"38,997,606,367,967","35,679,440,126,580","1,055,322,547,887","1,032,433,439,151"
케이엠더블유,226352,32500,2020,B,"391,104,209,515","145,115,168,894","32,661,999,038","24,200,510,617"
파라다이스,171265,34230,2020,B,"3,313,512,458,993","1,879,962,245,119","-86,150,819,625","-175,415,815,614"
JYP Ent.,258689,35900,2020,B,"223,949,702,666","37,702,367,193","44,136,482,815","37,987,823,328"
솔브레인홀딩스,247975,36830,2020,B,"1,339,377,713,537","303,291,220,254","16,575,356,469","68,898,891,751"
삼표시멘트,239639,38500,2020,B,"1,349,298,506,487","706,380,743,211","61,678,605,723","26,114,672,820"
에스엠,260930,41510,2020,B,"1,068,872,535,478","452,733,816,018","6,495,064,093","-40,569,580,031"
코미팜,187415,41960,2020,B,"121,912,527,790","43,811,850,764","-2,174,864,688","-3,956,597,678"
SBS콘텐츠허브,280688,46140,2020,B,"195,284,638,326","42,839,759,959","7,236,537,047","15,107,651,337"
인터플렉스,369170,51370,2020,B,"327,916,556,709","157,942,130,072","-27,737,035,646","-34,389,037,857"
한국정보인증,306454,53300,2020,B,"118,767,768,657","28,061,496,390","10,421,377,814","12,566,497,547"
이니텍,353610,53350,2020,B,"256,870,838,502","54,765,164,733","-600,077,936","-401,991,666"
신화인터텍,228350,56700,2020,B,"176,253,207,787","77,699,494,666","8,114,705,243","3,773,849,756"
KT서브마린,225742,60370,2020,B,"116,812,532,468","14,032,159,814","-4,141,603,459","2,018,773,354"
드림어스컴퍼니,364467,60570,2020,B,"172,443,439,357","76,642,040,389","-11,888,921,989","-25,048,195,496"
KH바텍,378628,60720,2020,B,"294,887,205,322","119,670,297,346","3,527,629,021","-14,917,502,870"
티씨케이,245472,64760,2020,B,"308,578,502,890","38,114,183,861","80,266,434,396","80,232,997,070"
아프리카TV,399694,67160,2020,B,"292,037,611,328","144,478,287,914","50,413,528,348","47,535,022,166"
웹젠,405320,69080,2020,B,"542,700,243,820","108,011,990,694","108,261,982,828","116,071,306,702"
국일제지,104573,78130,2020,B,"127,319,695,801","58,103,461,889","442,998,783","3,057,258,290"
컴투스,476498,78340,2020,B,"1,049,132,498,425","72,024,414,178","114,117,329,578","103,583,514,545"
대주전자재료,177816,78600,2020,B,"206,009,387,091","118,766,378,477","9,021,433,663","5,697,716,572"
유진테크,531014,84370,2020,B,"293,959,661,022","44,957,125,250","22,286,444,623","17,482,239,854"
헬릭스미스,359395,84990,2020,B,"478,137,237,730","197,780,491,784","-55,078,578,435","-68,107,974,789"
파트론,490151,91700,2020,B,"605,213,735,919","207,558,026,615","41,941,794,627","29,795,267,075"
테스,524421,95610,2020,B,"274,869,980,924","38,369,231,736","31,679,674,235","38,496,599,447"
코오롱생명과학,525642,102940,2020,B,"248,337,693,603","190,380,560,526","-25,835,487,482","-43,195,228,749"
위메이드,444329,112040,2020,B,"321,988,256,236","52,852,580,145","-12,461,013,679","-14,245,919,737"
와이지엔터테인먼트,613318,122870,2020,B,"542,817,503,814","120,265,898,833","10,748,005,141","20,494,267,327"
피엔티,612294,137400,2020,B,"435,428,127,687","310,531,007,761","55,300,226,026","43,732,138,057"
휴젤,888347,145020,2020,B,"956,344,165,833","162,275,491,387","78,059,792,591","69,337,506,975"
KG ETS,366137,151860,2020,B,"2,558,371,875,406","1,508,236,828,519","19,057,664,833","32,047,153,188"
콜마비앤에이치,1032404,200130,2020,B,"507,956,738,744","180,364,126,261","109,157,421,189","109,672,947,643"
클래시스,1061327,214150,2020,B,"137,526,116,368","13,769,236,723","40,608,569,011","39,293,367,704"
파마리서치,970453,214450,2020,B,"319,831,469,290","55,420,018,593","33,425,871,945","39,537,256,822"
골프존,1067516,215000,2020,B,"367,293,667,416","141,722,974,925","51,572,914,217","48,705,922,316"
인크로스,819073,216050,2020,B,"179,307,690,932","104,777,537,774","14,847,198,536","14,763,379,376"
휴온스,1159853,243070,2020,B,"416,501,439,509","172,997,479,860","54,124,952,323","71,542,308,052"
에코프로비엠,1160363,247540,2020,B,"798,986,124,781","331,668,500,645","54,769,281,487","47,617,844,012"
스튜디오드래곤,1168684,253450,2020,B,"757,299,504,134","147,952,225,200","49,117,055,975","41,536,199,484"
펄어비스,1152470,263750,2020,B,"897,191,642,084","260,280,600,086","157,293,742,558","141,975,914,569"
이녹스첨단소재,1237540,272290,2020,B,"318,623,157,887","116,142,313,142","43,835,353,744","32,218,277,181"
와이즈버즈,1236532,273060,2020,B,"66,629,732,793","30,182,118,450","1,281,057,846","-2,419,753,899"
천보,897752,278280,2020,B,"260,701,295,701","36,151,209,798",-,-
에이비엘바이오,1256864,298380,2020,B,"99,894,442,393","9,229,815,959","-59,647,069,177","-55,605,916,023"
KR모터스,112378,40,2020,C,"155,873,460,967","106,028,407,315","1,219,023,916","-11,386,267,112"
경방,101628,50,2020,C,"1,264,902,051,181","522,972,243,564","21,853,996,547","22,683,044,505"
성창기업지주,133335,180,2020,C,"707,392,786,834","174,455,181,975","8,033,442,422","7,478,494,657"
대유플러스,126089,300,2020,C,"473,118,284,651","352,222,461,499","14,542,186,822","-4,382,389,629"
영풍,141307,670,2020,C,"5,000,855,951,482","1,288,719,462,715","46,683,478,556","153,822,674,413"
LS네트웍스,104698,680,2020,C,"1,228,401,794,045","735,193,128,500","-32,273,793,595","-12,925,240,655"
이화산업,145686,760,2020,C,"283,394,472,679","108,885,682,293","-3,486,085,832","-6,334,322,745"
보해양조,123541,890,2020,C,"149,117,625,674","70,469,241,242","1,747,504,778","1,144,003,136"
전방,147222,950,2020,C,"373,432,831,320","233,102,954,109","-17,955,083,634","-24,897,317,816"
한국주철관공업,159573,970,2020,C,"357,526,156,760","73,142,233,123","11,342,786,661","12,686,220,165"
대한방직,112970,1070,2020,C,"213,793,932,924","77,489,052,199","3,550,300,015","3,877,975,264"
만호제강,120872,1080,2020,C,"249,750,178,792","17,451,273,983","-366,010,135","2,074,876,988"
남광토건,107066,1260,2020,C,"204,018,820,097","137,716,864,160","15,215,334,844","13,748,994,667"
삼성제약,126414,1360,2020,C,"178,725,958,079","56,810,737,774","-10,044,140,581","-39,876,978,917"
SG글로벌,152039,1380,2020,C,"198,865,921,890","72,419,539,465","4,795,750,207","370,057,444"
KG케미칼,101220,1390,2020,C,"4,323,538,345,059","2,815,857,533,956","242,958,171,678","211,426,355,232"
태원물산,154055,1420,2020,C,"38,295,003,548","6,676,000,862","-843,370,516","-284,791,223"
삼부토건,125974,1470,2020,C,"459,413,597,646","300,131,647,810","-7,849,588,856","-21,040,909,066"
동양,117337,1520,2020,C,"996,760,196,202","217,173,925,495","-7,551,089,878","-10,643,625,882"
디아이동일,118345,1530,2020,C,"882,559,327,707","365,891,603,581","26,370,789,955","30,836,344,096"
조비,148948,1550,2020,C,"87,855,328,252","36,652,318,324","3,815,673,132","2,454,289,595"
제일연마,148461,1560,2020,C,"98,714,751,683","12,767,542,288","3,580,341,999","4,405,265,281"
