,corp_name,esg,fin_state,corp_code,stock_code,year
927,롯데쇼핑,A,"33,426,533,819,002",00120526,023530,2021
928,한솔홈데코,A,"314,661,261,530",00203582,025750,2021
929,BGF,A,"1,981,622,039,251",00219097,027410,2021
930,삼성엔지니어링,A,"6,058,722,396,874",00126308,028050,2021
931,삼성물산,A,"55,245,423,114,466",00149655,028260,2021
932,신세계인터내셔날,A,"1,159,127,578,385",00234412,031430,2021
933,신세계푸드,A,"879,467,973,979",00274933,031440,2021
934,LG유플러스,A,"19,370,515,000,000",00231363,032640,2021
935,케이티앤지,A,"11,637,271,194,200",00244455,033780,2021
936,강원랜드,A,"3,827,273,463,677",00255619,035250,2021
937,카카오,A,"22,779,558,711,233",00258801,035720,2021
938,엔씨소프트,A,"4,581,889,369,472",00261443,036570,2021
939,팜스코,A,"1,107,610,571,454",00260408,036580,2021
940,광주신세계,A,"852,280,199,476",00220561,037710,2021
941,KSS해운,A,"1,446,228,922,766",00160232,044450,2021
942,대우건설,A,"10,457,976,990,591",00124540,047040,2021
943,한국항공우주,A,"5,855,223,992,714",00309503,047810,2021
944,LG생활건강,A,"7,555,239,417,717",00356370,051900,2021
945,케이티스카이라이프,A,"1,275,644,844,175",00349097,053210,2021
946,한미글로벌,A,"285,254,341,255",00413523,053690,2021
947,현대홈쇼핑,A,"2,600,338,275,866",00412597,057050,2021
948,KTcs,A,"416,750,372,360",00372882,058850,2021
949,KTis,A,"369,360,805,550",00372873,058860,2021
950,현대로템,A,"4,107,182,672,000",00302926,064350,2021
951,LG전자,A,"53,481,478,000,000",00401731,066570,2021
952,SK렌터카,A,"2,860,204,475,518",00201450,068400,2021
953,현대백화점,A,"8,969,196,456,000",00428251,069960,2021
954,지역난방공사,A,"6,517,362,464,357",00159698,071320,2021
955,롯데하이마트,A,"2,943,544,893,057",00158307,071840,2021
956,GS,A,"31,191,287,000,000",00500254,078930,2021
957,CJ CGV,A,"3,785,492,375,609",00303873,079160,2021
958,현대리바트,A,"863,648,498,521",00300548,079430,2021
959,LIG넥스원,A,"2,576,847,035,470",00503668,079550,2021
960,휴비스,A,"843,415,197,265",00362238,079980,2021
961,휠라홀딩스,A,"4,288,856,815,414",00195229,081660,2021
962,HSD엔진,A,"795,624,726,289",00361008,082740,2021
963,대상홀딩스,A,"3,626,092,434,065",00539274,084690,2021
964,현대글로비스,A,"12,170,928,242,765",00360595,086280,2021
965,노루페인트,A,"670,646,933,870",00583442,090350,2021
966,아모레퍼시픽,A,"6,116,713,932,912",00583424,090430,2021
967,CJ제일제당,A,"26,855,804,277,000",00635134,097950,2021
968,LX하우시스,A,"2,547,391,000,000",00759513,108670,2021
969,코오롱인더,A,"5,601,285,265,899",00795135,120110,2021
970,한미약품,A,"1,936,728,687,294",00828497,128940,2021
971,이마트,A,"31,242,082,400,946",00872984,139480,2021
972,삼양사,A,"2,802,047,000,000",00896285,145990,2021
973,동아에스티,A,"1,115,985,527,253",00956930,170900,2021
974,한진칼,A,"3,754,742,183,026",00983040,180640,2021
975,종근당,A,"1,046,700,072,179",00992871,185750,2021
976,코스맥스,A,"1,411,928,775,762",01009789,192820,2021
977,해성디에스,A,"474,947,833,310",01032413,195870,2021
978,서연이화,A,"1,790,525,413,469",01036446,200880,2021
979,삼성바이오로직스,A,"7,970,010,786,863",00877059,207940,2021
980,SK디앤디,A,"1,983,430,768,039",00508344,210980,2021
981,한솔제지,A,"1,887,832,972,302",01060744,213500,2021
982,이노션,A,"2,201,583,495,389",00565154,214320,2021
983,일동제약,A,"708,970,362,605",01168383,249420,2021
984,경동도시가스,A,"904,491,765,792",01208885,267290,2021
985,오리온,A,"3,120,428,660,902",01238169,271560,2021
986,한화시스템,A,"3,894,302,649,982",00339391,272210,2021
987,BGF리테일,A,"2,596,378,756,682",01263022,282330,2021
988,SK케미칼,A,"3,955,632,394,256",01267170,285130,2021
989,롯데정보통신,A,"750,130,637,554",01262032,286940,2021
990,효성화학,A,"3,044,049,458,130",01316236,298000,2021
991,효성티앤씨,A,"4,526,469,189,093",01316227,298020,2021
992,효성중공업,A,"4,022,701,434,672",01316245,298040,2021
993,효성첨단소재,A,"2,908,681,837,826",01316254,298050,2021
994,현대오토에버,A,"2,346,122,844,458",00362441,307950,2021
995,하림지주,A,"11,618,242,216,061",00148364,003380,2021
996,CJ ENM,A,"7,940,624,818,521",00265324,035760,2021
997,케이티알파,A,"391,552,507,240",00260958,036030,2021
998,현대에버다임,A,"247,254,689,081",00228536,041440,2021
999,CJ프레시웨이,A,"1,216,483,927,069",00127954,051500,2021
1000,현대바이오랜드,A,"172,744,144,498",00347062,052260,2021
1001,에스티팜,A,"498,565,213,550",00871833,237690,2021
1002,삼양홀딩스,B+,"4,460,589,000,000",00126937,000070,2021
1003,하이트진로,B+,"3,631,051,439,683",00150244,000080,2021
1004,유한양행,B+,"2,463,811,804,950",00145109,000100,2021
1005,하이트진로홀딩스,B+,"4,236,298,193,122",00148993,000140,2021
1006,삼화페인트공업,B+,"612,097,736,166",00129387,000390,2021
1007,대동,B+,"1,260,639,075,992",00109286,000490,2021
1008,가온전선,B+,"658,966,428,816",00104768,000500,2021
1009,유수홀딩스,B+,"501,707,092,204",00163691,000700,2021
1010,동국제강,B+,"6,334,110,919,060",00114792,001230,2021
1011,GS글로벌,B+,"1,442,681,820,909",00138190,001250,2021
1012,종근당홀딩스,B+,"1,367,635,164,913",00149354,001630,2021
1013,DL건설,B+,"1,669,601,207,042",00128971,001880,2021
1014,아세아,B+,"3,115,270,385,402",00138701,002030,2021
1015,도화엔지니어링,B+,"500,216,803,197",00114552,002150,2021
1016,고려제강,B+,"2,474,272,367,565",00103006,002240,2021
1017,넥센타이어,B+,"3,823,413,438,265",00173874,002350,2021
1018,케이씨씨,B+,"12,878,863,208,936",00105271,002380,2021
1019,SUN&L,B+,"566,176,956,589",00132211,002820,2021
1020,세아제강지주,B+,"2,898,999,027,652",00124197,003030,2021
1021,일신방직,B+,"1,044,004,955,919",00146269,003200,2021
1022,태광산업,B+,"4,922,461,632,309",00153393,003240,2021
1023,한일홀딩스,B+,"3,263,832,353,401",00162993,003300,2021
1024,영진약품,B+,"194,095,213,047",00141149,003520,2021
1025,대한화섬,B+,"907,819,641,961",00113544,003830,2021
1026,남양유업,B+,"937,403,118,931",00107598,003920,2021
1027,사조대림,B+,"1,135,725,586,377",00109718,003960,2021
1028,한국석유공업,B+,"342,126,722,607",00157991,004090,2021
1029,농심,B+,"2,899,907,793,800",00108241,004370,2021
1030,삼익THK,B+,"378,200,330,373",00127802,004380,2021
1031,서울식품공업,B+,"72,278,883,781",00130879,004410,2021
1032,삼천리,B+,"4,245,308,851,227",00128555,004690,2021
1033,DRB동일,B+,"831,956,562,409",00118266,004840,2021
1034,성신양회,B+,"1,121,595,052,711",00132804,004980,2021
1035,SGC에너지,B+,"2,591,549,830,557",00125150,005090,2021
1036,녹십자홀딩스,B+,"3,496,833,926,967",00108135,005250,2021
1037,SPC삼립,B+,"1,222,983,111,086",00125530,005610,2021
1038,넥센,B+,"4,572,292,481,109",00167192,005720,2021
1039,에스엘,B+,"2,567,493,133,526",00125521,005850,2021
1040,삼성전자,B+,"426,621,158,000,000",00126380,005930,2021
1041,화승인더스트리,B+,"1,637,051,105,314",00166227,006060,2021
1042,녹십자,B+,"2,462,144,732,200",00129679,006280,2021
1043,한일현대시멘트,B+,"596,793,705,254",00164672,006390,2021
1044,AK홀딩스,B+,"4,548,736,656,905",00125080,006840,2021
1045,사조산업,B+,"1,113,856,493,438",00124799,007160,2021
1046,이수페타시스,B+,"449,678,765,264",00107613,007660,2021
1047,F&F 홀딩스,B+,"3,171,939,343,121",00126487,007700,2021
1048,서연,B+,"2,137,879,391,257",00163114,007860,2021
1049,한솔로지스틱스,B+,"266,627,757,518",00140946,009180,2021
1050,태영건설,B+,"3,734,783,195,004",00153861,009410,2021
1051,경동나비엔,B+,"933,884,528,777",00101488,009450,2021
1052,삼성중공업,B+,"12,138,595,961,258",00126478,010140,2021
1053,화신,B+,"870,753,098,147",00166315,010690,2021
1054,아이에스동서,B+,"3,509,755,191,942",00115977,010780,2021
1055,금호석유화학,B+,"8,115,674,806,919",00106368,011780,2021
1056,계양전기,B+,"285,053,130,217",00102618,012200,2021
1057,경동인베스트,B+,"577,693,061,246",00143527,012320,2021
1058,HDC,B+,"10,651,491,647,775",00164636,012630,2021
1059,화승코퍼레이션,B+,"1,183,992,948,160",00166272,013520,2021
1060,유니드,B+,"1,347,710,902,764",00159786,014830,2021
1061,예스코홀딩스,B+,"1,423,002,538,000",00105101,015360,2021
1062,한국전력공사,B+,"211,123,727,000,000",00159193,015760,2021
1063,서울도시가스,B+,"1,662,601,876,033",00130684,017390,2021
1064,E1,B+,"3,999,326,311,289",00165583,017940,2021
1065,한국카본,B+,"498,355,905,299",00159795,017960,2021
1066,한온시스템,B+,"8,233,732,861,760",00161125,018880,2021
1067,세아특수강,B+,"651,146,310,250",00133991,019440,2021
1068,대교,B+,"813,566,532,780",00108913,019680,2021
1069,다우기술,B+,"46,322,445,969,793",00176914,023590,2021
1070,한국콜마홀딩스,B+,"1,209,726,177,916",00203290,024720,2021
1071,팬오션,B+,"6,488,779,000,000",00122737,028670,2021
1072,제일기획,B+,"2,542,111,414,363",00148276,030000,2021
1073,LG디스플레이,B+,"38,154,515,000,000",00105873,034220,2021
1074,신세계건설,B+,"828,998,344,092",00217947,034300,2021
1075,NICE,B+,"3,083,783,180,088",00158316,034310,2021
1076,신세계I&C,B+,"354,134,942,144",00219486,035510,2021
1077,한국가스공사,B+,"43,669,902,324,183",00261285,036460,2021
1078,SNT홀딩스,B+,"2,372,324,440,132",00225159,036530,2021
1079,LG헬로비전,B+,"1,488,116,032,317",00222532,037560,2021
1080,하나투어,B+,"430,595,584,721",00269940,039130,2021
1081,코스맥스비티아이,B+,"954,664,614,459",00219574,044820,2021
1082,동원F&B,B+,"1,935,684,196,136",00340917,049770,2021
1083,LG화학,B+,"51,135,302,000,000",00356361,051910,2021
1084,한전기술,B+,"705,509,290,986",00159209,052690,2021
1085,테이팩스,B+,"180,813,732,067",00256955,055490,2021
1086,세아홀딩스,B+,"5,537,774,298,653",00377610,058650,2021
1087,종근당바이오,B+,"298,540,307,882",00390055,063160,2021
1088,셀트리온,B+,"5,674,122,532,472",00413046,068270,2021
1089,농심홀딩스,B+,"1,328,637,732,004",00459871,072710,2021
1090,금호타이어,B+,"4,342,205,985,504",00481454,073240,2021
1091,STX엔진,B+,"837,480,000,000",00480455,077970,2021
1092,에이블씨엔씨,B+,"193,817,470,072",00400857,078520,2021
1093,HDC현대EP,B+,"582,888,461,623",00357935,089470,2021
1094,제주항공,B+,"1,266,756,061,417",00555874,089590,2021
1095,후성,B+,"616,334,424,036",00595191,093370,2021
1096,효성 ITX,B+,"241,404,764,480",00414850,094280,2021
1097,웅진씽크빅,B+,"771,639,508,251",00628189,095720,2021
1098,동성케미컬,B+,"818,795,752,582",00679314,102260,2021
1099,풍산,B+,"3,148,260,459,261",00684714,103140,2021
1100,영원무역,B+,"3,547,620,437,780",00776820,111770,2021
1101,GKL,B+,"531,306,108,295",00557508,114090,2021
1102,한전산업,B+,"163,320,479,666",00194947,130660,2021
1103,선진,B+,"1,248,892,387,095",00855093,136490,2021
1104,코오롱플라스틱,B+,"369,094,511,038",00241005,138490,2021
1105,한국타이어앤테크놀로지,B+,"11,694,296,588,021",00937324,161390,2021
1106,한국콜마,B+,"2,606,037,352,397",00939331,161890,2021
1107,동일고무벨트,B+,"313,829,241,625",00939687,163560,2021
1108,엔에이치엔,B+,"3,027,171,506,519",00983271,181710,2021
1109,아세아시멘트,B+,"2,037,322,290,483",00990165,183190,2021
1110,경보제약,B+,"236,979,153,344",00101664,214390,2021
1111,잇츠한불,B+,"494,667,177,708",00911955,226320,2021
1112,현대코퍼레이션홀딩스,B+,"250,984,790,560",01108099,227840,2021
1113,두산밥캣,B+,"8,580,899,465,000",01032486,241560,2021
1114,화승엔터프라이즈,B+,"1,330,258,310,544",01128613,241590,2021
1115,넷마블,B+,"10,663,783,073,696",00904672,251270,2021
1116,진에어,B+,"601,593,801,532",00653024,272450,2021
1117,삼양패키징,B+,"612,487,000,000",01060814,272550,2021
1118,한일시멘트,B+,"2,370,327,907,448",01319808,300720,2021
1119,세아제강,B+,"1,228,191,226,404",01325979,306200,2021
1120,두산퓨얼셀,B+,"698,854,940,551",01412725,336260,2021
1121,동진쎄미켐,B+,"1,186,189,143,728",00118804,005290,2021
1122,NICE평가정보,B+,"434,270,029,814",00158325,030190,2021
1123,주성엔지니어링,B+,"711,899,410,354",00252135,036930,2021
1124,지니뮤직,B+,"307,060,996,340",00223762,043610,2021
1125,서울반도체,B+,"1,513,054,662,536",00130763,046890,2021
1126,안랩,B+,"338,208,336,825",00298270,053800,2021
1127,에스에프에이,B+,"1,904,444,384,241",00358271,056190,2021
1128,엘앤에프,B+,"1,532,199,428,137",00398701,066970,2021
1129,아이티엠반도체,B+,"606,834,144,987",00579980,084850,2021
1130,에코프로,B+,"3,400,444,973,404",00536541,086520,2021
1131,나스미디어,B+,"490,393,910,229",00486097,089600,2021
1132,비에이치,B+,"793,400,422,424",00447609,090460,2021
1133,셀트리온헬스케어,B+,"3,914,694,233,589",00554024,091990,2021
1134,고영,B+,"368,329,267,167",00579999,098460,2021
1135,LX세미콘,B+,"1,172,530,981,920",00525934,108320,2021
1136,하림,B+,"842,602,796,180",00857727,136480,2021
1137,케어젠,B+,"226,759,967,922",00549891,214370,2021
1138,원익IPS,B+,"1,167,585,591,415",01135941,240810,2021
1139,매일유업,B+,"981,699,184,474",01234507,267980,2021
1140,동화약품,B,"447,804,486,939",00119195,000020,2021
1141,유유제약,B,"192,985,287,597",00144818,000220,2021
1142,대원강업,B,"983,029,517,334",00111847,000430,2021
1143,조선내화,B,"1,349,335,977,271",00148984,000480,2021
1144,삼일제약,B,"226,404,983,052",00128032,000520,2021
1145,CS홀딩스,B,"353,716,995,747",00149026,000590,2021
1146,천일고속,B,"62,706,049,934",00151395,000650,2021
1147,화천기공,B,"425,436,857,316",00166519,000850,2021
1148,강남제비스코,B,"904,010,952,337",00100939,000860,2021
1149,유니온,B,"366,165,151,031",00144252,000910,2021
1150,페이퍼코리아,B,"497,167,643,294",00134723,001020,2021
1151,JW중외제약,B,"633,053,136,402",00149947,001060,2021
1152,대한제분,B,"1,321,597,380,773",00113243,001130,2021
1153,금호전기,B,"83,849,543,774",00106395,001210,2021
1154,백광산업,B,"359,208,429,757",00122472,001340,2021
1155,BYC,B,"684,434,512,150",00122579,001460,2021
1156,대한제당,B,"1,182,290,229,000",00113234,001790,2021
1157,KISCO홀딩스,B,"1,688,093,089,026",00159740,001940,2021
1158,코오롱,B,"3,966,282,959,333",00152862,002020,2021
1159,경농,B,"388,785,779,466",00101433,002100,2021
1160,삼양통상,B,"459,013,786,278",00127042,002170,2021
1161,한국수출포장공업,B,"331,846,866,963",00158112,002200,2021
1162,아세아제지,B,"969,593,253,200",00138729,002310,2021
1163,SH에너지화학,B,"119,629,057,587",00136457,002360,2021
1164,화성산업,B,"807,965,790,439",00174527,002460,2021
1165,제일파마홀딩스,B,"892,421,378,291",00148443,002620,2021
1166,TCC스틸,B,"366,996,614,848",00117300,002710,2021
1167,국제약품,B,"139,783,046,684",00104722,002720,2021
1168,삼영무역,B,"578,816,472,113",00127167,002810,2021
1169,한국쉘석유,B,"165,711,579,705",00158149,002960,2021
1170,혜인,B,"194,738,254,040",00165343,003010,2021
1171,코오롱글로벌,B,"2,575,745,971,605",00152880,003070,2021
1172,성보화학,B,"172,156,874,269",00132725,003080,2021
1173,대웅,B,"1,929,216,825,812",00111810,003090,2021
1174,디아이,B,"248,156,661,607",00118275,003160,2021
1175,대원제약,B,"429,579,922,427",00111999,003220,2021
1176,한진중공업홀딩스,B,"1,837,801,000,000",00163673,003480,2021
1177,신흥,B,"138,612,212,480",00173795,004080,2021
1178,현대약품,B,"163,857,416,757",00164706,004310,2021
1179,세방,B,"1,244,948,679,058",00133812,004360,2021
1180,삼일씨엔에스,B,"351,874,250,938",00109806,004440,2021
1181,삼화왕관,B,"243,315,827,604",00129235,004450,2021
1182,세방전지,B,"1,684,408,564,314",00133858,004490,2021
1183,깨끗한나라,B,"598,691,300,314",00113492,004540,2021
1184,동일산업,B,"473,764,601,980",00172936,004890,2021
1185,조광페인트,B,"347,025,302,014",00148920,004910,2021
1186,코스모신소재,B,"348,482,657,487",00129989,005070,2021
1187,한창,B,"134,278,397,974",00163716,005110,2021
1188,국동,B,"168,474,550,907",00168331,005320,2021
1189,모나미,B,"202,507,879,594",00121288,005360,2021
1190,코스모화학,B,"681,344,297,906",00160302,005420,2021
1191,한국공항,B,"383,887,978,055",00156691,005430,2021
1192,삼진제약,B,"332,495,964,826",00128412,005500,2021
1193,삼영전자공업,B,"543,640,907,269",00127200,005680,2021
1194,파미셀,B,"94,332,951,458",00145163,005690,2021
1195,크라운해태홀딩스,B,"1,115,739,131,697",00153126,005740,2021
1196,풍산홀딩스,B,"1,051,956,003,593",00155531,005810,2021
1197,원림,B,"170,283,437,144",00143794,005820,2021
1198,휴니드테크놀러지스,B,"267,340,261,645",00111421,005870,2021
1199,대한해운,B,"3,859,734,558,837",00113535,005880,2021
1200,이수화학,B,"1,168,938,576,112",00145552,005950,2021
1201,동원산업,B,"6,685,167,195,507",00118026,006040,2021
1202,삼아알미늄,B,"227,237,960,938",00126779,006110,2021
1203,한국전자홀딩스,B,"463,627,852,404",00159254,006200,2021
1204,대구백화점,B,"486,599,801,677",00108977,006370,2021
1205,카프로,B,"395,298,176,361",00159810,006380,2021
1206,대한유화,B,"2,478,873,031,267",00260383,006650,2021
1207,영풍제지,B,"209,596,339,151",00141404,006740,2021
1208,벽산,B,"505,440,465,430",00122898,007210,2021
1209,한국특강,B,"458,713,983,250",00124090,007280,2021
1210,샘표,B,"442,738,148,712",00130091,007540,2021
1211,국도화학,B,"1,416,366,191,782",00104388,007690,2021
1212,코리아써키트,B,"1,064,620,686,323",00152686,007810,2021
1213,태평양물산,B,"764,951,831,942",00154329,007980,2021
1214,사조동아원,B,"448,788,964,545",00137252,008040,2021
1215,서흥,B,"809,954,854,056",00131692,008490,2021
1216,율촌화학,B,"666,716,497,526",00145260,008730,2021
1217,케이씨티시,B,"532,345,388,768",00103042,009070,2021
1218,SIMPAC,B,"903,229,593,071",00138260,009160,2021
1219,신원,B,"503,617,026,076",00136864,009270,2021
1220,광동제약,B,"883,845,298,043",00103592,009290,2021
1221,참엔지니어링,B,"699,101,612,738",00153621,009310,2021
1222,한올바이오파마,B,"198,477,805,328",00162586,009420,2021
1223,KC그린홀딩스,B,"906,605,618,427",00159971,009440,2021
1224,모토닉,B,"447,982,644,765",00151128,009680,2021
1225,한국내화,B,"357,947,858,446",00160205,010040,2021
1226,고려아연,B,"9,964,048,634,649",00102858,010130,2021
1227,웰바이오텍,B,"136,826,786,107",00141273,010600,2021
1228,평화홀딩스,B,"518,123,304,203",00155124,010770,2021
1229,에넥스,B,"132,906,035,780",00139764,011090,2021
1230,CJ씨푸드,B,"133,389,814,204",00129013,011150,2021
1231,유니켐,B,"335,857,580,519",00137207,011330,2021
1232,STX,B,"676,149,000,000",00138297,011810,2021
1233,신성이엔지,B,"476,656,365,404",00136271,011930,2021
1234,DB,B,"601,998,919,354",00163345,012030,2021
1235,영흥,B,"518,961,056,304",00141477,012160,2021
1236,더존비즈온,B,"900,314,202,568",00172291,012510,2021
1237,모나리자,B,"93,955,501,189",00173102,012690,2021
1238,일성건설,B,"379,287,373,622",00146232,013360,2021
1239,디와이,B,"859,972,554,946",00117179,013570,2021
1240,영보화학,B,"179,898,107,295",00140779,014440,2021
1241,극동유화,B,"321,935,348,473",00105156,014530,2021
1242,사조씨푸드,B,"336,930,664,881",00124780,014710,2021
1243,동원시스템즈,B,"1,492,014,739,252",00132637,014820,2021
1244,대창단조,B,"298,478,418,840",00112679,015230,2021
1245,태경산업,B,"584,726,245,924",00153339,015890,2021
1246,대현,B,"280,081,122,058",00113614,016090,2021
1247,한세예스24홀딩스,B,"2,241,273,059,610",00161976,016450,2021
1248,환인제약,B,"353,188,871,835",00166573,016580,2021
1249,대성홀딩스,B,"1,244,012,863,048",00108940,016710,2021
1250,두올,B,"424,141,554,671",00119672,016740,2021
1251,퍼시스,B,"575,484,571,263",00161709,016800,2021
1252,웅진,B,"1,065,994,370,493",00143651,016880,2021
1253,명문제약,B,"223,263,081,737",00121039,017180,2021
1254,우신시스템,B,"309,605,708,018",00142883,017370,2021
1255,광전자,B,"238,961,555,432",00152729,017900,2021
1256,조일알미늄,B,"347,937,579,509",00149239,018470,2021
1257,신풍제약,B,"398,349,774,820",00137359,019170,2021
1258,티에이치엔,B,"339,937,205,990",00118965,019180,2021
1259,키다리스튜디오,B,"290,122,174,756",00140131,020120,2021
1260,일진디스플,B,"117,460,183,728",00198697,020760,2021
1261,서원,B,"293,365,978,377",00131197,021050,2021
1262,MH에탄올,B,"451,460,751,811",00121534,023150,2021
1263,한국종합기술,B,"339,419,339,331",00159500,023350,2021
1264,대원화성,B,"135,832,581,638",00112022,024890,2021
1265,에스제이엠홀딩스,B,"329,167,359,802",00181943,025530,2021
1266,이구산업,B,"323,941,424,422",00145464,025820,2021
1267,남해화학,B,"719,110,524,869",00107987,025860,2021
1268,세하,B,"195,333,621,254",00133706,027970,2021
1269,케이씨,B,"964,515,631,018",00209780,029460,2021
1270,롯데관광개발,B,"1,302,424,556,614",00231372,032350,2021
1271,유나이티드,B,"380,032,751,461",00158963,033270,2021
1272,세종공업,B,"1,180,100,054,496",00134510,033530,2021
1273,무학,B,"646,644,149,778",00121543,033920,2021
1274,SBS,B,"1,462,149,708,150",00130772,034120,2021
1275,상신브레이크,B,"493,641,121,647",00129642,041650,2021
1276,유니온머티리얼,B,"186,669,511,383",00369833,047400,2021
1277,우진플라임,B,"276,360,691,146",00303217,049800,2021
1278,한전KPS,B,"1,426,920,122,047",00159218,051600,2021
1279,다스코,B,"298,527,299,745",00353878,058730,2021
1280,SNT모티브,B,"1,149,796,359,145",00398792,064960,2021
1281,대호에이엘,B,"145,025,262,064",00428729,069460,2021
1282,하이스틸,B,"259,714,571,728",00435312,071090,2021
1283,코아스,B,"79,299,245,941",00210856,071950,2021
1284,STX중공업,B,"430,406,730,156",00406046,071970,2021
1285,유니퀘스트,B,"490,332,217,891",00414601,077500,2021
1286,그린케미칼,B,"211,689,251,240",00454946,083420,2021
1287,대한제강,B,"1,232,437,581,471",00113225,084010,2021
1288,동양고속,B,"168,829,554,468",00540641,084670,2021
1289,티비에이치글로벌,B,"117,022,490,325",00409672,084870,2021
1290,평화산업,B,"220,115,437,716",00573579,090080,2021
1291,티웨이항공,B,"735,047,689,453",00671376,091810,2021
1292,KEC,B,"400,589,167,116",00589127,092220,2021
1293,KPX홀딩스,B,"1,814,858,039,334",00587466,092230,2021
1294,동양피스톤,B,"362,628,219,316",00117726,092780,2021
1295,LF,B,"2,541,137,894,593",00593032,093050,2021
1296,AJ네트웍스,B,"1,355,044,449,955",00365387,095570,2021
1297,JW홀딩스,B,"1,065,779,475,044",00632304,096760,2021
1298,비상교육,B,"271,514,539,939",00520887,100220,2021
1299,SNT에너지,B,"332,143,487,939",00648721,100840,2021
1300,해태제과식품,B,"654,856,443,051",00428321,101530,2021
1301,이연제약,B,"477,978,172,163",00145598,102460,2021
1302,한국철강,B,"908,707,497,640",00687711,104700,2021
1303,한세실업,B,"1,216,241,000,843",00728638,105630,2021
1304,우진,B,"229,794,619,014",00173944,105840,2021
1305,컨버즈,B,"33,044,552,713",00753643,109070,2021
1306,씨에스윈드,B,"1,771,100,878,925",00670340,112610,2021
1307,대성에너지,B,"742,479,534,651",00787376,117580,2021
1308,아이마켓코리아,B,"1,120,159,809,046",00360142,122900,2021
1309,한국화장품,B,"48,508,445,747",00823429,123690,2021
1310,에스제이엠,B,"241,265,788,213",00815369,123700,2021
1311,인터지스,B,"388,581,565,794",00151368,129260,2021
1312,화인베스틸,B,"183,238,935,517",00661847,133820,2021
1313,핸즈코퍼레이션,B,"894,964,069,149",00119140,143210,2021
1314,덴티움,B,"570,202,433,075",00526599,145720,2021
1315,DSR,B,"302,598,631,429",00110608,155660,2021
1316,더블유게임즈,B,"1,381,904,218,263",01010110,192080,2021
1317,쿠쿠홀딩스,B,"1,051,892,517,157",00132354,192400,2021
1318,디와이파워,B,"342,046,278,048",01059605,210540,2021
1319,LS전선아시아,B,"495,255,400,435",01093007,229640,2021
1320,JW생명과학,B,"219,466,609,317",00225706,234080,2021
1321,샘표식품,B,"327,531,637,320",01167056,248170,2021
1322,크라운제과,B,"324,569,691,616",01205329,264900,2021
1323,케이씨텍,B,"453,025,637,542",01261893,281820,2021
1324,쿠쿠홈시스,B,"929,301,624,227",01267684,284740,2021
1325,하나제약,B,"303,497,254,437",00248974,293480,2021
1326,HDC현대산업개발,B,"6,566,377,904,144",01310269,294870,2021
1327,자이에스앤디,B,"544,345,862,031",00367844,317400,2021
1328,솔루스첨단소재,B,"1,011,599,745,576",01412822,336370,2021
1329,포스코엠텍,B,"156,334,135,241",00128111,009520,2021
1330,오리콤,B,"211,147,448,552",00141671,010470,2021
1331,원익홀딩스,B,"1,955,265,962,993",00216647,030530,2021
1332,다우데이타,B,"47,001,465,112,672",00238782,032190,2021
1333,케이엠더블유,B,"366,409,620,638",00226352,032500,2021
1334,파라다이스,B,"3,471,796,250,289",00171265,034230,2021
1335,JYP Ent.,B,"317,418,306,083",00258689,035900,2021
1336,솔브레인홀딩스,B,"1,523,515,820,019",00247975,036830,2021
1337,삼표시멘트,B,"1,412,331,190,231",00239639,038500,2021
1338,에스엠,B,"1,314,942,073,873",00260930,041510,2021
1339,코미팜,B,"115,261,543,395",00187415,041960,2021
1340,SBS콘텐츠허브,B,"219,553,306,990",00280688,046140,2021
1341,인터플렉스,B,"356,224,457,260",00369170,051370,2021
1342,한국정보인증,B,"265,345,149,856",00306454,053300,2021
1343,이니텍,B,"138,900,685,479",00353610,053350,2021
1344,신화인터텍,B,"175,295,772,742",00228350,056700,2021
1345,KT서브마린,B,"110,389,639,619",00225742,060370,2021
1346,드림어스컴퍼니,B,"254,904,569,179",00364467,060570,2021
1347,KH바텍,B,"381,851,259,789",00378628,060720,2021
1348,티씨케이,B,"389,705,970,637",00245472,064760,2021
1349,아프리카TV,B,"408,149,760,647",00399694,067160,2021
1350,멀티캠퍼스,B,"256,982,926,231",00425351,067280,2021
1351,웹젠,B,"615,264,680,380",00405320,069080,2021
1352,국일제지,B,"141,109,203,304",00104573,078130,2021
1353,컴투스,B,"1,858,805,187,817",00476498,078340,2021
1354,대주전자재료,B,"298,387,221,700",00177816,078600,2021
1355,유진테크,B,"382,891,842,028",00531014,084370,2021
1356,헬릭스미스,B,"282,500,918,861",00359395,084990,2021
1357,파트론,B,"680,010,871,814",00490151,091700,2021
1358,테스,B,"336,944,738,958",00524421,095610,2021
1359,코오롱생명과학,B,"234,658,306,594",00525642,102940,2021
1360,위메이드,B,"1,027,300,099,293",00444329,112040,2021
1361,와이지엔터테인먼트,B,"621,483,516,064",00613318,122870,2021
1362,피엔티,B,"576,359,315,158",00612294,137400,2021
1363,휴젤,B,"1,009,737,148,461",00888347,145020,2021
1364,KG ETS,B,"3,067,463,381,624",00366137,151860,2021
1365,콜마비앤에이치,B,"537,888,670,052",01032404,200130,2021
1366,클래시스,B,"216,379,205,336",01061327,214150,2021
1367,파마리서치,B,"427,646,749,519",00970453,214450,2021
1368,골프존,B,"483,601,164,477",01067516,215000,2021
1369,인크로스,B,"230,365,261,451",00819073,216050,2021
1370,휴온스,B,"436,897,635,210",01159853,243070,2021
