corp_name,esg,fin_state,corp_code,stock_code
유안타증권,C,14714933646000.0,00117601,003470
유진증권,C,9175464956273.0,00131054,001200
유화증권,C,,00145190,003460
이베스트투자증권,B,6931932578875.0,00330424,078020
제주은행,A,,00148832,006220
코리아에셋투자증권,C,,00304915,190650
코리안리,B+,13115655264523.0,00113191,003690
큐캐피탈,D,,00267942,016600
키움증권,B,45301100676390.0,00296290,039490
하나금융지주,A,502445270000000.0,00547583,086790
한국금융지주,B+,82036577890168.0,00432102,071050
한국자산신탁,C,1264658299712.0,00404701,123890
한국캐피탈,C,3299200000,00149594,023760
한국토지신탁,C,1721400000,00233653,034830
한양증권,C,,00162416,001750
한화생명,A,163591373127331.0,00113058,088350
한화손해보험,A,20284988079286.0,00135917,000370
한화투자증권,B+,11791027414662.0,00148610,003530
현대차증권,A,8806128.0,00137997,001500
현대해상,A,5281800000,00164973,001450
흥국화재,B+,1376230000,00103176,000540
기아,B+,"73,710,965,000,000",00106641,000270
S-Oil,A,"19,613,135,000,000",00138279,010950
풀무원,A,"2,049,217,755,236",00155355,017810
케이티,A,"40,980,681,000,000",00190321,030200
SK,A+,"194,505,860,000,000",00181712,034730
NAVER,A,"33,899,042,889,136",00266961,035420
포스코인터내셔널,A,"12,516,336,931,000",00124504,047050
SK이노베이션,A,"67,218,924,277,000",00631518,096770
CJ대한통운,B+,"9,693,299,818,264",00113410,000120
두산,B+,"26,315,352,623,211",00117212,000150
DL,A,"12,018,993,889,708",00109693,000210
일동홀딩스,B+,"862,553,166,894",00146083,000230
한국앤컴퍼니,B,"4,301,818,675,789",00160047,000240
노루홀딩스,A,"1,171,989,377,978",00113508,000320
동아쏘시오홀딩스,A,"1,731,452,067,203",00116824,000640
SK하이닉스,B+,"103,871,512,000,000",00164779,000660
현대건설,A,"20,911,708,000,000",00164478,000720
한화,A,"211,175,324,000,000",00160588,000880
DB하이텍,B,"2,122,700,474,808",00160843,000990
CJ,B+,"48,240,408,307,000",00148540,001040
LX인터내셔널,A,"7,719,007,333,629",00120076,001120
대한전선,A,"1,620,264,871,000",00113207,001440
대상,B+,"3,190,196,448,368",00121941,001680
SK네트웍스,A,"9,499,259,000,000",00131780,001740
오리온홀딩스,A,"5,102,168,431,194",00117577,001800
한진,B+,"4,093,197,691,709",00163512,002320
한독,B+,"871,106,170,067",00161046,002390
아모레퍼시픽그룹,A,"7,651,003,801,454",00154462,002790
TYM,B+,"782,128,426,554",00117230,002900
삼양식품,B+,"924,929,490,964",00126955,003230
쌍용씨앤이,B+,"3,874,346,066,243",00138224,003410
대한항공,A,"28,997,701,022,484",00113526,003490
LG,A,"29,633,677,000,000",00120021,003550
롯데정밀화학,A,"2,709,845,870,581",00157681,004000
현대제철,A,"36,800,955,829,773",00145880,004020
한솔홀딩스,A,"723,295,784,000",00171636,004150
신세계,A,"14,348,412,322,688",00136378,004170
현대비앤지스틸,C,"857,843,841,402",00125743,004560
한솔테크닉스,B+,"1,071,921,900,693",00157399,004710
효성,B+,"5,267,284,720,508",00117188,004800
롯데지주,A,"22,175,416,666,050",00120562,004990
빙그레,A,"769,266,587,599",00124726,005180
롯데칠성음료,B+,"3,695,935,640,310",00120571,005300
현대자동차,B+,"255,742,462,000,000",00164742,005380
SK디스커버리,A,"11,780,098,492,498",00131832,006120
LS,C,"16,813,978,000,000",00105952,006260
GS건설,A,"16,946,616,696,898",00120030,006360
삼성SDI,A,"30,257,525,171,127",00126362,006400
GS리테일,A,"9,832,423,124,845",00140177,007070
오뚜기,C,"3,569,760,859,068",00141529,007310
대덕,B+,"1,903,351,069,081",00109189,008060
호텔신라,A,"2,938,544,987,435",00165680,008770
한미사이언스,B+,"1,109,690,934,182",00161426,008930
삼성전기,A,"10,997,170,898,641",00126371,009150
무림페이퍼,B,"2,429,133,745,988",00136086,009200
한샘,A,"1,099,679,540,571",00161693,009240
무림P&P,B+,"1,604,057,802,775",00119007,009580
한화솔루션,B,"23,831,697,412,977",00162461,009830
영원무역홀딩스,C,"5,490,219,711,184",00140964,009970
OCI,A,"6,745,534,254,000",00148896,010060
엘에스일렉트릭,A,"3,322,804,977,898",00105855,010120
한솔피엔에스,B,"134,944,512,348",00103626,010420
현대미포조선,B+,"4,748,245,499,000",00164609,010620
LG이노텍,A,"9,793,617,826,430",00105961,011070
롯데케미칼,A,"26,784,587,810,580",00165413,011170
HMM,A,"25,973,455,000,000",00164645,011200
현대위아,A,"7,546,451,000,000",00106623,011210
현대코퍼레이션,B,"1,831,301,801,553",00164812,011760
SKC,A,"6,393,092,564,908",00139889,011790
현대모비스,A,"55,406,698,000,000",00164788,012330
한화에어로스페이스,B+,"15,157,301,978,809",00126566,012450
에스원,B+,"2,075,658,595,502",00158501,012750
한솔케미칼,B,"1,253,310,602,636",00140955,014680
SK텔레콤,A,"31,308,262,000,000",00159023,017670
현대엘리베이터,B,"3,014,471,063,421",00164724,017800
애경산업,A,"482,639,615,354",00139454,018250
삼성에스디에스,A,"11,952,424,889,489",00126186,018260
SK가스,A,"5,831,776,891,571",00144164,018670
한섬,B+,"1,684,715,498,594",00188089,020000
코웨이,B+,"4,365,074,875,331",00170558,021240
롯데쇼핑,A,"31,703,575,873,070",00120526,023530
한솔홈데코,B,"319,496,520,639",00203582,025750
BGF,B+,"1,938,013,970,903",00219097,027410
삼성엔지니어링,A,"7,848,723,222,714",00126308,028050
삼성물산,A,"58,981,492,466,950",00149655,028260
신세계인터내셔날,B+,"1,278,681,814,634",00234412,031430
신세계푸드,B,"903,927,240,057",00274933,031440
LG유플러스,A,"19,774,800,000,000",00231363,032640
케이티앤지,A,"12,301,715,783,797",00244455,033780
강원랜드,A,"4,167,752,670,696",00255619,035250
카카오,A,"22,963,491,575,614",00258801,035720
엔씨소프트,A,"4,437,632,450,781",00261443,036570
팜스코,B,"1,223,174,230,326",00260408,036580
광주신세계,B+,"913,454,051,041",00220561,037710
KSS해운,B+,"1,659,172,643,001",00160232,044450
대우건설,B+,"11,140,353,752,210",00124540,047040
한국항공우주,B,"7,772,406,693,424",00309503,047810
LG생활건강,A,"7,302,929,652,203",00356370,051900
케이티스카이라이프,A,"1,361,298,311,421",00349097,053210
한미글로벌,B+,"373,059,659,521",00413523,053690
현대홈쇼핑,A,"2,782,027,992,185",00412597,057050
KTcs,A,"416,146,080,400",00372882,058850
KTis,B+,"396,208,069,290",00372873,058860
현대로템,A,"4,823,869,784,000",00302926,064350
LG전자,A,"55,156,141,000,000",00401731,066570
SK렌터카,B+,"3,341,970,518,606",00201450,068400
현대백화점,A,"12,069,249,655,000",00428251,069960
지역난방공사,A+,"7,478,129,879,658",00159698,071320
롯데하이마트,A,"2,464,219,074,235",00158307,071840
GS,A,"33,922,242,000,000",00500254,078930
CJ CGV,B+,"3,601,468,386,488",00303873,079160
현대리바트,A,"854,159,330,447",00300548,079430
LIG넥스원,A,"3,012,727,223,129",00503668,079550
휴비스,B+,"793,759,627,507",00362238,079980
휠라홀딩스,B+,"4,821,801,377,788",00195229,081660
HSD엔진,B+,"956,230,294,638",00361008,082740
대상홀딩스,B+,"4,015,327,448,810",00539274,084690
현대글로비스,A,"13,877,784,500,296",00360595,086280
노루페인트,A,"668,177,302,153",00583442,090350
아모레퍼시픽,A,"5,801,783,178,159",00583424,090430
CJ제일제당,A,"30,013,241,845,000",00635134,097950
LX하우시스,A,"2,483,729,000,000",00759513,108670
코오롱인더,B+,"6,003,463,015,992",00795135,120110
한미약품,B+,"1,924,585,730,838",00828497,128940
이마트,A,"33,201,721,508,714",00872984,139480
삼양사,B+,"2,949,649,000,000",00896285,145990
동아에스티,A,"1,157,724,933,604",00956930,170900
한진칼,A,"3,915,077,621,174",00983040,180640
종근당,B+,"1,124,882,797,791",00992871,185750
코스맥스,B,"1,396,450,504,662",01009789,192820
해성디에스,B+,"659,613,821,545",01032413,195870
서연이화,B+,"1,930,332,276,171",01036446,200880
삼성바이오로직스,A,"16,582,050,258,486",00877059,207940
SK디앤디,A,"2,191,576,214,447",00508344,210980
한솔제지,B+,"2,210,015,517,155",01060744,213500
이노션,B+,"2,290,142,554,591",00565154,214320
일동제약,B,"655,810,213,933",01168383,249420
경동도시가스,B,"1,067,615,033,035",01208885,267290
오리온,A,"3,371,683,914,220",01238169,271560
한화시스템,A,"3,945,627,700,263",00339391,272210
BGF리테일,A,"2,946,235,271,626",01263022,282330
SK케미칼,A+,"3,945,682,879,744",01267170,285130
롯데정보통신,A,"871,931,521,611",01262032,286940
효성화학,A,"3,131,118,899,043",01316236,298000
효성티앤씨,A,"4,319,879,312,472",01316227,298020
효성중공업,A,"4,693,470,608,273",01316245,298040
효성첨단소재,A,"2,934,713,477,994",01316254,298050
현대오토에버,B+,"2,619,436,326,622",00362441,307950
하림지주,C,"13,268,988,298,801",00148364,003380
CJ ENM,B+,"10,332,246,645,583",00265324,035760
케이티알파,B+,"407,835,297,144",00260958,036030
현대에버다임,A,"292,346,827,519",00228536,041440
CJ프레시웨이,A,"1,484,726,893,096",00127954,051500
현대바이오랜드,A,"176,097,325,723",00347062,052260
에스티팜,B+,"578,679,154,922",00871833,237690
삼양홀딩스,B+,"4,547,781,000,000",00126937,000070
하이트진로,B,"3,333,438,311,387",00150244,000080
유한양행,B+,"2,472,728,072,149",00145109,000100
하이트진로홀딩스,B,"3,945,000,964,667",00148993,000140
삼화페인트공업,B,"587,186,274,133",00129387,000390
대동,D,"1,713,773,205,581",00109286,000490
가온전선,B,"752,332,445,010",00104768,000500
유수홀딩스,B+,"524,926,064,872",00163691,000700
동국제강,B,"6,451,247,796,882",00114792,001230
GS글로벌,B+,"1,419,412,958,453",00138190,001250
종근당홀딩스,B+,"1,376,372,969,554",00149354,001630
DL건설,A,"1,746,816,807,975",00128971,001880
아세아,B+,"3,182,375,948,080",00138701,002030
도화엔지니어링,C,"522,590,275,567",00114552,002150
고려제강,D,"2,532,768,398,255",00103006,002240
넥센타이어,B+,"3,944,336,739,608",00173874,002350
케이씨씨,A,"13,118,486,307,658",00105271,002380
SUN&L,C,"524,434,319,704",00132211,002820
세아제강지주,B,"3,572,067,658,664",00124197,003030
일신방직,D,"1,176,745,986,062",00146269,003200
태광산업,D,"4,910,005,420,529",00153393,003240
한일홀딩스,C,"3,268,041,346,024",00162993,003300
영진약품,B+,"203,082,817,375",00141149,003520
대한화섬,C,"836,764,531,649",00113544,003830
남양유업,C,"902,259,070,497",00107598,003920
사조대림,C,"1,168,252,667,285",00109718,003960
한국석유공업,B,"347,065,524,190",00157991,004090
농심,C,"3,034,718,535,547",00108241,004370
삼익THK,C,"444,027,583,867",00127802,004380
서울식품공업,D,"70,853,362,024",00130879,004410
삼천리,C,"5,021,952,466,150",00128555,004690
DRB동일,C,"945,238,494,728",00118266,004840
성신양회,C,"1,187,583,002,030",00132804,004980
SGC에너지,B+,"3,054,362,176,494",00125150,005090
녹십자홀딩스,B+,"3,592,060,734,923",00108135,005250
SPC삼립,B,"1,295,399,585,606",00125530,005610
넥센,B+,"4,726,896,214,044",00167192,005720
에스엘,B+,"2,931,636,940,305",00125521,005850
삼성전자,A,"448,424,507,000,000",00126380,005930
화승인더스트리,C,"1,779,489,488,972",00166227,006060
녹십자,B+,"2,525,537,081,269",00129679,006280
한일현대시멘트,B+,"649,126,013,507",00164672,006390
AK홀딩스,B+,"5,004,334,961,394",00125080,006840
사조산업,C,"1,166,611,978,191",00124799,007160
이수페타시스,C,"546,014,160,739",00107613,007660
F&F 홀딩스,B,"3,595,118,444,613",00126487,007700
서연,B+,"2,323,543,346,933",00163114,007860
한솔로지스틱스,B+,"274,496,248,985",00140946,009180
태영건설,B+,"4,323,308,266,498",00153861,009410
경동나비엔,C,"1,018,019,428,372",00101488,009450
삼성중공업,B+,"14,491,697,984,864",00126478,010140
화신,C,"1,004,620,994,499",00166315,010690
아이에스동서,B+,"3,737,786,456,047",00115977,010780
금호석유화학,A,"7,719,272,223,622",00106368,011780
계양전기,C,"297,554,555,403",00102618,012200
경동인베스트,C,"586,813,597,619",00143527,012320
HDC,C,"11,592,341,237,983",00164636,012630
화승코퍼레이션,C,"1,177,218,098,360",00166272,013520
유니드,B,"1,489,264,677,517",00159786,014830
예스코홀딩스,B,"1,491,393,801,000",00105101,015360
한국전력공사,B,"234,804,994,000,000",00159193,015760
서울도시가스,C,"1,871,342,447,045",00130684,017390
E1,B+,"4,339,655,185,507",00165583,017940
한국카본,C,"585,333,635,410",00159795,017960
한온시스템,B,"9,098,783,327,544",00161125,018880
세아특수강,B+,"690,192,115,483",00133991,019440
대교,B,"666,723,788,672",00108913,019680
다우기술,C,"49,260,008,742,513",00176914,023590
한국콜마홀딩스,B+,"1,269,102,053,314",00203290,024720
팬오션,B,"7,548,942,000,000",00122737,028670
제일기획,A,"2,751,445,128,079",00148276,030000
LG디스플레이,A,"35,686,019,000,000",00105873,034220
신세계건설,B+,"1,035,610,953,877",00217947,034300
NICE,B+,"3,378,563,521,222",00158316,034310
신세계I&C,B+,"482,934,079,721",00219486,035510
한국가스공사,B+,"62,424,983,096,053",00261285,036460
SNT홀딩스,C,"2,558,426,986,621",00225159,036530
LG헬로비전,A,"1,428,013,437,283",00222532,037560
하나투어,B+,"455,429,440,460",00269940,039130
코스맥스비티아이,B+,"936,136,657,462",00219574,044820
동원F&B,B,"2,071,710,810,838",00340917,049770
LG화학,B,"67,973,823,000,000",00356361,051910
한전기술,B+,"816,503,301,678",00159209,052690
테이팩스,B+,"197,584,861,031",00256955,055490
세아홀딩스,C,"5,919,958,905,229",00377610,058650
종근당바이오,B+,"312,590,995,328",00390055,063160
셀트리온,B,"5,891,652,311,251",00413046,068270
농심홀딩스,C,"1,389,130,864,097",00459871,072710
금호타이어,B+,"4,694,985,403,484",00481454,073240
STX엔진,C,"853,388,000,000",00480455,077970
에이블씨엔씨,B,"195,431,756,905",00400857,078520
HDC현대EP,C,"603,330,216,887",00357935,089470
제주항공,B,"1,663,644,038,577",00555874,089590
후성,B,"933,755,417,033",00595191,093370
효성 ITX,B+,"176,818,736,427",00414850,094280
웅진씽크빅,B+,"790,792,230,162",00628189,095720
동성케미컬,B+,"899,511,754,452",00679314,102260
풍산,B,"3,395,297,191,796",00684714,103140
영원무역,B+,"4,513,623,780,811",00776820,111770
GKL,A,"609,513,166,650",00557508,114090
한전산업,C,"157,781,435,629",00194947,130660
선진,C,"1,333,616,177,351",00855093,136490
코오롱플라스틱,B,"387,043,503,761",00241005,138490
한국타이어앤테크놀로지,B+,"12,581,364,159,005",00937324,161390
한국콜마,B+,"2,933,309,479,342",00939331,161890
동일고무벨트,B,"381,228,401,577",00939687,163560
엔에이치엔,A,"3,025,182,021,029",00983271,181710
아세아시멘트,C,"2,040,009,732,425",00990165,183190
경보제약,B+,"240,544,942,124",00101664,214390
잇츠한불,C,"486,153,355,769",00911955,226320
현대코퍼레이션홀딩스,B,"296,127,566,149",01108099,227840
두산밥캣,B+,"9,248,386,178,000",01032486,241560
화승엔터프라이즈,B+,"1,475,831,730,945",01128613,241590
넷마블,B,"8,935,573,715,860",00904672,251270
진에어,B+,"771,895,322,061",00653024,272450
삼양패키징,B,"642,561,000,000",01060814,272550
한일시멘트,C,"2,460,836,871,897",01319808,300720
세아제강,B+,"1,465,129,428,987",01325979,306200
두산퓨얼셀,B+,"1,026,929,716,010",01412725,336260
동진쎄미켐,C,"1,374,303,530,098",00118804,005290
NICE평가정보,B,"481,091,462,120",00158325,030190
주성엔지니어링,C,"833,063,199,031",00252135,036930
지니뮤직,C,"340,102,689,990",00223762,043610
서울반도체,B,"1,289,871,955,246",00130763,046890
안랩,B+,"345,012,452,317",00298270,053800
에스에프에이,C,"1,925,346,831,568",00358271,056190
엘앤에프,C,"3,023,932,974,764",00398701,066970
아이티엠반도체,B,"654,754,161,946",00579980,084850
에코프로,C,"5,345,782,603,044",00536541,086520
나스미디어,B+,"518,025,081,441",00486097,089600
비에이치,C,"1,007,315,366,070",00447609,090460
셀트리온헬스케어,B,"4,454,598,566,766",00554024,091990
고영,B,"391,686,493,023",00579999,098460
LX세미콘,A,"1,289,618,542,133",00525934,108320
하림,B,"909,832,722,503",00857727,136480
케어젠,C,"234,070,032,770",00549891,214370
원익IPS,B,"1,121,670,538,661",01135941,240810
매일유업,A,"974,748,292,974",01234507,267980
동화약품,C,"461,136,459,052",00119195,000020
유유제약,C,"195,205,072,788",00144818,000220
대원강업,C,"1,010,418,825,338",00111847,000430
조선내화,D,"1,620,442,052,683",00148984,000480
삼일제약,D,"356,700,496,639",00128032,000520
CS홀딩스,C,"364,121,570,785",00149026,000590
천일고속,D,"54,845,658,330",00151395,000650
화천기공,D,"474,032,615,936",00166519,000850
강남제비스코,C,"957,791,314,832",00100939,000860
유니온,C,"376,111,723,330",00144252,000910
페이퍼코리아,D,"501,830,145,462",00134723,001020
JW중외제약,C,"627,972,755,001",00149947,001060
대한제분,D,"1,318,431,898,542",00113243,001130
금호전기,D,"61,814,213,952",00106395,001210
백광산업,D,"403,243,057,624",00122472,001340
BYC,D,"668,872,026,401",00122579,001460
대한제당,D,"1,219,466,296,000",00113234,001790
KISCO홀딩스,C,"1,735,936,557,627",00159740,001940
코오롱,C,"4,477,491,140,077",00152862,002020
경농,C,"448,632,689,252",00101433,002100
삼양통상,C,"457,536,775,769",00127042,002170
한국수출포장공업,D,"345,521,340,104",00158112,002200
아세아제지,C,"1,034,948,261,694",00138729,002310
SH에너지화학,C,"124,160,292,131",00136457,002360
화성산업,B,"746,127,741,905",00174527,002460
제일파마홀딩스,D,"865,677,012,176",00148443,002620
TCC스틸,C,"507,482,316,790",00117300,002710
국제약품,C,"136,592,862,806",00104722,002720
삼영무역,B,"624,208,062,873",00127167,002810
한국쉘석유,C,"172,340,453,951",00158149,002960
혜인,D,"240,522,145,627",00165343,003010
코오롱글로벌,C,"2,834,147,586,184",00152880,003070
성보화학,D,"170,785,287,337",00132725,003080
대웅,B+,"2,158,905,107,252",00111810,003090
디아이,D,"274,585,823,020",00118275,003160
대원제약,B,"453,550,065,821",00111999,003220
한진중공업홀딩스,C,"1,995,988,000,000",00163673,003480
신흥,D,"140,622,549,545",00173795,004080
현대약품,D,"181,159,427,810",00164706,004310
세방,C,"1,280,973,786,600",00133812,004360
삼일씨엔에스,D,"411,440,527,283",00109806,004440
삼화왕관,D,"222,783,556,966",00129235,004450
세방전지,C,"1,676,981,981,164",00133858,004490
깨끗한나라,C,"661,046,979,250",00113492,004540
동일산업,C,"499,402,713,211",00172936,004890
조광페인트,C,"386,108,212,060",00148920,004910
코스모신소재,D,"451,321,116,581",00129989,005070
한창,D,"113,480,993,232",00163716,005110
국동,D,"175,008,166,225",00168331,005320
모나미,D,"218,432,623,722",00121288,005360
코스모화학,D,"807,858,896,061",00160302,005420
한국공항,C,"421,095,042,761",00156691,005430
삼진제약,D,"406,556,944,095",00128412,005500
삼영전자공업,C,"539,337,299,822",00127200,005680
파미셀,D,"112,694,189,040",00145163,005690
크라운해태홀딩스,C,"1,153,770,087,447",00153126,005740
풍산홀딩스,B,"1,142,781,392,226",00155531,005810
원림,D,"169,931,826,485",00143794,005820
휴니드테크놀러지스,D,"304,125,357,471",00111421,005870
대한해운,C,"4,490,260,111,628",00113535,005880
이수화학,C,"1,188,076,573,138",00145552,005950
동원산업,C,"7,061,179,537,459",00118026,006040
삼아알미늄,C,"288,153,289,588",00126779,006110
한국전자홀딩스,D,"469,100,261,248",00159254,006200
대구백화점,C,"470,347,262,546",00108977,006370
카프로,C,"302,205,591,680",00159810,006380
대한유화,C,"2,195,832,515,923",00260383,006650
영풍제지,D,"203,670,379,646",00141404,006740
벽산,D,"601,820,033,901",00122898,007210
한국특강,D,"549,828,403,701",00124090,007280
샘표,C,"465,919,907,060",00130091,007540
국도화학,D,"1,499,093,658,603",00104388,007690
코리아써키트,D,"1,293,448,547,101",00152686,007810
태평양물산,C,"721,226,342,857",00154329,007980
사조동아원,C,"481,673,723,451",00137252,008040
서흥,B,"926,418,535,898",00131692,008490
율촌화학,C,"653,136,152,620",00145260,008730
케이씨티시,D,"630,078,626,843",00103042,009070
SIMPAC,D,"965,098,438,859",00138260,009160
신원,D,"510,124,893,723",00136864,009270
광동제약,C,"932,023,758,862",00103592,009290
참엔지니어링,C,"739,665,588,573",00153621,009310
한올바이오파마,C,"213,451,232,698",00162586,009420
KC그린홀딩스,D,"792,860,678,470",00159971,009440
모토닉,B,"464,094,161,172",00151128,009680
한국내화,C,"325,998,841,087",00160205,010040
고려아연,B,"12,097,918,358,974",00102858,010130
웰바이오텍,D,"60,207,812,882",00141273,010600
평화홀딩스,C,"558,370,415,231",00155124,010770
에넥스,C,"128,080,156,342",00139764,011090
CJ씨푸드,B,"143,409,086,635",00129013,011150
유니켐,D,"434,878,230,535",00137207,011330
STX,C,"741,784,000,000",00138297,011810
신성이엔지,D,"577,555,245,278",00136271,011930
DB,B,"414,317,384,772",00163345,012030
영흥,C,"535,684,495,341",00141477,012160
더존비즈온,D,"832,892,725,864",00172291,012510
모나리자,D,"97,794,376,174",00173102,012690
일성건설,D,"413,301,997,330",00146232,013360
디와이,C,"861,083,032,957",00117179,013570
영보화학,D,"180,449,397,115",00140779,014440
극동유화,D,"353,076,046,774",00105156,014530
사조씨푸드,C,"350,700,454,619",00124780,014710
동원시스템즈,C,"1,451,669,982,270",00132637,014820
대창단조,C,"338,228,490,208",00112679,015230
태경산업,C,"625,038,862,557",00153339,015890
대현,C,"297,649,820,407",00113614,016090
한세예스24홀딩스,B+,"2,036,963,741,120",00161976,016450
환인제약,B,"369,374,561,471",00166573,016580
대성홀딩스,C,"1,391,346,077,818",00108940,016710
두올,D,"462,171,290,214",00119672,016740
퍼시스,D,"544,804,538,072",00161709,016800
웅진,C,"1,094,417,787,764",00143651,016880
명문제약,D,"230,449,822,959",00121039,017180
우신시스템,D,"282,515,715,608",00142883,017370
광전자,D,"247,855,306,698",00152729,017900
조일알미늄,C,"367,680,590,342",00149239,018470
신풍제약,C,"361,536,058,296",00137359,019170
티에이치엔,D,"371,353,957,512",00118965,019180
키다리스튜디오,D,"378,769,210,908",00140131,020120
일진디스플,D,"117,303,570,494",00198697,020760
서원,C,"266,232,857,341",00131197,021050
MH에탄올,C,"447,440,404,391",00121534,023150
한국종합기술,C,"332,695,359,728",00159500,023350
대원화성,D,"130,913,447,074",00112022,024890
에스제이엠홀딩스,C,"328,166,066,953",00181943,025530
이구산업,C,"337,212,432,145",00145464,025820
남해화학,C,"902,896,419,890",00107987,025860
세하,D,"200,976,546,330",00133706,027970
케이씨,C,"1,004,623,911,655",00209780,029460
롯데관광개발,D,"1,802,776,594,203",00231372,032350
유나이티드,B,"417,890,866,564",00158963,033270
세종공업,C,"1,149,427,317,637",00134510,033530
무학,C,"605,739,795,014",00121543,033920
SBS,C,"1,407,888,696,660",00130772,034120
상신브레이크,D,"543,596,267,420",00129642,041650
유니온머티리얼,D,"204,164,784,861",00369833,047400
우진플라임,D,"285,245,048,447",00303217,049800
한전KPS,A,"1,562,022,195,345",00159218,051600
다스코,D,"346,117,669,232",00353878,058730
SNT모티브,C,"1,225,486,689,781",00398792,064960
대호에이엘,D,"157,016,306,876",00428729,069460
하이스틸,C,"292,456,090,103",00435312,071090
코아스,C,"76,246,124,909",00210856,071950
STX중공업,C,"416,290,993,852",00406046,071970
유니퀘스트,D,"610,723,418,178",00414601,077500
그린케미칼,D,"196,645,335,068",00454946,083420
대한제강,D,"1,220,496,809,666",00113225,084010
동양고속,D,"165,498,374,153",00540641,084670
티비에이치글로벌,D,"112,327,631,684",00409672,084870
평화산업,C,"236,600,606,117",00573579,090080
티웨이항공,C,"1,042,495,890,560",00671376,091810
KEC,C,"401,136,512,524",00589127,092220
KPX홀딩스,C,"1,819,893,802,654",00587466,092230
동양피스톤,C,"374,266,034,502",00117726,092780
LF,B,"2,584,040,376,470",00593032,093050
AJ네트웍스,B+,"1,481,445,371,745",00365387,095570
JW홀딩스,B+,"1,157,579,707,497",00632304,096760
비상교육,B,"309,226,087,513",00520887,100220
SNT에너지,C,"429,772,701,838",00648721,100840
해태제과식품,C,"691,254,955,147",00428321,101530
이연제약,C,"484,691,741,651",00145598,102460
한국철강,C,"938,653,807,133",00687711,104700
한세실업,C,"1,239,211,177,169",00728638,105630
우진,C,"227,053,375,662",00173944,105840
컨버즈,D,"32,951,331,825",00753643,109070
씨에스윈드,C,"1,779,540,149,764",00670340,112610
대성에너지,C,"834,489,958,201",00787376,117580
아이마켓코리아,C,"1,224,954,676,333",00360142,122900
한국화장품,C,"43,913,329,550",00823429,123690
에스제이엠,D,"243,275,367,790",00815369,123700
인터지스,C,"433,167,237,634",00151368,129260
화인베스틸,D,"179,622,909,869",00661847,133820
핸즈코퍼레이션,C,"862,588,714,003",00119140,143210
덴티움,D,"674,583,964,552",00526599,145720
DSR,D,"364,710,386,862",00110608,155660
더블유게임즈,B,"1,235,636,097,982",01010110,192080
쿠쿠홀딩스,C,"1,149,528,707,692",00132354,192400
디와이파워,C,"327,522,399,303",01059605,210540
LS전선아시아,C,"506,732,778,044",01093007,229640
JW생명과학,C,"252,942,118,072",00225706,234080
샘표식품,C,"350,286,507,374",01167056,248170
크라운제과,C,"330,163,311,049",01205329,264900
케이씨텍,C,"483,313,331,794",01261893,281820
쿠쿠홈시스,C,"1,016,960,290,726",01267684,284740
하나제약,C,"345,964,556,425",00248974,293480
HDC현대산업개발,C,"7,336,326,609,377",01310269,294870
자이에스앤디,B,"1,952,688,130,478",00367844,317400
솔루스첨단소재,C,"1,461,040,406,251",01412822,336370
포스코엠텍,B+,"159,723,837,264",00128111,009520
오리콤,C,"214,448,418,993",00141671,010470
원익홀딩스,C,"1,815,525,982,803",00216647,030530
다우데이타,C,"49,874,925,681,578",00238782,032190
케이엠더블유,D,"345,863,814,037",00226352,032500
파라다이스,C,"3,511,523,805,592",00171265,034230
JYP Ent.,B,"411,122,310,132",00258689,035900
솔브레인홀딩스,C,"1,689,281,067,174",00247975,036830
삼표시멘트,C,"1,452,791,372,545",00239639,038500
에스엠,C,"1,463,023,492,474",00260930,041510
코미팜,D,"111,750,976,536",00187415,041960
SBS콘텐츠허브,C,"248,375,921,541",00280688,046140
인터플렉스,D,"286,883,514,982",00369170,051370
한국정보인증,C,"280,825,844,361",00306454,053300
이니텍,B,"122,977,342,918",00353610,053350
신화인터텍,D,"172,821,039,510",00228350,056700
KT서브마린,C,"120,254,641,716",00225742,060370
드림어스컴퍼니,C,"271,847,458,583",00364467,060570
KH바텍,B+,"344,760,762,321",00378628,060720
티씨케이,D,"480,543,059,263",00245472,064760
아프리카TV,C,"465,125,470,787",00399694,067160
멀티캠퍼스,B,"291,749,666,767",00425351,067280
웹젠,C,"646,867,401,981",00405320,069080
국일제지,C,"131,141,774,700",00104573,078130
컴투스,D,"1,908,358,361,933",00476498,078340
대주전자재료,D,"327,888,921,205",00177816,078600
유진테크,D,"434,013,808,798",00531014,084370
헬릭스미스,D,"254,061,826,024",00359395,084990
파트론,D,"685,614,631,280",00490151,091700
테스,C,"336,518,156,052",00524421,095610
코오롱생명과학,C,"314,117,887,378",00525642,102940
위메이드,C,"1,429,831,181,230",00444329,112040
와이지엔터테인먼트,C,"712,872,500,384",00613318,122870
피엔티,C,"1,087,892,463,692",00612294,137400
휴젤,C,"1,049,782,928,514",00888347,145020
KG ETS,D,"5,091,878,937,151",00366137,151860
콜마비앤에이치,B+,"616,919,235,561",01032404,200130
클래시스,B+,"331,411,108,299",01061327,214150
파마리서치,C,"478,055,190,172",00970453,214450
골프존,B+,"589,527,894,611",01067516,215000
인크로스,C,"236,897,651,680",00819073,216050
휴온스,B,"472,626,625,346",01159853,243070
에코프로비엠,B,"3,374,166,378,975",01160363,247540
스튜디오드래곤,C,"1,090,666,384,738",01168684,253450
