회사명,corp_code,stock_code,연도,ESG,자산총계,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름,자산총계(t-1),매출액(t-1)
선진,00855093,136490,2021,B+,1248892387095.0,834028357473.0,83449203917.0,45098088493.0,7096953991.0,7.49,2.94,18.75,50.04,369.0,10.0,371281121115.0,1528749761214.0,73158841341.0,1186580361513.0,1328758702683.0
코오롱플라스틱,00241005,138490,2021,B+,369094511038.0,148544685997.0,27681571470.0,26852883934.0,4800301855.0,25.3,,20.0,66.95,363.0,7.0,349908750000.0,405272224855.0,15021812023.0,317913470328.0,295182526345.0
한국타이어앤테크놀로지,00937324,161390,2021,B+,11694296588021.0,3498782297830.0,642192906442.0,712853106659.0,263637548690.0,14.5,21.3,57.14285714285714,43.24,310.0,183.0,5730146009305.04,7141136827775.0,841528140376.0,10658547888637.0,6453071785362.0
한국콜마,00939331,161890,2021,B+,2606037352397.0,1246477583481.0,84267552991.0,66542684728.0,1126887298828.0,26.5,4.9,5.405405405405405,30.21,987.0,0.0,1181356246028.2258,1586332710248.0,-3122843666.0,2489599417108.0,1322081317656.0
동일고무벨트,00939687,163560,2021,B+,313829241625.0,104787335223.0,871568800.0,7085411084.0,281340205.0,18.34,18.76,28.57142857142857,69.78,517.0,33.0,126000326612.90324,277512533269.0,-16208458073.0,275779245523.0,243181801709.0
엔에이치엔,00983271,181710,2021,B+,3027171506519.0,928563861666.0,97869201232.0,150875014230.0,378974767666.0,,,50.0,47.65,878.0,25.0,1486788062101.8145,1923677420336.0,226363126341.0,2550930608901.0,1641243735619.0
아세아시멘트,00990165,183190,2021,B+,2037322290483.0,1117733667799.0,128646922022.0,96815170270.0,495260260862.0,9.26,20.51,10.0,61.36,477.0,8.0,460922902312.5,892569417094.0,103507148763.0,1901368870442.0,787547395550.0
경보제약,00101664,214390,2021,B+,236979153344.0,91278422862.0,-6624844100.0,-9932946743.0,36402130182.0,-15.9,25.4,7.6923076923076925,60.50,473.0,3.0,293922311878.2258,170660000000.0,17967902715.0,253239176532.0,215285000000.0
잇츠한불,00911955,226320,2021,B+,494667177708.0,36179263528.0,754754823.0,5125976359.0,77637880629.0,,,20.0,61.59,143.0,2.0,543334148987.9032,140177794033.0,11164311460.0,508119345418.0,146378358748.0
현대코퍼레이션홀딩스,01108099,227840,2021,B+,250984790560.0,48800192249.0,8146424903.0,19711485596.0,22801236546.0,36.9,23.8,27.27272727272727,23.29,70.0,2.0,122956697990.3226,130441768412.0,13527658503.0,216918775575.0,151595478498.0
두산밥캣,01032486,241560,2021,B+,8580899465000.0,4259633657000.0,595338266000.0,521022689000.0,36402130182.0,31.1,,25.0,51.06,92.0,5.0,4154883277141.129,5816199969000.0,460039949000.0,6960607794000.0,4282057647000.0
화승엔터프라이즈,01128613,241590,2021,B+,1330258310544.0,779838500509.0,7099075268.0,2151658444.0,31699508531.0,,66.4,42.85714285714285,72.01,6.0,0.0,1007594548448.992,1138575157941.0,-8336353039.0,1154956254214.0,1115756451023.0
넷마블,00904672,251270,2021,B+,10663783073696.0,4656124187351.0,151024628649.0,351177666997.0,4098970024533.0,18.0,20.1,42.85714285714285,24.18,792.0,30.0,11112736052514.111,2506906374110.0,137464407630.0,8223428815673.0,2484764985888.0
진에어,00653024,272450,2021,B+,601593801532.0,428845330756.0,-185250423988.0,-221052382275.0,36402130182.0,,,30.76923076923077,56.40,1722.0,63.0,913652419354.8387,247191000000.0,-73824989914.0,556768749663.0,271769000000.0
삼양패키징,01060814,272550,2021,B+,612487000000.0,291246000000.0,46146000000.0,37916000000.0,36402130182.0,46.9,44.0,11.11111111111111,56.00,479.0,10.0,373213626348.3871,391946000000.0,56247000000.0,564505000000.0,367569000000.0
한일시멘트,01319808,300720,2021,B+,2370327907448.0,911950414994.0,120397431466.0,120927164230.0,485106016311.0,45.79,35.79,4.761904761904762,73.32,625.0,7.0,1152269051649.1936,1271853626333.0,105443536555.0,2399662741644.0,974285351872.0
세아제강,01325979,306200,2021,B+,1228191226404.0,548598491730.0,131945673869.0,124758812871.0,36402130182.0,,,10.0,59.69,632.0,26.0,291028397056.4516,1497361000000.0,22030620316.0,1052052851837.0,1150466000000.0
동진쎄미켐,00118804,005290,2021,B+,1186189143728.0,625155643773.0,131814933901.0,135796392250.0,8405290656.0,5.5,6.0,2.1739130434782608,39.39,128.0,23.0,1629880923101.6128,1161284077161.0,76098753709.0,960791826390.0,937800799678.0
NICE평가정보,00158325,030190,2021,B+,434270029814.0,132725163672.0,72604608652.0,74680486751.0,30984774341.0,36.1,34.9,12.0,42.99,459.0,264.0,1345029117258.0645,484797305616.0,79722471690.0,368803630914.0,446005796022.0
주성엔지니어링,00252135,036930,2021,B+,711899410354.0,342264093986.0,102611062636.0,174250274001.0,5416707869.0,5.14,,16.666666666666664,28.97,454.0,4.0,637072478477.742,377294631076.0,110703979209.0,549203147652.0,118545864748.0
지니뮤직,00223762,043610,2021,B+,307060996340.0,199309435741.0,10501531906.0,-2976387608.0,36402130182.0,,,21.428571428571427,0.00,224.0,16.0,344117208939.7177,252006950035.0,27652988694.0,250537976853.0,246967532160.0
서울반도체,00130763,046890,2021,B+,1513054662536.0,660981119915.0,63212273964.0,75827384334.0,40051043217.0,52.2,49.8,50.0,31.00,673.0,79.0,1044242660927.4192,1301040816362.0,98426554382.0,1330157955644.0,1153051365589.0
안랩,00298270,053800,2021,B+,338208336825.0,83518898391.0,22930036754.0,50302853470.0,7352064450.0,22.7,42.3,25.0,-,222.0,18.0,735045221913.3064,207272160249.0,31852133885.0,280831434651.0,178187327249.0
에스에프에이,00358271,056190,2021,B+,1904444384241.0,504089534792.0,188938460989.0,179840778959.0,62734053629.0,35.7,31.5,15.0,43.87,594.0,57.0,1427764152145.1614,1564937169822.0,56290381807.0,1799395626291.0,1551170933650.0
엘앤에프,00398701,066970,2021,B+,1532199428137.0,897009072581.0,44252213145.0,-125638907554.0,9516622885.0,,8.0,17.647058823529413,28.35,1021.0,0.0,3971727607669.355,970760874482.0,-138078706855.0,466217399194.0,356105956054.0
아이티엠반도체,00579980,084850,2021,B+,606834144987.0,348722121337.0,5365515411.0,13252260206.0,4131588433.0,71.3,30.9,6.896551724137931,67.32,318.0,2.0,1073707464127.8226,512507433346.0,-2278989314.0,436355434000.0,391052584601.0
에코프로,00536541,086520,2021,B+,3400444973404.0,1703531144978.0,85956918350.0,-171540107753.0,622296537873.0,4.25,27.7,20.0,18.05,69.0,4.0,1669848730783.4678,1504191410850.0,-144760006582.0,1283164844739.0,850811989382.0
나스미디어,00486097,089600,2021,B+,490393910229.0,268617837517.0,32875303239.0,36057379298.0,41356848335.0,28.6,29.7,42.85714285714285,59.84,401.0,23.0,347801358441.129,124160713120.0,44499978418.0,422038863816.0,111641076598.0
비에이치,00447609,090460,2021,B+,793400422424.0,385423568360.0,71085420062.0,104434075689.0,4009216429.0,9.6,29.8,7.6923076923076925,22.88,1257.0,213.0,660512769866.129,1036962656916.0,33141443920.0,561120408493.0,721358197178.0
셀트리온헬스케어,00554024,091990,2021,B+,3914694233589.0,1808926624572.0,199437459085.0,198256909181.0,4563052650.0,26.12,,38.46153846153847,38.04,140.0,5.0,17665327906616.53,1804486220109.0,-175312364521.0,3739698458262.0,1627596815280.0
고영,00579999,098460,2021,B+,368329267167.0,87929904850.0,41351274821.0,50623085522.0,10787626646.0,20.5,81.2,8.695652173913043,20.53,471.0,19.0,1578594284401.6128,247301342081.0,42480322829.0,302574460896.0,179545133940.0
LX세미콘,00525934,108320,2021,B+,1172530981920.0,372198273673.0,369621952134.0,380676348598.0,50215624104.0,29.6,30.3,13.043478260869565,0.01,229.0,35.0,1676665700806.4517,1898845716028.0,421502665587.0,750602338873.0,1161896286020.0
하림,00857727,136480,2021,B+,842602796180.0,544149964343.0,32076709761.0,19104117453.0,1692112644.0,23.87,,16.666666666666664,58.93,2288.0,0.0,321931028590.4032,1118053875000.0,50493756652.0,806508850011.0,895465451202.0
케어젠,00549891,214370,2021,B+,226759967922.0,16965547103.0,28204290924.0,33580886637.0,3063657310.0,89.6,62.3,33.33333333333333,63.96,147.0,14.0,738464289919.3549,59087882662.0,51858505064.0,216556145567.0,60295113424.0
원익IPS,01135941,240810,2021,B+,1167585591415.0,366545866913.0,164128988758.0,189288167815.0,42986995501.0,10.0,9.9,42.85714285714285,33.04,145.0,35.0,2288447820594.9595,1232302198954.0,137290457928.0,1099641462981.0,1090924689101.0
매일유업,01234507,267980,2021,B+,981699184474.0,484407343509.0,87797405868.0,96645615924.0,10320124829.0,11.95,10.57,50.0,56.27,1969.0,110.0,574691970333.871,1551869546714.0,100649760645.0,744816661761.0,1463095818551.0
동화약품,00119195,000020,2021,B,447804486939.0,87671267145.0,22496350976.0,26527288862.0,18138183668.0,27.88,17.43,13.636363636363637,33.66,717.0,15.0,429333724354.8387,293018112028.0,36031211868.0,433807800192.0,272075383799.0
유유제약,00144818,000220,2021,B,192985287597.0,64300209429.0,1200168223.0,-383155286.0,4137930966.0,,144.2,20.0,37.80,336.0,5.0,135326599058.79031,115655484997.0,4508660896.0,154901006984.0,98119846404.0
대원강업,00111847,000430,2021,B,983029517334.0,406038473793.0,-4958511406.0,-6610495007.0,8348975222.0,,,12.5,37.19,760.0,8.0,260128750000.0,862222796887.0,14375102012.0,1017866946915.0,861230959669.0
조선내화,00148984,000480,2021,B,1349335977271.0,560656513213.0,33138447600.0,49691132347.0,28151778153.0,57.46,40.04,11.76470588235294,61.48,510.0,57.0,344919354838.70966,746291404630.0,54726492617.0,1246277915624.0,705226744013.0
삼일제약,00128032,000520,2021,B,226404983052.0,160658490541.0,399740768.0,-4761355996.0,1295170886.0,-45.2,70.0,21.428571428571427,37.74,467.0,12.0,124571178701.81451,134246777887.0,1416861154.0,191660926981.0,122998992149.0
CS홀딩스,00149026,000590,2021,B,353716995747.0,41521127951.0,19647701659.0,25627739795.0,25727213608.0,3.9,8.3,37.5,73.37,8.0,0.0,75655812354.83871,159017955309.0,8113504608.0,323725567844.0,131637084502.0
천일고속,00151395,000650,2021,B,62706049934.0,26777803079.0,-9844065237.0,-90981004.0,36402130182.0,-628.1,-63.3,11.11111111111111,85.74,323.0,0.0,99477746088.70969,29342954504.0,-5213401548.0,67019917354.0,31159428124.0
화천기공,00166519,000850,2021,B,425436857316.0,117087775886.0,3322539254.0,10741856960.0,2239183105.0,23.62,36.54,22.22222222222222,48.78,313.0,14.0,78599435483.87097,203972289491.0,7420113868.0,378376164732.0,161745983859.0
강남제비스코,00100939,000860,2021,B,904010952337.0,242083987540.0,-12719974974.0,34780534018.0,34356395159.0,7.2,13.96,11.11111111111111,50.74,607.0,64.0,172079637096.7742,590983999981.0,-1788546925.0,712155828911.0,340807352504.0
유니온,00144252,000910,2021,B,366165151031.0,182516607328.0,5173428419.0,14458262507.0,2782294992.0,22.19,13.46,14.285714285714285,38.82,232.0,0.0,117422666408.34676,215922625914.0,9523019995.0,354433760157.0,189192653011.0
페이퍼코리아,00134723,001020,2021,B,497167643294.0,451786535547.0,31459196423.0,19092559536.0,746500322.0,,,16.666666666666664,67.59,158.0,0.0,82941195326.75403,435282695963.0,37310680317.0,508899950809.0,484064481529.0
JW중외제약,00149947,001060,2021,B,633053136402.0,444513606704.0,31199849285.0,20532660766.0,21473082283.0,,,9.67741935483871,40.29,1145.0,45.0,601324507795.9678,606584944778.0,18123982168.0,549085028575.0,547335707795.0
대한제분,00113243,001130,2021,B,1321597380773.0,440979863565.0,24960181509.0,129608921353.0,24226588367.0,4.82,15.8,7.142857142857142,42.59,349.0,18.0,273101955645.1613,1111341734130.0,28657926823.0,1084880807803.0,970248268165.0
금호전기,00106395,001210,2021,B,83849543774.0,65486927043.0,-8559664657.0,-11701592224.0,2074664526.0,,,14.285714285714285,26.54,107.0,0.0,47888494160.30242,41640597680.0,-11880359514.0,67783031106.0,45002237743.0
백광산업,00122472,001340,2021,B,359208429757.0,169671638714.0,17929801315.0,15250312639.0,930617120.0,14.8,21.7,25.0,44.74,195.0,5.0,243973965375.28223,191117728512.0,36597135742.0,322745474988.0,171324548992.0
BYC,00122579,001460,2021,B,684434512150.0,202622247604.0,26711346464.0,40190338094.0,430262619.0,4.23,5.08,23.07692307692308,45.88,537.0,29.0,247105753548.3871,164445893789.0,35707429153.0,679134863796.0,161863377007.0
대한제당,00113234,001790,2021,B,1182290229000.0,671091219000.0,42051836000.0,27234051000.0,642738.0,52.56,35.63,11.11111111111111,48.41,398.0,21.0,263544285109.4758,1261349333000.0,-11839308000.0,1146241857000.0,1214452231000.0
KISCO홀딩스,00159740,001940,2021,B,1688093089026.0,267377534330.0,200741467324.0,237889169535.0,2622111919.0,4.87,13.03,50.0,45.45,16.0,0.0,335078091483.871,1580849338970.0,133232338289.0,1564589806575.0,1064569447471.0
코오롱,00152862,002020,2021,B,3966282959333.0,2978410677407.0,332198227180.0,242116320076.0,84950543877.0,5.91,5.03,20.0,52.19,64.0,0.0,383013468368.5484,5410414957004.0,223932913972.0,3708134498932.0,4890150536567.0
경농,00101433,002100,2021,B,388785779466.0,151976385644.0,16758990471.0,17475799401.0,11748290826.0,39.3,35.4,6.666666666666667,60.13,343.0,11.0,286172347878.0242,270269449649.0,10815547993.0,371525656350.0,248295523801.0
삼양통상,00127042,002170,2021,B,459013786278.0,52591297103.0,36387252619.0,44742353321.0,1015758901.0,10.75,7.13,50.0,54.39,276.0,0.0,208169758064.5161,193958606606.0,19559315821.0,422110653043.0,198417051270.0
한국수출포장공업,00158112,002200,2021,B,331846866963.0,68488033304.0,20005644083.0,20295645900.0,673658861.0,16.89,28.4,20.0,45.56,397.0,0.0,102366129032.25809,319224098800.0,17627675483.0,309083508720.0,264812665502.0
아세아제지,00138729,002310,2021,B,969593253200.0,255172404299.0,93875118756.0,107163065303.0,6657677477.0,8.9,11.6,11.11111111111111,50.07,252.0,8.0,439704658569.75806,945734471576.0,108750683979.0,882326924993.0,731631749310.0
SH에너지화학,00136457,002360,2021,B,119629057587.0,27889955545.0,74330329.0,951057250.0,2103521067.0,311.0,,30.0,31.12,151.0,1.0,116803790829.39516,143762553714.0,-2034403970.0,117356594102.0,93584261789.0
화성산업,00174527,002460,2021,B,807965790439.0,390984899166.0,28631156224.0,36332643447.0,562100000.0,40.5,23.7,38.46153846153847,41.39,289.0,75.0,159987759516.12903,422231395444.0,-14507871895.0,580483863943.0,419259298814.0
제일파마홀딩스,00148443,002620,2021,B,892421378291.0,392107688415.0,-8974887678.0,-6129201543.0,155582493365.0,,7.19,37.5,73.16,37.0,0.0,321698861091.7339,762568056298.0,13403077573.0,887395067308.0,761996752116.0
TCC스틸,00117300,002710,2021,B,366996614848.0,211767465634.0,25597715868.0,39235029904.0,4649783143.0,12.08,,9.090909090909092,39.56,276.0,1.0,147361592741.9355,536651129324.0,7630670677.0,306758931554.0,431797912297.0
국제약품,00104722,002720,2021,B,139783046684.0,71195237941.0,-1675903581.0,-1110256528.0,1333272730.0,,,17.647058823529413,38.19,387.0,12.0,141069096317.3387,119745568736.0,9597051811.0,145625551890.0,130394720787.0
삼영무역,00127167,002810,2021,B,578816472113.0,114637439582.0,23951912869.0,54621104299.0,3195530548.0,24.04,31.28,30.0,44.55,55.0,1.0,286610011500.0,467033282055.0,8843804.0,533231525031.0,392435847933.0
한국쉘석유,00158149,002960,2021,B,165711579705.0,56156826918.0,38045978839.0,39253362522.0,36402130182.0,,,42.85714285714285,53.85,105.0,2.0,348255846774.19354,241388074436.0,24637736669.0,148607730718.0,200334946945.0
혜인,00165343,003010,2021,B,194738254040.0,92754854849.0,9391730485.0,7945971315.0,36402130182.0,25.6,24.6,11.11111111111111,21.98,279.0,2.0,81472817336.25,206356000000.0,23597853234.0,207882894058.0,217541000000.0
코오롱글로벌,00152880,003070,2021,B,2575745971605.0,1962370838378.0,186862116639.0,156135144927.0,78713718219.0,9.18,12.33,12.12121212121212,76.58,1247.0,861.0,587072826676.2097,2729820699306.0,199351271771.0,2469880906724.0,3928224323173.0
성보화학,00132725,003080,2021,B,172156874269.0,36424835178.0,1038402940.0,1794597045.0,179600624.0,173.4,-43.8,16.666666666666664,66.27,149.0,9.0,93211263306.4516,57675736223.0,11298206370.0,159209819595.0,51733628517.0
대웅,00111810,003090,2021,B,1929216825812.0,776674438964.0,182454302437.0,113211529134.0,231593541775.0,5.3,4.2,12.5,38.04,316.0,8.0,2166046642814.516,1511373580813.0,133175353198.0,1833668773483.0,1355337386745.0
디아이,00118275,003160,2021,B,248156661607.0,96098088340.0,16476140212.0,18355906635.0,13316420549.0,33.7,47.4,33.33333333333333,44.07,197.0,0.0,239621317124.8992,226567361019.0,-8022787418.0,228890877783.0,162257537446.0
대원제약,00111999,003220,2021,B,429579922427.0,211176224708.0,19425905258.0,17135969184.0,40442491476.0,61.2,18.3,40.0,38.67,1017.0,26.0,361959671575.4032,354176435161.0,22413390635.0,335214009972.0,308501015863.0
한진중공업홀딩스,00163673,003480,2021,B,1837801000000.0,1489201000000.0,44589000000.0,-5769000000.0,2585.0,-40.0,,50.0,48.37,6.0,1.0,137677985577.09677,888034000000.0,107764000000.0,1837185000000.0,795207000000.0
현대약품,00164706,004310,2021,B,163857416757.0,77257091879.0,-1571885028.0,-4020719384.0,36402130182.0,-26.3,54.2,20.0,23.59,356.0,8.0,216512903225.8065,139803000000.0,5132208831.0,157501805798.0,132966000000.0
세방,00133812,004360,2021,B,1244948679058.0,347791901690.0,29158209219.0,72077145627.0,23373326297.0,8.45,13.18,27.27272727272727,44.69,629.0,62.0,261539320354.8387,1057709412045.0,34761496862.0,1164648377717.0,842238652659.0
삼일씨엔에스,00109806,004440,2021,B,351874250938.0,74842756530.0,13578850935.0,655149532.0,36402130182.0,,,18.75,54.31,258.0,13.0,163121910317.98386,226606277092.0,-10858345441.0,326398475744.0,186070864887.0
삼화왕관,00129235,004450,2021,B,243315827604.0,99670369499.0,8091703884.0,4821796786.0,43029116670.0,160.24,152.44,10.0,51.34,213.0,12.0,90258924386.69354,149945172280.0,13698741420.0,246083352025.0,140269049517.0
세방전지,00133858,004490,2021,B,1684408564314.0,472409464073.0,99704951541.0,118648456804.0,10523450317.0,9.54,10.11,37.5,41.54,921.0,216.0,1238232258064.516,1352007672441.0,11592198208.0,1514339388641.0,1252791016185.0
깨끗한나라,00113492,004540,2021,B,598691300314.0,369204768817.0,13044857715.0,10000056896.0,5279764755.0,,9.8,8.333333333333332,40.05,593.0,8.0,201374542474.9597,578743925043.0,31366478807.0,563050290343.0,591566240710.0
동일산업,00172936,004890,2021,B,473764601980.0,71727779886.0,42048806893.0,57274249982.0,4085144853.0,19.8,48.6,25.0,56.42,225.0,25.0,256614150550.40323,464419157825.0,22580276619.0,417500512224.0,333283307254.0
조광페인트,00148920,004910,2021,B,347025302014.0,172513434410.0,-8796482623.0,-31128275843.0,1861989146.0,,,14.285714285714285,37.35,463.0,19.0,99728000000.0,238547800177.0,-4335913857.0,349970175149.0,201303245096.0
코스모신소재,00129989,005070,2021,B,348482657487.0,143034110908.0,21792842464.0,22398919240.0,36402130182.0,,,20.0,29.30,326.0,23.0,990127875519.1532,305893095000.0,26043953080.0,362322681514.0,204252718000.0
한창,00163716,005110,2021,B,134278397974.0,97276581394.0,-4720153512.0,-30996849418.0,60953489.0,,,14.285714285714285,7.48,27.0,0.0,87457548205.8871,35217986685.0,-3530202444.0,117760361319.0,25255946308.0
국동,00168331,005320,2021,B,168474550907.0,66109970105.0,-769194716.0,-4100834059.0,32551974.0,,12.15,9.090909090909092,0.0,113.0,0.0,168630339362.5605,226076662962.0,-25316836611.0,180700681914.0,253421044030.0
모나미,00121288,005360,2021,B,202507879594.0,97960468698.0,5064131360.0,22100921529.0,2766816703.0,12.09,,9.090909090909092,28.21,181.0,7.0,98246565701.27016,132235899435.0,4863279060.0,195681830769.0,127762922996.0
코스모화학,00160302,005420,2021,B,681344297906.0,378544444235.0,30483818557.0,28498606598.0,2500859469.0,,,30.0,33.0,214.0,5.0,381217106911.2904,512614348130.0,30392168684.0,668524454552.0,355501971405.0
한국공항,00156691,005430,2021,B,383887978055.0,93813700658.0,-902546870.0,410512797.0,6720966315.0,,,12.5,59.54,367.0,55.0,142014213640.12097,345532183624.0,15437820568.0,425353643316.0,303207421591.0
삼진제약,00128412,005500,2021,B,332495964826.0,98327946689.0,33911426198.0,34911238836.0,36402130182.0,34.65,35.3,9.67741935483871,12.85,713.0,11.0,362801209677.4194,250070355495.0,23967389567.0,269033497761.0,235164889488.0
삼영전자공업,00127200,005680,2021,B,543640907269.0,31882385986.0,15712130457.0,22566106167.0,712302241.0,35.2,43.8,28.57142857142857,33.40,452.0,23.0,240209677419.35483,238877794978.0,18766135317.0,513873621850.0,200568030314.0
파미셀,00145163,005690,2021,B,94332951458.0,30461552643.0,7862970352.0,9450907168.0,36402130182.0,,,25.0,9.41,120.0,1.0,938949903901.2096,51812000000.0,-5222199635.0,68324986471.0,33810000000.0
크라운해태홀딩스,00153126,005740,2021,B,1115739131697.0,626381107124.0,39307029722.0,20856601426.0,14499671036.0,34.0,6.5,12.5,55.02,58.0,29.0,148410608248.5887,928177931986.0,98144146132.0,1093370177549.0,923222519676.0
풍산홀딩스,00155531,005810,2021,B,1051956003593.0,155681920444.0,96828238680.0,200831677345.0,8513578750.0,7.9,56.8,14.285714285714285,40.05,266.0,36.0,281574893890.7258,191530804608.0,-12568612354.0,975300449801.0,123326360653.0
원림,00143794,005820,2021,B,170283437144.0,34844419311.0,3192709036.0,3142966511.0,2127002800.0,36.4,6.1,16.666666666666664,60.21,82.0,0.0,51344731012.09677,79683129520.0,-2213328373.0,177323381954.0,68366893076.0
휴니드테크놀러지스,00111421,005870,2021,B,267340261645.0,134159015866.0,13294091773.0,17496427787.0,36402130182.0,,,11.11111111111111,22.83,359.0,13.0,107643152287.2984,227701908000.0,-18270879384.0,247895607841.0,201269697000.0
대한해운,00113535,005880,2021,B,3859734558837.0,2341620168689.0,203921089342.0,323860972245.0,9859535849.0,,,20.0,53.53,155.0,16.0,873600573853.2258,1153843059443.0,319723281927.0,3345588771234.0,884078269341.0
이수화학,00145552,005950,2021,B,1168938576112.0,777122951530.0,82059895812.0,118726288542.0,36402130182.0,14.5,,6.25,32.42,394.0,27.0,366644023684.879,1703337116038.0,61009079607.0,969058837583.0,1313295206977.0
동원산업,00118026,006040,2021,B,6685167195507.0,4058408981430.0,508664037310.0,400991374325.0,193105207514.0,12.32,10.82,15.384615384615383,63.30,1400.0,34.0,922079505564.516,7602999659514.0,332971478154.0,6069215482012.0,7010938270327.0
삼아알미늄,00126779,006110,2021,B,227237960938.0,105209850404.0,15447143092.0,14978903722.0,968654547.0,18.1,31.3,15.384615384615383,46.54,268.0,38.0,198845846774.1936,252965524544.0,15829600786.0,207542630255.0,197013476791.0
한국전자홀딩스,00159254,006200,2021,B,463627852404.0,153728383077.0,38507381292.0,28613110815.0,1846566698.0,,,25.0,39.18,38.0,0.0,68476384969.80645,331176392129.0,34548439820.0,412243672684.0,221480449265.0
대구백화점,00108977,006370,2021,B,486599801677.0,232567470102.0,-18071441256.0,-23385966696.0,139266468.0,,,50.0,29.06,162.0,9.0,118915541520.96774,81794091565.0,-18428482258.0,508655892815.0,91109594906.0
카프로,00159810,006380,2021,B,395298176361.0,269292140892.0,3603080373.0,1865287063.0,36402130182.0,,,37.5,12.75,248.0,13.0,175421774193.5484,582429000000.0,-33772071884.0,312112377036.0,254723000000.0
대한유화,00260383,006650,2021,B,2478873031267.0,449738749493.0,179414039346.0,198183234594.0,8910499996.0,14.4,14.6,15.0,39.87,823.0,12.0,1673356854838.7097,2514851601517.0,309011528516.0,2127550340179.0,1882733375675.0
영풍제지,00141404,006740,2021,B,209596339151.0,77558898577.0,8098496224.0,7696196880.0,709940744.0,11.06,8.23,37.5,54.44,97.0,3.0,158766701612.90323,120612511549.0,11848211475.0,202117557861.0,98155184916.0
벽산,00122898,007210,2021,B,505440465430.0,215128919293.0,8544877436.0,2885757611.0,4169246547.0,,,33.33333333333333,30.27,303.0,9.0,252186072580.6452,471429017552.0,7412156952.0,464447679592.0,439527942111.0
한국특강,00124090,007280,2021,B,458713983250.0,316723246212.0,40011466223.0,33204735721.0,36402130182.0,,,0.0,49.19,474.0,8.0,160889960288.46774,691525200.0,3898185550.0,352334774768.0,415313517.0
샘표,00130091,007540,2021,B,442738148712.0,129328226708.0,21904156438.0,26029433456.0,30649934768.0,1.9,1.3,25.0,48.44,2.0,0.0,144268913467.74194,348963423665.0,33191534150.0,381155550117.0,319076436534.0
국도화학,00104388,007690,2021,B,1416366191782.0,601421179530.0,204707042943.0,210410743302.0,24802611643.0,12.05,22.21,6.122448979591836,24.58,569.0,2.0,467428717216.129,1577111746723.0,-25929996085.0,930557566476.0,1132659694859.0
코리아써키트,00152686,007810,2021,B,1064620686323.0,412634244757.0,85112839470.0,89483974797.0,2282920529.0,,,3.4482758620689653,51.96,126.0,211.0,366669299041.3306,1424168502751.0,66837179704.0,921746308017.0,902121287287.0
태평양물산,00154329,007980,2021,B,764951831942.0,600094345016.0,1375375954.0,-14156769066.0,6950127330.0,,,11.11111111111111,32.78,422.0,13.0,116575392219.13309,892927654015.0,-43664200703.0,675981152946.0,785040341658.0
사조동아원,00137252,008040,2021,B,448788964545.0,237036708824.0,19110101101.0,4420554839.0,2040831361.0,,,25.0,52.19,314.0,11.0,181201209827.4193,412139560765.0,-4971809037.0,446436770794.0,387603620092.0
서흥,00131692,008490,2021,B,809954854056.0,380086403113.0,69603625435.0,74848835599.0,7092928104.0,10.4,9.4,3.4482758620689653,52.77,871.0,0.0,594710720261.492,596733152009.0,66850062699.0,765989775630.0,553012153653.0
율촌화학,00145260,008730,2021,B,666716497526.0,320650272517.0,11020409544.0,10531558316.0,17375732855.0,146.7,61.5,8.333333333333332,65.12,793.0,27.0,558675000000.0,538734197699.0,33879956325.0,613344958708.0,520654569706.0
케이씨티시,00103042,009070,2021,B,532345388768.0,303256153532.0,29603505899.0,26468774120.0,1937835267.0,8.81,11.5,12.5,23.32,392.0,37.0,203722379032.2581,694737899435.0,33161531629.0,441446350623.0,488733779599.0
SIMPAC,00138260,009160,2021,B,903229593071.0,356567304436.0,106401536463.0,115662132171.0,4139592701.0,40.0,10.1,20.0,59.99,479.0,32.0,353734916592.3387,613012779571.0,63747132643.0,737277692318.0,365863303046.0
신원,00136864,009270,2021,B,503617026076.0,292127409030.0,21639200846.0,16253891316.0,6359542548.0,33.4,,6.451612903225806,22.96,609.0,72.0,187513150977.3387,879417586200.0,-12011175123.0,405804841335.0,694296869487.0
광동제약,00103592,009290,2021,B,883845298043.0,356600480140.0,44935683503.0,34328684970.0,16710593134.0,16.1,13.6,11.11111111111111,17.64,1011.0,31.0,449601802060.64514,1338181554321.0,54939860179.0,830643378837.0,1243769596221.0
참엔지니어링,00153621,009310,2021,B,699101612738.0,613458318110.0,2623050818.0,216011030.0,3473578864.0,,,11.76470588235294,29.42,237.0,2.0,81023525070.16129,150562978171.0,-6874216927.0,750575298187.0,168672528847.0
한올바이오파마,00162586,009420,2021,B,198477805328.0,34985661619.0,10099118837.0,8702090321.0,19096113232.0,,,27.27272727272727,31.00,299.0,8.0,1217712419961.2903,101594443691.0,839871903.0,220132430899.0,88602270090.0
KC그린홀딩스,00159971,009440,2021,B,906605618427.0,646639158815.0,27353738310.0,24643733060.0,7226144550.0,57.2,,28.57142857142857,47.59,16.0,0.0,114378594003.2258,603964125539.0,96809818755.0,776133685180.0,561887908034.0
모토닉,00151128,009680,2021,B,447982644765.0,29163386445.0,14355454772.0,18658766461.0,281865688.0,73.01,58.82,14.285714285714285,38.83,277.0,1.0,396270120967.74194,196083915586.0,22036164481.0,442437586413.0,178557667313.0
