회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름
조광페인트,00148920,004910,2021,B,"347,025,302,014","172,513,434,410","-8,796,482,623","-31,128,275,843",1861989146.0,,,14.285714285714285,37.35,463.0,19.0,99728000000.0,238547800177,-4335913857.0
코스모신소재,00129989,005070,2021,B,"348,482,657,487","143,034,110,908","21,792,842,464","22,398,919,240",36402130182.0,,,20.0,29.30,326.0,23.0,990127875519.1532,"305,893,095000","26,043,953,080"
한창,00163716,005110,2021,B,"134,278,397,974","97,276,581,394","-4,720,153,512","-30,996,849,418",60953489.0,,,14.285714285714285,7.48,27.0,0.0,87457548205.8871,35217986685,-3530202444.0
국동,00168331,005320,2021,B,"168,474,550,907","66,109,970,105","-769,194,716","-4,100,834,059",32551974.0,,12.15,9.090909090909092,0.0,113.0,0.0,168630339362.5605,226076662962,-25316836611.0
모나미,00121288,005360,2021,B,"202,507,879,594","97,960,468,698","5,064,131,360","22,100,921,529",2766816703.0,12.09,,9.090909090909092,28.21,181.0,7.0,98246565701.27016,132235899435,4863279060.0
코스모화학,00160302,005420,2021,B,"681,344,297,906","378,544,444,235","30,483,818,557","28,498,606,598",2500859469.0,,,30.0,33.0,214.0,5.0,381217106911.2904,512614348130,30392168684.0
한국공항,00156691,005430,2021,B,"383,887,978,055","93,813,700,658","-902,546,870","410,512,797",6720966315.0,,,12.5,59.54,367.0,55.0,142014213640.12097,345532183624,15437820568.0
삼진제약,00128412,005500,2021,B,"332,495,964,826","98,327,946,689","33,911,426,198","34,911,238,836",36402130182.0,34.65,35.3,9.67741935483871,12.85,713.0,11.0,362801209677.4194,250070355495,23967389567.0
삼영전자공업,00127200,005680,2021,B,"543,640,907,269","31,882,385,986","15,712,130,457","22,566,106,167",712302241.0,35.2,43.8,28.57142857142857,33.40,452.0,23.0,240209677419.35483,238877794978,18766135317.0
파미셀,00145163,005690,2021,B,"94,332,951,458","30,461,552,643","7,862,970,352","9,450,907,168",36402130182.0,,,25.0,9.41,120.0,1.0,938949903901.2096,"51,812000000","(5,222,199,635)"
크라운해태홀딩스,00153126,005740,2021,B,"1,115,739,131,697","626,381,107,124","39,307,029,722","20,856,601,426",14499671036.0,34.0,6.5,12.5,55.02,58.0,29.0,148410608248.5887,928177931986,98144146132.0
풍산홀딩스,00155531,005810,2021,B,"1,051,956,003,593","155,681,920,444","96,828,238,680","200,831,677,345",8513578750.0,7.9,56.8,14.285714285714285,40.05,266.0,36.0,281574893890.7258,191530804608,-12568612354.0
원림,00143794,005820,2021,B,"170,283,437,144","34,844,419,311","3,192,709,036","3,142,966,511",2127002800.0,36.4,6.1,16.666666666666664,60.21,82.0,0.0,51344731012.09677,79683129520,-2213328373.0
휴니드테크놀러지스,00111421,005870,2021,B,"267,340,261,645","134,159,015,866","13,294,091,773","17,496,427,787",36402130182.0,,,11.11111111111111,22.83,359.0,13.0,107643152287.2984,"227,701,908000","(18,270,879,384)"
대한해운,00113535,005880,2021,B,"3,859,734,558,837","2,341,620,168,689","203,921,089,342","323,860,972,245",9859535849.0,,,20.0,53.53,155.0,16.0,873600573853.2258,1153843059443,319723281927.0
이수화학,00145552,005950,2021,B,"1,168,938,576,112","777,122,951,530","82,059,895,812","118,726,288,542",36402130182.0,14.5,,6.25,32.42,394.0,27.0,366644023684.879,1703337116038,61009079607.0
동원산업,00118026,006040,2021,B,"6,685,167,195,507","4,058,408,981,430","508,664,037,310","400,991,374,325",193105207514.0,12.32,10.82,15.384615384615383,63.30,1400.0,34.0,922079505564.516,7602999659514,332971478154
삼아알미늄,00126779,006110,2021,B,"227,237,960,938","105,209,850,404","15,447,143,092","14,978,903,722",968654547.0,18.1,31.3,15.384615384615383,46.54,268.0,38.0,198845846774.19357,252965524544,15829600786.0
한국전자홀딩스,00159254,006200,2021,B,"463,627,852,404","153,728,383,077","38,507,381,292","28,613,110,815",1846566698.0,,,25.0,39.18,38.0,0.0,68476384969.80645,331176392129,34548439820.0
대구백화점,00108977,006370,2021,B,"486,599,801,677","232,567,470,102","-18,071,441,256","-23,385,966,696",139266468.0,,,50.0,29.06,162.0,9.0,118915541520.96774,81794091565,-18428482258.0
카프로,00159810,006380,2021,B,"395,298,176,361","269,292,140,892","3,603,080,373","1,865,287,063",36402130182.0,,,37.5,12.75,248.0,13.0,175421774193.5484,"582,429000000","(33,772,071,884)"
대한유화,00260383,006650,2021,B,"2,478,873,031,267","449,738,749,493","179,414,039,346","198,183,234,594",8910499996.0,14.4,14.6,15.0,39.87,823.0,12.0,1673356854838.7097,2514851601517,309011528516.0
영풍제지,00141404,006740,2021,B,"209,596,339,151","77,558,898,577","8,098,496,224","7,696,196,880",709940744.0,11.06,8.23,37.5,54.44,97.0,3.0,158766701612.90323,120612511549,11848211475.0
벽산,00122898,007210,2021,B,"505,440,465,430","215,128,919,293","8,544,877,436","2,885,757,611",4169246547.0,,,33.33333333333333,30.27,303.0,9.0,252186072580.6452,471429017552,7412156952.0
한국특강,00124090,007280,2021,B,"458,713,983,250","316,723,246,212","40,011,466,223","33,204,735,721",36402130182.0,,,0.0,49.19,474.0,8.0,160889960288.46774,"691,525,200","3,898,185,550"
샘표,00130091,007540,2021,B,"442,738,148,712","129,328,226,708","21,904,156,438","26,029,433,456",30649934768.0,1.9,1.3,25.0,48.44,2.0,0.0,144268913467.74194,348963423665,33191534150.0
국도화학,00104388,007690,2021,B,"1,416,366,191,782","601,421,179,530","204,707,042,943","210,410,743,302",24802611643.0,12.05,22.21,6.122448979591836,24.58,569.0,2.0,467428717216.129,1577111746723,-25929996085.0
코리아써키트,00152686,007810,2021,B,"1,064,620,686,323","412,634,244,757","85,112,839,470","89,483,974,797",2282920529.0,,,3.4482758620689653,51.96,126.0,211.0,366669299041.3306,1424168502751,66837179704.0
태평양물산,00154329,007980,2021,B,"764,951,831,942","600,094,345,016","1,375,375,954","-14,156,769,066",6950127330.0,,,11.11111111111111,32.78,422.0,13.0,116575392219.13309,892927654015,-43664200703.0
사조동아원,00137252,008040,2021,B,"448,788,964,545","237,036,708,824","19,110,101,101","4,420,554,839",2040831361.0,,,25.0,52.19,314.0,11.0,181201209827.4193,412139560765,-4971809037.0
서흥,00131692,008490,2021,B,"809,954,854,056","380,086,403,113","69,603,625,435","74,848,835,599",7092928104.0,10.4,9.4,3.4482758620689653,52.77,871.0,0.0,594710720261.492,596733152009,66850062699.0
율촌화학,00145260,008730,2021,B,"666,716,497,526","320,650,272,517","11,020,409,544","10,531,558,316",17375732855.0,146.7,61.5,8.333333333333332,65.12,793.0,27.0,558675000000.0,538734197699,33879956325.0
케이씨티시,00103042,009070,2021,B,"532,345,388,768","303,256,153,532","29,603,505,899","26,468,774,120",1937835267.0,8.81,11.5,12.5,23.32,392.0,37.0,203722379032.2581,694737899435,33161531629.0
SIMPAC,00138260,009160,2021,B,"903,229,593,071","356,567,304,436","106,401,536,463","115,662,132,171",4139592701.0,40.0,10.1,20.0,59.99,479.0,32.0,353734916592.3387,613012779571,63747132643.0
신원,00136864,009270,2021,B,"503,617,026,076","292,127,409,030","21,639,200,846","16,253,891,316",6359542548.0,33.4,,6.451612903225806,22.96,609.0,72.0,187513150977.3387,879417586200,-12011175123.0
광동제약,00103592,009290,2021,B,"883,845,298,043","356,600,480,140","44,935,683,503","34,328,684,970",16710593134.0,16.1,13.6,11.11111111111111,17.64,1011.0,31.0,449601802060.64514,1338181554321,54939860179.0
참엔지니어링,00153621,009310,2021,B,"699,101,612,738","613,458,318,110","2,623,050,818","216,011,030",3473578864.0,,,11.76470588235294,29.42,237.0,2.0,81023525070.16129,150562978171,-6874216927.0
한올바이오파마,00162586,009420,2021,B,"198,477,805,328","34,985,661,619","10,099,118,837","8,702,090,321",19096113232.0,,,27.27272727272727,31.00,299.0,8.0,1217712419961.2903,101594443691,839871903.0
KC그린홀딩스,00159971,009440,2021,B,"906,605,618,427","646,639,158,815","27,353,738,310","24,643,733,060",7226144550.0,57.2,,28.57142857142857,47.59,16.0,0.0,114378594003.2258,603964125539,96809818755.0
모토닉,00151128,009680,2021,B,"447,982,644,765","29,163,386,445","14,355,454,772","18,658,766,461",281865688.0,73.01,58.82,14.285714285714285,38.83,277.0,1.0,396270120967.74194,196083915586,22036164481.0
한국내화,00160205,010040,2021,B,"357,947,858,446","104,085,579,685","8,589,133,409","7,376,330,584",11426202023.0,21.8,53.0,7.6923076923076925,55.01,585.0,0.0,149909591602.3387,271738137334,16163350029.0
고려아연,00102858,010130,2021,B,"9,964,048,634,649","2,229,814,171,825","1,096,146,343,693","1,139,080,147,683",123332181049.0,43.58,46.27,15.0,48.53,65.0,102.0,8870992439516.129,9976776443636,606883888565.0
웰바이오텍,00141273,010600,2021,B,"136,826,786,107","103,519,878,566","-3,903,266,061","-20,889,220,187",4993531612.0,0.0,0.0,25.0,8.79,21.0,0.0,141111501743.9516,121623324836,712970119.0
평화홀딩스,00155124,010770,2021,B,"518,123,304,203","417,006,666,018","7,598,932,267","-14,145,321,929",2460485939.0,,,25.0,52.33,81.0,0.0,65738226119.07258,627732854800,16883746274.0
에넥스,00139764,011090,2021,B,"132,906,035,780","66,492,066,022","-12,333,342,296","10,688,183,906",1423200852.0,,,0.0,29.24,283.0,0.0,151657900840.8871,201771691421,-19290753092.0
CJ씨푸드,00129013,011150,2021,B,"133,389,814,204","66,278,139,549","4,499,170,288","2,681,834,264",36402130182.0,,,20.0,46.26,391.0,36.0,158364881997.5,"162,143000000","10,911,064,508"
유니켐,00137207,011330,2021,B,"335,857,580,519","207,896,480,969","9,505,608,489","2,687,148,104",11148852878.0,61.0,30.3,6.25,17.59,313.0,0.0,107940763573.30646,123343369769,25847100293.0
STX,00138297,011810,2021,B,"676,149,000,000","553,619,000,000","9,040,000,000","-19,666,000,000",2198.0,,,12.5,-,79.0,3.0,135757485358.83064,925509000000,-12528000000.0
신성이엔지,00136271,011930,2021,B,"476,656,365,404","268,618,296,776","2,386,598,711","-17,537,272,629",36402130182.0,,,12.5,21.73,427.0,10.0,558822935563.992,454523692263,-21302798420.0
DB,00163345,012030,2021,B,"601,998,919,354","164,214,796,554","23,472,667,404","28,053,109,504",65141177627.0,0.0,0.0,16.666666666666664,43.83,356.0,57.0,200068287553.7137,326914604920,18587524770.0
영흥,00141477,012160,2021,B,"518,961,056,304","321,035,329,574","6,673,541,769","3,386,916,366",19680429553.0,,,25.0,29.86,402.0,46.0,114095159095.53226,408602830681,-10738174506.0
더존비즈온,00172291,012510,2021,B,"900,314,202,568","398,587,975,843","71,173,064,598","71,814,850,465",54171617788.0,30.0,29.0,28.57142857142857,34.61,557.0,24.0,2745552643639.9194,318746985620,60737244148.0
모나리자,00173102,012690,2021,B,"93,955,501,189","18,723,654,428","3,433,504,342","3,848,063,629",36402130182.0,,34.6,25.0,50.99,189.0,7.0,172451163093.5484,"106,39900000","10,925,776,111"
일성건설,00146232,013360,2021,B,"379,287,373,622","269,946,371,059","10,807,385,076","2,918,747,089",1271754910.0,,,8.333333333333332,63.88,320.0,79.0,193155284169.35483,416181928384,12570534251.0
디와이,00117179,013570,2021,B,"859,972,554,946","361,846,877,297","46,788,190,051","26,810,779,162",4570596812.0,,,12.5,40.51,52.0,1.0,153379783858.5484,998349819087,26102931736.0
영보화학,00140779,014440,2021,B,"179,898,107,295","24,685,849,929","4,369,192,311","3,737,121,252",5480980843.0,55.69,51.46,16.666666666666664,60.90,262.0,0.0,91088709677.41936,76803020296,16902285363.0
극동유화,00105156,014530,2021,B,"321,935,348,473","139,852,066,541","20,485,805,841","16,538,451,513",2150001628.0,47.2,61.1,15.384615384615383,43.36,114.0,2.0,155600568675.0,964831742550,-14225849529.0
사조씨푸드,00124780,014710,2021,B,"336,930,664,881","106,936,374,686","14,004,313,349","13,182,544,075",36402130182.0,10.49,,37.5,56.30,231.0,0.0,100269199687.31854,"174,614,930","12,999,397,658"
동원시스템즈,00132637,014820,2021,B,"1,492,014,739,252","826,642,450,395","89,997,435,703","65,231,529,527",58927826785.0,36.49,25.03,6.666666666666667,81.54,1656.0,35.0,1312687252519.758,1250882270311,85301677323.0
대창단조,00112679,015230,2021,B,"298,478,418,840","71,311,980,778","29,506,417,898","36,863,983,404",1348846648.0,13.12,17.54,50.0,44.07,102.0,2.0,113718627506.0484,354439661796,-13449641847.0
태경산업,00153339,015890,2021,B,"584,726,245,924","199,247,650,821","40,591,835,560","37,357,770,959",25220346568.0,42.29,183.14,12.5,63.54,255.0,0.0,190578521471.7742,516770864906,61684300404.0
대현,00113614,016090,2021,B,"280,081,122,058","59,050,547,416","22,414,773,991","24,094,494,167",36402130182.0,20.7,19.7,27.27272727272727,47.28,452.0,8.0,113310039078.0242,"287,896,441,056","30,688,795,560"
한세예스24홀딩스,00161976,016450,2021,B,"2,241,273,059,610","1,291,920,827,286","134,681,974,504","130,409,997,443",74458327938.0,24.36,13.93,30.0,79.86,30.0,2.0,344325806451.6129,2798895736344,-67749929664.0
환인제약,00166573,016580,2021,B,"353,188,871,835","35,963,186,455","31,275,795,116","33,881,528,304",2969117448.0,17.18,19.58,27.27272727272727,21.90,480.0,29.0,360286355911.29034,177775700611,35317945225.0
대성홀딩스,00108940,016710,2021,B,"1,244,012,863,048","647,101,706,869","21,148,138,997","31,886,127,293",3076868618.0,16.7,8.4,42.85714285714285,72.74,39.0,0.0,584173871559.0726,938585207962,68159768467.0
두올,00119672,016740,2021,B,"424,141,554,671","226,828,876,123","25,296,758,456","24,262,752,796",43424705706.0,16.71,45.42,28.57142857142857,40.39,491.0,18.0,135828601099.19354,495632646209,27179838021.0
퍼시스,00161709,016800,2021,B,"575,484,571,263","77,976,680,373","28,653,226,539","59,740,863,426",36402130182.0,22.37,26.96,22.22222222222222,54.71,208.0,7.0,417480141129.0323,326505279504,56099747353.0
웅진,00143651,016880,2021,B,"1,065,994,370,493","845,476,888,061","42,952,922,677","36,691,978,044",82804886357.0,,,28.57142857142857,29.72,648.0,177.0,178648707930.84677,979866235586,109542943999.0
명문제약,00121039,017180,2021,B,"223,263,081,737","137,389,372,750","-5,880,803,085","-6,598,119,107",247389263.0,,,7.6923076923076925,20.58,306.0,10.0,190185891490.1613,137759902074,854995948.0
우신시스템,00142883,017370,2021,B,"309,605,708,018","220,358,554,970","-11,486,951,348","-13,090,309,106",2717115227.0,,,12.5,37.31,235.0,12.0,94051898163.99191,262337789266,30160280556.0
광전자,00152729,017900,2021,B,"238,961,555,432","28,253,535,695","6,916,463,299","12,810,383,021",509184814.0,22.8,,25.0,55.48,876.0,27.0,158368715470.40323,173773675132,-1308095781.0
조일알미늄,00149239,018470,2021,B,"347,937,579,509","181,069,784,517","18,279,237,886","16,851,107,957",36402130182.0,,,37.5,54.90,346.0,47.0,143112702438.56854,"466,932000000","(28,053,513,184)"
신풍제약,00137359,019170,2021,B,"398,349,774,820","38,025,374,676","-14,306,402,883","-8,985,644,900",8970637865.0,,102.18,28.57142857142857,28.2,804.0,9.0,3767745546967.7417,189237234928,-71027968122.0
티에이치엔,00118965,019180,2021,B,"339,937,205,990","252,248,094,482","19,836,086,525","23,705,707,320",1137800582.0,5.4,-3.1,5.555555555555555,42.80,447.0,25.0,66842419354.83871,402733099165,-790644391.0
키다리스튜디오,00140131,020120,2021,B,"290,122,174,756","67,350,906,744","6,921,869,365","4,346,042,796",16330742959.0,,,10.0,60.67,193.0,0.0,461936101297.379,119118155904,17275838074.0
일진디스플,00198697,020760,2021,B,"117,460,183,728","106,734,301,751","-35,456,269,910","-41,355,217,398",275160741.0,,,0.0,45.75,209.0,0.0,142023808672.09677,101440583884,-25542393830.0
서원,00131197,021050,2021,B,"293,365,978,377","154,493,744,413","15,126,656,228","19,291,200,453",36402130182.0,4.8,,12.5,38.69,141.0,0.0,119353607847.37904,"261,636000000","(11,731,983,556)"
MH에탄올,00121534,023150,2021,B,"451,460,751,811","366,757,413,224","23,335,312,777","11,567,973,971",5070191696.0,38.5,33.4,11.11111111111111,44.43,50.0,3.0,76232966992.01613,102066936941,26371474582.0
한국종합기술,00159500,023350,2021,B,"339,419,339,331","197,119,259,846","7,156,139,977","14,601,016,600",36402130182.0,9.4,16.1,7.142857142857142,53.62,1028.0,437.0,86675652217.74193,"268,252000000","14,839,627,942"
대원화성,00112022,024890,2021,B,"135,832,581,638","64,820,560,068","-8,431,253,759","-8,561,150,021",920901066.0,,,40.0,46.72,163.0,0.0,132279211047.74191,113339078287,-7359460547.0
에스제이엠홀딩스,00181943,025530,2021,B,"329,167,359,802","66,104,871,319","7,916,703,256","12,219,179,374",14897727610.0,74.8,45.2,16.666666666666664,63.90,5.0,0.0,59562905899.19355,149668812660,-753871586.0
이구산업,00145464,025820,2021,B,"323,941,424,422","201,231,109,378","35,627,429,435","28,590,914,435",36402130182.0,7.9,52.9,33.33333333333333,51.40,145.0,46.0,122897327298.3871,"334,357000000","(9,961,240,436)"
남해화학,00107987,025860,2021,B,"719,110,524,869","247,508,235,172","20,481,749,724","24,456,579,339",36402130182.0,13.28,15.32,63.63636363636363,56.02,469.0,24.0,508537075733.6694,1451884407283,-118071166535.0
세하,00133706,027970,2021,B,"195,333,621,254","97,387,326,902","13,286,618,165","11,716,760,708",36402130182.0,,,9.090909090909092,50.73,270.0,0.0,111705869964.53629,"204,435000000","16,698,311,521"
케이씨,00209780,029460,2021,B,"964,515,631,018","217,210,673,927","65,483,256,978","84,697,875,091",10252711369.0,7.1,7.8,9.523809523809524,40.67,198.0,8.0,347038179803.2258,553763394521,10861751502.0
롯데관광개발,00231372,032350,2021,B,"1,302,424,556,614","1,249,736,890,563","-131,250,266,093","-208,390,846,821",50900475940.0,,,9.090909090909092,45.52,1277.0,17.0,1317201291846.3708,107071758778,-50901377865.0
유나이티드,00158963,033270,2021,B,"380,032,751,461","79,323,819,798","33,225,316,258","39,483,228,201",36402130182.0,19.17,19.52,21.428571428571427,37.01,824.0,0.0,848346526961.2903,"221,040000000","44,085,211,246"
세종공업,00134510,033530,2021,B,"1,180,100,054,496","777,174,141,277","-2,733,378,251","-7,027,050,985",38410014974.0,-31.7,-7.5,5.88235294117647,43.87,697.0,10.0,271441487495.92743,1548249404788,44175833114.0
무학,00121543,033920,2021,B,"646,644,149,778","148,103,724,720","-890,929,326","-17,966,432,267",311000000.0,-37.99,30.78,42.85714285714285,61.24,264.0,181.0,241758145161.2903,126928339596,47624502871.0
SBS,00130772,034120,2021,B,"1,462,149,708,150","740,552,349,472","172,342,279,338","179,533,094,312",20485977060.0,13.0,,42.85714285714285,36.92,943.0,30.0,738891015043.5483,1049034569606,140125098985.0
상신브레이크,00129642,041650,2021,B,"493,641,121,647","305,186,257,724","12,201,673,255","14,773,620,338",2189012961.0,15.8,-36.3,15.0,47.01,623.0,17.0,95427608485.8871,397023068047,20456787482.0
유니온머티리얼,00369833,047400,2021,B,"186,669,511,383","102,788,774,092","-848,992,713","1,576,587,443",1417549876.0,270.2,,11.11111111111111,44.07,310.0,0.0,156831895161.2903,118261478442,3329002118.0
우진플라임,00303217,049800,2021,B,"276,360,691,146","194,240,950,584","16,624,863,041","18,846,290,860",826551884.0,4.44,12.9,20.0,40.8,528.0,0.0,79843145161.29033,233989445051,21359974415.0
한전KPS,00159218,051600,2021,B,"1,426,920,122,047","314,925,081,583","123,989,281,498","135,940,823,505",8538544276.0,54.7,59.2,50.0,51.00,587.0,227.0,1675814516129.0322,1380553428993,133292560696.0
다스코,00353878,058730,2021,B,"298,527,299,745","173,177,982,800","4,312,963,481","-1,163,969,047",6375345089.0,,,16.666666666666664,40.29,238.0,9.0,88400826832.29839,363600169196,-11159092453.0
SNT모티브,00398792,064960,2021,B,"1,149,796,359,145","292,219,245,100","91,595,252,246","109,466,634,935",13346360622.0,27.8,40.4,20.0,40.03,698.0,28.0,862585183012.9032,941744683893,59647721979.0
대호에이엘,00428729,069460,2021,B,"145,025,262,064","76,000,081,956","1,819,870,720","-3,485,660,015",36402130182.0,,,20.0,19.48,165.0,0.0,133335826952.1371,143401758272,-3831573160
하이스틸,00435312,071090,2021,B,"259,714,571,728","121,886,837,916","14,638,314,816","13,944,409,653",1449304566.0,,,8.333333333333332,53.04,192.0,8.0,61532954448.3871,226150662388,578762682.0
코아스,00210856,071950,2021,B,"79,299,245,941","60,259,190,280","-4,666,241,262","-5,274,525,234",1680090885.0,,,15.384615384615383,27.10,244.0,29.0,39862823349.19355,110769785777,1937094735.0
STX중공업,00406046,071970,2021,B,"430,406,730,156","276,445,468,016","-8,032,257,079","-2,125,012,290",3897108478.0,,,18.181818181818183,65.44,240.0,8.0,155196774295.32257,137403818447,13475982627.0
유니퀘스트,00414601,077500,2021,B,"490,332,217,891","181,823,563,167","24,548,653,862","76,726,041,363",16021787723.0,12.76,13.96,42.85714285714285,44.96,190.0,0.0,312055471784.2742,590983230900,9789178606.0
그린케미칼,00454946,083420,2021,B,"211,689,251,240","88,296,552,358","20,850,251,543","21,863,388,653",36402130182.0,32.22,47.36,11.11111111111111,65.26,165.0,3.0,288172258064.5161,"286,224000000","15,654,812,185"
대한제강,00113225,084010,2021,B,"1,232,437,581,471","512,229,905,753","201,800,787,108","220,221,204,974",5054730188.0,6.0,9.0,9.090909090909092,46.34,394.0,4.0,448451300409.6774,2030305293579,147565209340.0
동양고속,00540641,084670,2021,B,"168,829,554,468","84,315,063,665","-22,023,394,046","-30,517,796,428",36402130182.0,,-8.01,33.33333333333333,47.52,670.0,12.0,66023059688.508064,81175925442,-12664158942.0
티비에이치글로벌,00409672,084870,2021,B,"117,022,490,325","62,327,748,051","5,337,805,554","-23,097,122,395",36402130182.0,,,7.142857142857142,50.02,293.0,17.0,48968531109.0121,188075549588,19764602752.0
평화산업,00573579,090080,2021,B,"220,115,437,716","194,125,631,930","5,916,278,187","471,241,369",995357733.0,,,23.07692307692308,62.79,725.0,81.0,87665403438.32661,424123466253,9390966120.0
티웨이항공,00671376,091810,2021,B,"735,047,689,453","687,706,321,881","-148,326,842,134","-198,361,672,689",2003652772.0,,,20.0,52.99,2013.0,118.0,373863937754.95966,214395239315,35096014913.0
KEC,00589127,092220,2021,B,"400,589,167,116","121,440,786,125","26,525,638,383","11,196,236,558",66459757.0,,,20.0,36.85,574.0,48.0,323221532917.9234,267472591083,27220832885.0
KPX홀딩스,00587466,092230,2021,B,"1,814,858,039,334","445,438,442,973","54,144,022,659","112,681,101,245",14060678937.0,25.5,9.0,12.5,50.92,22.0,0.0,276070395182.25806,1238702229927,-23808884612.0
동양피스톤,00117726,092780,2021,B,"362,628,219,316","249,350,068,131","10,313,756,467","9,575,493,677",3583488313.0,10.66,-10.33,42.85714285714285,55.79,519.0,38.0,89254547512.90323,354590526034,13813522173.0
LF,00593032,093050,2021,B,"2,541,137,894,593","1,042,768,391,210","158,865,864,141","199,358,049,804",221438200808.0,14.4,82.2,8.333333333333332,44.81,909.0,87.0,523378314516.129,1793103979720,310313177851.0
AJ네트웍스,00365387,095570,2021,B,"1,355,044,449,955","992,534,361,837","48,071,717,838","22,290,237,581",27941557766.0,15.7,,15.384615384615383,54.79,479.0,9.0,250591790042.5403,981947656833,-11318072318.0
JW홀딩스,00632304,096760,2021,B,"1,065,779,475,044","760,956,330,503","68,728,818,585","32,487,610,886",179850492277.0,135.5,176.3,15.789473684210526,50.13,142.0,6.0,304645256065.64514,788936980895,109644020382.0
비상교육,00520887,100220,2021,B,"271,514,539,939","71,577,714,119","7,742,344,856","8,754,641,766",25576084990.0,44.67,,20.0,54.44,666.0,62.0,115127018401.69354,215573813894,19634303812.0
SNT에너지,00648721,100840,2021,B,"332,143,487,939","87,294,231,899","13,280,960,143","16,397,255,936",639148425.0,41.5,55.1,20.0,55.93,187.0,0.0,147402443113.9113,171088093279,29859821491.0
해태제과식품,00428321,101530,2021,B,"654,856,443,051","395,102,131,054","26,022,114,822","5,779,850,711",121966665089.0,,19.3,15.384615384615383,71.00,519.0,29.0,260580294049.7581,567703451336,60889392730.0
이연제약,00145598,102460,2021,B,"477,978,172,163","232,741,035,733","3,739,195,891","5,844,762,014",4226614319.0,82.41,90.11,12.0,61.7,494.0,7.0,685800942791.5322,142801367549,11684528352.0
한국철강,00687711,104700,2021,B,"908,707,497,640","186,519,007,034","103,286,644,200","126,689,772,795",36402130182.0,9.98,,27.27272727272727,52.70,358.0,0.0,431146838709.6774,"886,650000000","52,059,221,625"
한세실업,00728638,105630,2021,B,"1,216,241,000,843","751,823,859,857","106,694,162,989","98,364,816,581",6536009864.0,29.14,25.16,14.285714285714285,56.66,561.0,0.0,872403225806.4517,1671997051772,-153900419987.0
우진,00173944,105840,2021,B,"229,794,619,014","70,225,425,898","8,369,873,909","-7,743,562,388",17212350892.0,-25.3,5.8,40.0,37.18,153.0,4.0,143746684447.62097,107647372733,4979553534.0
컨버즈,00753643,109070,2021,B,"33,044,552,713","23,434,918,940","-1,408,564,353","-989,305,700",3807840438.0,,,27.77777777777778,20.42,53.0,0.0,60891306477.82258,39946492326,1641720569.0
씨에스윈드,00670340,112610,2021,B,"1,771,100,878,925","827,324,537,109","101,124,410,465","90,736,398,479",124611977454.0,38.21,56.0,14.285714285714285,52.44,93.0,3.0,2964597455154.4355,1195036447011,-105391088714.0
대성에너지,00787376,117580,2021,B,"742,479,534,651","425,136,420,563","16,047,844,903","14,881,220,777",1004120932.0,57.07,48.65,25.0,72.73,408.0,7.0,190463004032.2581,770440986512,54742668605.0
아이마켓코리아,00360142,122900,2021,B,"1,120,159,809,046","703,385,717,080","45,420,682,449","62,225,391,376",133455754233.0,49.5,88.4,20.0,40.76,403.0,24.0,355765484458.871,3132491779569,54166341763.0
한국화장품,00823429,123690,2021,B,"48,508,445,747","26,536,427,499","-3,193,220,979","-4,117,429,017",2248086120.0,0.0,0.0,10.0,52.95,45.0,0.0,178091103387.09677,66965810085,-9242444800.0
에스제이엠,00815369,123700,2021,B,"241,265,788,213","55,541,850,784","7,737,908,992","10,312,207,228",14894516939.0,52.7,29.1,10.0,53.03,323.0,0.0,74620357008.87097,145725719462,-3204023575.0
인터지스,00151368,129260,2021,B,"388,581,565,794","181,665,919,506","19,994,089,933","20,426,389,546",9619068542.0,19.3,,27.27272727272727,58.92,431.0,10.0,117555081519.55646,588882039942,11230171307.0
화인베스틸,00661847,133820,2021,B,"183,238,935,517","103,741,068,850","5,534,587,867","3,493,919,943",36402130182.0,,,30.0,51.26,107.0,15.0,84681601814.51613,"124,077000000","11,174,821,919"
핸즈코퍼레이션,00119140,143210,2021,B,"894,964,069,149","632,933,749,646","-50,128,648,018","-70,620,418,267",13664747153.0,-0.38,-2.99,14.285714285714285,59.19,1198.0,6.0,138329690061.0484,562213390676,-89037768837.0
덴티움,00526599,145720,2021,B,"570,202,433,075","279,104,016,908","69,882,395,499","74,717,705,318",2219026731.0,3.9,7.8,50.0,19.02,607.0,28.0,715523984455.6451,291529687471,74111673803.0
DSR,00110608,155660,2021,B,"302,598,631,429","124,579,417,803","13,454,431,587","15,939,358,449",36402130182.0,6.5,9.0,21.428571428571427,70.57,166.0,0.0,106204516129.03226,272417651710,5332134198.0
더블유게임즈,01010110,192080,2021,B,"1,381,904,218,263","197,077,447,691","190,364,411,040","197,852,881,282",826857948176.0,9.5,5.3,37.5,43.73,273.0,7.0,1147035696423.3872,624060773474,189499036494.0
쿠쿠홀딩스,00132354,192400,2021,B,"1,051,892,517,157","184,150,127,215","106,992,031,867","159,677,931,699",2034579690.0,15.02,19.22,50.0,69.07,46.0,2.0,844990496658.6693,685109273863,85661972127.0
디와이파워,01059605,210540,2021,B,"342,046,278,048","116,073,402,046","42,159,270,501","42,014,909,162",604242547.0,10.7,9.6,11.11111111111111,38.46,368.0,76.0,170017815541.12903,437161571106,12060985351.0
